postcode sector,Age 30 to 45,Age 30 to 45 %
CT12 4,358.0,0.17926890335503254
CT12 5,262.0,0.18594748048261178
CT12 6,1071.0,0.1829518278100444
CT13 0,521.0,0.16698717948717948
CT13 9,235.0,0.15666666666666668
CT14 0,201.0,0.13267326732673268
CT14 6,480.0,0.17692591227423515
CT14 7,678.0,0.1424968474148802
CT14 8,169.0,0.12246376811594203
CT14 9,1422.0,0.18184143222506394
CT15 4,377.0,0.19904963041182683
CT15 5,289.0,0.18442884492661135
CT15 6,151.0,0.11696359411309062
CT15 7,313.0,0.16378859236002094
CT16 1,225.0,0.13432835820895522
CT16 2,1168.0,0.2175046554934823
CT16 3,454.0,0.15785813630041726
CT17 0,1247.0,0.201551640536609
CT17 9,935.0,0.19426553085393725
CT18 7,1201.0,0.2180464778503994
CT18 8,274.0,0.1701863354037267
CT19 4,1006.0,0.21076890844332705
CT19 5,987.0,0.19061413673232908
CT19 6,935.0,0.19023397761953204
CT2  0,518.0,0.16900489396411092
CT2  7,580.0,0.08357348703170028
CT2  8,571.0,0.14221668742216687
CT2  9,295.0,0.15135967162647512
CT20 1,630.0,0.2010852218321098
CT20 2,612.0,0.1608832807570978
CT20 3,764.0,0.19885476314419573
CT21 4,357.0,0.15589519650655023
CT21 5,484.0,0.14077952297847585
CT21 6,547.0,0.1628460851443882
CT3  1,528.0,0.17294464461185718
CT3  2,324.0,0.19025249559600704
CT3  3,456.0,0.1987794245858762
CT3  4,372.0,0.20383561643835615
CT4  5,339.0,0.15402089959109497
CT4  6,374.0,0.14302103250478013
CT4  7,627.0,0.2252155172413793
CT4  8,166.0,0.17202072538860103
CT5  1,807.0,0.20461460446247465
CT5  2,674.0,0.15332120109190173
CT5  3,560.0,0.1594987183138707
CT5  4,1000.0,0.1812250815512867
CT6  5,719.0,0.18464304057524397
CT6  6,779.0,0.14975009611687812
CT6  7,1285.0,0.19968919968919968
CT6  8,720.0,0.1591160220994475
CT7  0,310.0,0.1486097794822627
CT7  9,493.0,0.12278953922789539
CT8  8,627.0,0.16052227342549924
CT9  1,659.0,0.19873341375150785
CT9  2,979.0,0.1790744466800805
CT9  3,943.0,0.16111395865368186
CT9  4,350.0,0.1717369970559372
CT9  5,1098.0,0.19628173042545585
CV1  1,14.0,0.07865168539325842
CV1  2,480.0,0.1596806387225549
CV1  3,339.0,0.15564738292011018
CV1  4,777.0,0.20468914646996839
CV1  5,815.0,0.16154608523290387
CV10 0,1307.0,0.2015420200462606
CV10 7,1232.0,0.2178603006189213
CV10 8,1242.0,0.20495049504950494
CV10 9,1592.0,0.22059027296660663
CV11 4,1257.0,0.20222007722007723
CV11 5,1172.0,0.2113997113997114
CV11 6,1383.0,0.1706985929400148
CV12 0,977.0,0.2092973436161097
CV12 8,1014.0,0.18643132928847214
CV12 9,1085.0,0.17913158329205878
CV13 0,586.0,0.18103181958603645
CV13 6,375.0,0.1756440281030445
CV2  1,1264.0,0.20178799489144317
CV2  2,1300.0,0.19981555487242544
CV2  3,1355.0,0.20483749055177627
CV2  4,1300.0,0.19738839963559066
CV2  5,1306.0,0.21187540558079168
CV21 1,1131.0,0.22678965309805493
CV21 2,801.0,0.20612454966546578
CV21 3,1146.0,0.22933760256153693
CV21 4,721.0,0.19242060314918602
CV22 5,950.0,0.20268828675058673
CV22 6,898.0,0.16540799410572848
CV22 7,1751.0,0.22072355981343755
CV23 0,1145.0,0.23789736131311032
CV23 8,375.0,0.16080617495711835
CV23 9,638.0,0.19176435226931168
CV3  1,997.0,0.22429696287964004
CV3  2,1590.0,0.1913818006740491
CV3  3,825.0,0.20843860535624054
CV3  4,425.0,0.1974907063197026
CV3  5,1340.0,0.194541231126597
CV3  6,1194.0,0.1882093316519546
CV31 1,1302.0,0.21725346237276824
CV31 2,1229.0,0.20293923381770146
CV31 3,656.0,0.19987812309567338
CV32 4,292.0,0.18766066838046272
CV32 5,870.0,0.21614906832298136
CV32 6,786.0,0.20559769814281978
CV32 7,1370.0,0.19298492745457108
CV33 9,601.0,0.19368353206574282
CV34 4,536.0,0.21922290388548057
CV34 5,1553.0,0.21879402648633417
CV34 6,1677.0,0.2683629380700912
CV35 0,556.0,0.18758434547908232
CV35 7,658.0,0.24561403508771928
CV35 8,526.0,0.1795834755889382
CV35 9,733.0,0.1791737961378636
CV36 4,569.0,0.16730373419582475
CV36 5,244.0,0.17086834733893558
CV37 0,720.0,0.21052631578947367
CV37 6,567.0,0.15891255605381166
CV37 7,905.0,0.20309694793536803
CV37 8,656.0,0.18458075407990995
CV37 9,1087.0,0.17660438667749798
CV4  7,386.0,0.08830931137039578
CV4  8,687.0,0.17076808351976136
CV4  9,1742.0,0.20566706021251477
CV47 0,222.0,0.1899059024807528
CV47 1,426.0,0.19434306569343066
CV47 2,575.0,0.22557865829737153
CV47 7,53.0,0.13838120104438642
CV47 8,252.0,0.20471161657189277
CV47 9,220.0,0.21012416427889208
CV5  6,1096.0,0.18629950705422404
CV5  7,1067.0,0.17665562913907285
CV5  8,1386.0,0.22496347995455282
CV5  9,893.0,0.17613412228796843
CV6  1,1552.0,0.21504780379659139
CV6  2,1282.0,0.20634154192821502
CV6  3,1243.0,0.21992215145081387
CV6  4,1490.0,0.22258739169405437
CV6  5,1559.0,0.23564087061668681
CV6  6,1291.0,0.2399628252788104
CV6  7,1344.0,0.2105922908179254
CV7  7,976.0,0.17832998355563676
CV7  8,893.0,0.20777105630525827
CV7  9,807.0,0.1786979627989371
CV8  1,985.0,0.1755167498218104
CV8  2,1299.0,0.1922450791771496
CV8  3,710.0,0.20796719390743995
CV9  1,561.0,0.1906218144750255
CV9  2,925.0,0.20460075204600753
CV9  3,613.0,0.1864922421661089
CW1  2,135.0,0.18467852257181944
CW1  3,1937.0,0.21981389014979574
CW1  4,1245.0,0.21141110545084055
CW1  5,917.0,0.16703096539162113
CW1  6,89.0,0.151618398637138
CW10 0,827.0,0.21458225220550078
CW10 9,794.0,0.232981220657277
CW11 1,605.0,0.1625033575073865
CW11 2,204.0,0.2058526740665994
CW11 3,842.0,0.2332409972299169
CW11 4,624.0,0.19445310065440946
CW12 1,395.0,0.2065899581589958
CW12 2,485.0,0.19322709163346613
CW12 3,996.0,0.19571625073688348
CW12 4,1002.0,0.188558524651863
CW2  5,823.0,0.20226099778815435
CW2  6,1044.0,0.1978021978021978
CW2  7,999.0,0.2194639718804921
CW2  8,1293.0,0.19266875279392043
CW3  0,229.0,0.16115411681914146
CW3  9,561.0,0.17330861909175163
CW4  7,529.0,0.17615717615717616
CW4  8,278.0,0.15565509518477044
CW5  5,758.0,0.18916895432992265
CW5  6,656.0,0.17078885706847174
CW5  7,1092.0,0.22190611664295876
CW5  8,396.0,0.1768646717284502
CW6  0,606.0,0.16717241379310344
CW6  9,447.0,0.17106773823191734
CW7  1,906.0,0.1869969040247678
CW7  2,1152.0,0.20843133707255293
CW7  3,1118.0,0.22914531666325066
CW7  4,198.0,0.20776495278069254
CW8  1,869.0,0.1955885662840423
CW8  2,760.0,0.1646090534979424
CW8  3,662.0,0.1805290428142896
CW8  4,1150.0,0.21681749622926094
CW9  5,364.0,0.21187427240977882
CW9  6,509.0,0.1811387900355872
CW9  7,1126.0,0.20983973164368244
CW9  8,1552.0,0.22978975421972164
DA1  1,1187.0,0.24863845831587766
DA1  2,1358.0,0.22614487926727728
DA1  3,1331.0,0.21916680388605303
DA1  4,908.0,0.2101851851851852
DA1  5,1328.0,0.23782234957020057
DA10 0,793.0,0.23337257210123602
DA11 0,958.0,0.22007810705260739
DA11 7,986.0,0.2121342512908778
DA11 8,1104.0,0.1959531416400426
DA11 9,1069.0,0.2324418351815612
DA12 1,690.0,0.2118513969910961
DA12 2,1019.0,0.23185437997724687
DA12 3,184.0,0.15081967213114755
DA12 4,1421.0,0.19223484848484848
DA12 5,1578.0,0.203429160758025
DA13 0,840.0,0.18209408194233687
DA13 9,430.0,0.1552346570397112
DA14 4,974.0,0.189310009718173
DA14 5,407.0,0.1837471783295711
DA14 6,750.0,0.1873594803897077
DA15 7,570.0,0.20437432771602726
DA15 8,1549.0,0.20106438213914848
DA15 9,842.0,0.1799529814062834
DA16 1,1385.0,0.21347102342786684
DA16 2,1440.0,0.19517484413120087
DA16 3,897.0,0.19060773480662985
DA17 5,1260.0,0.2326440177252585
DA17 6,714.0,0.20606060606060606
DA18 4,575.0,0.22619984264358772
DA2  6,1076.0,0.2215815485996705
DA2  7,1122.0,0.18536263010077647
DA2  8,177.0,0.2099644128113879
DA3  7,591.0,0.14404094564952474
DA3  8,763.0,0.1672878754659066
DA4  0,294.0,0.18193069306930693
DA4  9,622.0,0.20247395833333334
DA5  1,694.0,0.1946704067321178
DA5  2,465.0,0.1750753012048193
DA5  3,838.0,0.19180590524147403
DA6  7,416.0,0.18969448244414044
DA6  8,558.0,0.1957894736842105
DA7  4,1260.0,0.19623111664849713
DA7  5,1099.0,0.1750278706800446
DA7  6,1141.0,0.19951040391676866
DA8  1,1558.0,0.22498194945848377
DA8  2,1449.0,0.2542105263157895
DA8  3,1061.0,0.20030205776854823
DA9  9,1834.0,0.2835936291943714
DE1  1,431.0,0.18945054945054945
DE1  2,183.0,0.18227091633466136
DE1  3,589.0,0.199255751014885
DE11 0,1601.0,0.2078141225337487
DE11 7,1059.0,0.21585813289849165
DE11 8,786.0,0.2594059405940594
DE11 9,1460.0,0.22884012539184953
DE12 6,767.0,0.19865319865319866
DE12 7,969.0,0.21518987341772153
DE12 8,362.0,0.1909282700421941
DE13 0,1916.0,0.19643223293007997
DE13 7,358.0,0.16815406294034757
DE13 8,715.0,0.17274704034791014
DE13 9,937.0,0.19122448979591836
DE14 1,267.0,0.2285958904109589
DE14 2,1291.0,0.20462830876525598
DE14 3,1503.0,0.22093194179038658
DE15 0,920.0,0.18525976641159886
DE15 9,1423.0,0.19193417858106285
DE21 2,1243.0,0.23537208861957962
DE21 4,1401.0,0.20449569405926143
DE21 5,341.0,0.18333333333333332
DE21 6,1769.0,0.19950377805345665
DE21 7,1197.0,0.18960874386187232
DE22 1,658.0,0.19813309244203553
DE22 2,1195.0,0.17013097949886105
DE22 3,1599.0,0.18796285412013636
DE22 4,784.0,0.19019893255701115
DE22 5,61.0,0.13347921225382933
DE23 1,844.0,0.19095022624434388
DE23 2,336.0,0.20702402957486138
DE23 3,797.0,0.25709677419354837
DE23 4,294.0,0.20880681818181818
DE23 6,2008.0,0.21280203476049173
DE23 8,2209.0,0.21722883272691512
DE24 0,1488.0,0.18733476016618406
DE24 1,116.0,0.2401656314699793
DE24 3,732.0,0.23491655969191272
DE24 5,179.0,0.28594249201277955
DE24 8,1868.0,0.21919737150903543
DE24 9,1430.0,0.2018348623853211
DE3  0,778.0,0.18728935965334617
DE3  9,850.0,0.18299246501614638
DE4  2,736.0,0.1582455385938508
DE4  3,1099.0,0.17904855001629194
DE4  4,615.0,0.18163024217365623
DE4  5,441.0,0.1675531914893617
DE45 1,626.0,0.13641316190891262
DE5  3,1294.0,0.19032210619208706
DE5  8,455.0,0.23155216284987276
DE5  9,451.0,0.18491184911849118
DE55 1,646.0,0.1891654465592972
DE55 2,718.0,0.19944444444444445
DE55 3,494.0,0.2676056338028169
DE55 4,893.0,0.20633086876155268
DE55 5,789.0,0.18966346153846153
DE55 6,686.0,0.18298212856761803
DE55 7,878.0,0.18136748605659989
DE56 0,1356.0,0.21314052184847532
DE56 1,1515.0,0.22116788321167882
DE56 2,826.0,0.18169819621645403
DE56 4,458.0,0.16486681065514758
DE6  1,1033.0,0.18212270803949224
DE6  2,494.0,0.18095238095238095
DE6  3,303.0,0.16476345840130505
DE6  4,94.0,0.1750465549348231
DE6  5,320.0,0.1610468042274786
DE65 5,1667.0,0.2734131540101689
DE65 6,1018.0,0.17710508002783576
DE7  4,1237.0,0.19142680284741567
DE7  5,1032.0,0.2047212854592343
DE7  6,932.0,0.1736214605067064
DE7  8,1304.0,0.1870606799598336
DE7  9,438.0,0.2777425491439442
DE72 2,421.0,0.20047619047619047
DE72 3,1571.0,0.18889022484068774
DE73 5,719.0,0.29358922008983257
DE73 6,761.0,0.2235605170387779
DE73 7,147.0,0.1651685393258427
DE73 8,585.0,0.1968371467025572
DE74 2,1197.0,0.20893698725781112
DE75 7,1983.0,0.20917721518987342
DH1  1,723.0,0.15399361022364216
DH1  2,742.0,0.16614420062695925
DH1  3,230.0,0.0495582848524025
DH1  4,468.0,0.12335266209804956
DH1  5,1406.0,0.19460207612456748
DH2  1,1134.0,0.2056210335448776
DH2  2,1068.0,0.19832869080779944
DH2  3,877.0,0.18443743427970558
DH3  1,810.0,0.21170935703084162
DH3  2,532.0,0.18517229376957883
DH3  3,662.0,0.19305920093321668
DH3  4,568.0,0.17098133654425046
DH4  4,818.0,0.19471554391811474
DH4  5,677.0,0.19102708803611737
DH4  6,960.0,0.20552344251766216
DH4  7,1086.0,0.22540473225404734
DH5  0,717.0,0.1940985381700054
DH5  8,571.0,0.18764377259283602
DH5  9,563.0,0.16741005055010408
DH6  1,710.0,0.20431654676258992
DH6  2,888.0,0.19258295380611581
DH6  3,537.0,0.19117123531505875
DH6  4,796.0,0.22397298818232977
DH6  5,463.0,0.19179784589892296
DH7  0,490.0,0.16972635954277798
DH7  6,839.0,0.19806421152030218
DH7  7,845.0,0.20736196319018405
DH7  8,996.0,0.19434146341463415
DH7  9,967.0,0.19860340932429657
DH8  0,667.0,0.1930535455861071
DH8  5,660.0,0.20872865275142316
DH8  6,683.0,0.1948644793152639
DH8  7,990.0,0.21153846153846154
DH8  8,674.0,0.19644418536869718
DH8  9,278.0,0.1931897150799166
DH9  0,449.0,0.18825995807127882
DH9  6,1039.0,0.19794246523147266
DH9  7,756.0,0.184255422861321
DH9  8,682.0,0.19452367370222476
DH9  9,664.0,0.19025787965616045
DL1  1,432.0,0.16941176470588235
DL1  2,1060.0,0.171078114912847
DL1  3,877.0,0.1987760652765186
DL1  4,1494.0,0.20412624675502117
DL1  5,694.0,0.20954106280193235
DL10 4,469.0,0.173639392817475
DL10 5,309.0,0.17081260364842454
DL10 6,260.0,0.17869415807560138
DL10 7,613.0,0.1878063725490196
DL11 6,160.0,0.15701668302257116
DL11 7,280.0,0.17220172201722017
DL12 0,184.0,0.14684756584197925
DL12 8,560.0,0.15620641562064155
DL12 9,204.0,0.15223880597014924
DL13 1,119.0,0.1588785046728972
DL13 2,273.0,0.17761873780091086
DL13 3,286.0,0.1784154709918902
DL13 4,310.0,0.1964512040557668
DL13 5,303.0,0.18297101449275363
DL14 0,633.0,0.1956723338485317
DL14 6,1021.0,0.16553177691309987
DL14 7,478.0,0.19654605263157895
DL14 8,644.0,0.18952324896998235
DL14 9,796.0,0.1998995479658463
DL15 0,876.0,0.19918144611186903
DL15 8,484.0,0.17813765182186234
DL15 9,868.0,0.1998158379373849
DL16 6,1088.0,0.19034289713086075
DL16 7,830.0,0.19058553386911595
DL17 0,465.0,0.1834319526627219
DL17 8,834.0,0.18189749182115594
DL17 9,320.0,0.16588906168999482
DL2  1,623.0,0.20711436170212766
DL2  2,736.0,0.20147823706542567
DL2  3,362.0,0.17903066271018794
DL3  0,1738.0,0.2259196672299493
DL3  6,962.0,0.22340919647004182
DL3  7,422.0,0.20585365853658535
DL3  8,608.0,0.14865525672371638
DL3  9,838.0,0.17619848612279226
DL4  1,417.0,0.16475701303832477
DL4  2,491.0,0.18964851293935883
DL5  4,929.0,0.18966925275622704
DL5  5,572.0,0.17354368932038836
DL5  6,388.0,0.19207920792079208
DL5  7,964.0,0.19474747474747475
DL6  1,817.0,0.1820004455335264
DL6  2,356.0,0.17746759720837488
DL6  3,182.0,0.1355174981384959
DL7  0,237.0,0.15085932527052834
DL7  8,756.0,0.18736059479553904
DL7  9,498.0,0.20064464141821112
DL8  1,374.0,0.16541353383458646
DL8  2,400.0,0.17474879860200962
DL8  3,248.0,0.16768086544962812
DL8  4,238.0,0.15130324221233313
DL8  5,259.0,0.1413755458515284
DL9  3,672.0,0.28498727735368956
DL9  4,976.0,0.23735408560311283
DN1  1,26.0,0.17218543046357615
DN1  2,644.0,0.21764109496451503
DN1  3,171.0,0.19343891402714933
DN10 4,499.0,0.18837297093242733
DN10 5,141.0,0.17385943279901356
DN10 6,501.0,0.19071183859916255
DN11 0,1370.0,0.19588218472976837
DN11 8,796.0,0.18716200329179403
DN11 9,518.0,0.15097639172252988
DN12 1,815.0,0.20188258607877135
DN12 2,580.0,0.19205298013245034
DN12 3,550.0,0.18345563709139426
DN12 4,420.0,0.178117048346056
DN14 0,756.0,0.20723684210526316
DN14 5,764.0,0.193613786112519
DN14 6,1321.0,0.19790262172284645
DN14 7,713.0,0.19794558578567462
DN14 8,486.0,0.2004950495049505
DN14 9,638.0,0.20062893081761007
DN15 0,90.0,0.16544117647058823
DN15 6,462.0,0.19067271976888156
DN15 7,872.0,0.20678207256343373
DN15 8,1168.0,0.19025899983710703
DN15 9,907.0,0.18716467189434585
DN16 1,926.0,0.2004762935700368
DN16 2,737.0,0.1652836958959408
DN16 3,1406.0,0.19705676243868256
DN17 1,1080.0,0.17731078640617304
DN17 2,1043.0,0.17639100287502113
DN17 3,679.0,0.1840607210626186
DN17 4,587.0,0.18682367918523235
DN18 5,814.0,0.1837471783295711
DN18 6,301.0,0.18859649122807018
DN19 7,649.0,0.2062937062937063
DN2  4,843.0,0.20220676421204126
DN2  5,752.0,0.18417830026940976
DN2  6,854.0,0.19627671799586302
DN20 0,648.0,0.183206106870229
DN20 8,635.0,0.18363215731636784
DN20 9,490.0,0.17543859649122806
DN21 1,1160.0,0.19368842878610787
DN21 2,688.0,0.19539903436523715
DN21 3,670.0,0.17706131078224102
DN21 4,529.0,0.20680218921032056
DN21 5,550.0,0.1738855516914322
DN22 0,432.0,0.19165927240461403
DN22 6,732.0,0.19112271540469974
DN22 7,1440.0,0.1893989214783638
DN22 8,433.0,0.17594473791141813
DN22 9,241.0,0.1537970644543714
DN3  1,839.0,0.19829827463956512
DN3  2,1230.0,0.20370983769460085
DN3  3,853.0,0.16630922207057905
DN31 1,185.0,0.19230769230769232
DN31 2,730.0,0.19180241723594324
DN31 3,12.0,0.13636363636363635
DN32 0,663.0,0.2030006123698714
DN32 7,561.0,0.17702745345534868
DN32 8,841.0,0.19409185321947842
DN32 9,850.0,0.20408163265306123
DN33 1,668.0,0.17908847184986595
DN33 2,438.0,0.16478555304740405
DN33 3,727.0,0.19319691735317565
DN34 4,786.0,0.1799862605907946
DN34 5,1003.0,0.1833973304077528
DN35 0,684.0,0.15106007067137808
DN35 7,1239.0,0.2074334505273732
DN35 8,837.0,0.20144404332129964
DN35 9,461.0,0.1481838637094182
DN36 4,925.0,0.1671485363209252
DN36 5,674.0,0.1595266272189349
DN37 0,669.0,0.16143822393822393
DN37 7,372.0,0.2092238470191226
DN37 8,24.0,0.11822660098522167
DN37 9,915.0,0.18292682926829268
DN38 6,294.0,0.18894601542416453
DN39 6,285.0,0.19560741249142072
DN4  0,1052.0,0.19969627942293092
DN4  5,587.0,0.21541284403669725
DN4  6,978.0,0.1629185407296352
DN4  7,649.0,0.16052436309671037
DN4  8,881.0,0.2275309917355372
DN4  9,947.0,0.1803809523809524
DN40 1,551.0,0.1877342419080068
DN40 2,381.0,0.19078617926890334
DN40 3,251.0,0.18815592203898052
DN41 7,315.0,0.21226415094339623
DN41 8,286.0,0.16676384839650146
DN5  0,974.0,0.19188337273443656
DN5  7,798.0,0.17550032988783815
DN5  8,1097.0,0.19391903835955454
DN5  9,1052.0,0.19037278320665943
DN6  0,602.0,0.1902654867256637
DN6  7,1050.0,0.1928020565552699
DN6  8,802.0,0.17949865711727842
DN6  9,503.0,0.18080517613227895
DN7  4,820.0,0.1885490917452288
DN7  5,665.0,0.1791487068965517
DN7  6,634.0,0.18057533466248932
DN8  4,946.0,0.1863672182821119
DN8  5,682.0,0.17848730698769955
DN9  1,843.0,0.1921586505584682
DN9  2,430.0,0.16563944530046226
DN9  3,666.0,0.20292504570383912
DT1  1,505.0,0.16248391248391247
DT1  2,1013.0,0.18203054806828392
DT1  3,208.0,0.17747440273037543
DT10 1,496.0,0.1592295345104334
DT10 2,472.0,0.16275862068965516
DT11 0,550.0,0.15367421067337245
DT11 7,1017.0,0.19678792569659442
DT11 8,703.0,0.1889277076054824
DT11 9,425.0,0.17834662190516157
DT2  0,288.0,0.15763546798029557
DT2  7,495.0,0.16940451745379878
DT2  8,689.0,0.1721639180409795
DT2  9,660.0,0.16927417286483715
DT3  4,494.0,0.17315106905012267
DT3  5,800.0,0.17368649587494572
DT3  6,670.0,0.15185856754306437
DT4  0,1188.0,0.1833616298811545
DT4  7,652.0,0.16730818578393636
DT4  8,352.0,0.15418309242225142
DT4  9,1119.0,0.1775345073774393
DT5  1,517.0,0.18294409058740269
DT5  2,545.0,0.16920211114560696
DT6  3,474.0,0.1428141006327207
DT6  4,359.0,0.11633182112767336
DT6  5,488.0,0.1571658615136876
DT6  6,204.0,0.11141452758055707
DT7  3,365.0,0.11897001303780964
DT8  3,435.0,0.13991637182373753
DT9  3,156.0,0.08360128617363344
DT9  4,429.0,0.1442986881937437
DT9  5,407.0,0.1626048741510188
DT9  6,488.0,0.14010910134941143
DY1  1,68.0,0.19428571428571428
DY1  2,1521.0,0.21290593505039193
DY1  3,1240.0,0.21262002743484226
DY1  4,596.0,0.20244565217391305
DY10 1,800.0,0.2274665908444697
DY10 2,1182.0,0.2106200997861725
DY10 3,964.0,0.18025430067314885
DY10 4,674.0,0.18603367375103505
DY11 5,918.0,0.18007061592781484
DY11 6,1249.0,0.19812817258883247
DY11 7,747.0,0.19503916449086162
DY12 1,448.0,0.17912834866053579
DY12 2,496.0,0.16472932580538027
DY12 3,71.0,0.10692771084337349
DY13 0,548.0,0.1581986143187067
DY13 8,824.0,0.18082071538292738
DY13 9,681.0,0.20401437986818455
DY14 0,119.0,0.1374133949191686
DY14 8,348.0,0.1824855794441531
DY14 9,213.0,0.14421123899796887
DY2  0,1107.0,0.20018083182640145
DY2  7,792.0,0.19964708847995966
DY2  8,749.0,0.20822907978871283
DY2  9,841.0,0.19205298013245034
DY3  1,997.0,0.2014141414141414
DY3  2,1086.0,0.19066011235955055
DY3  3,907.0,0.15926251097453906
DY3  4,142.0,0.15106382978723404
DY4  0,1381.0,0.1999131441806601
DY4  7,1307.0,0.26160928742994394
DY4  8,1224.0,0.21443587946741416
DY4  9,840.0,0.2078179119247897
DY5  1,644.0,0.19640134187252212
DY5  2,1396.0,0.20571765399351608
DY5  3,1459.0,0.22069278475268492
DY5  4,868.0,0.19523166891587945
DY6  0,340.0,0.1627573001436094
DY6  7,379.0,0.17835294117647058
DY6  8,1060.0,0.1958610495195861
DY6  9,745.0,0.1692412539754657
DY7  5,168.0,0.14801762114537445
DY7  6,514.0,0.16296766011414077
DY8  1,553.0,0.2151750972762646
DY8  2,526.0,0.16907746705239474
DY8  3,1176.0,0.18263705544339184
DY8  4,1421.0,0.20621099985488317
DY8  5,1347.0,0.19917196510424368
DY9  0,946.0,0.16734477268706882
DY9  7,483.0,0.19189511323003575
DY9  8,624.0,0.20932572962093257
DY9  9,798.0,0.1918269230769231
E1   0,1237.0,0.2291165030561215
E1   1,594.0,0.2113127001067236
E1   2,917.0,0.2414428646656135
E1   3,774.0,0.21393034825870647
E1   4,1527.0,0.1974398758727696
E1   5,1188.0,0.225
E1   6,523.0,0.2765732416710735
E1   7,267.0,0.24272727272727274
E1   8,537.0,0.27189873417721516
E10  5,1794.0,0.23827865586399255
E10  6,1968.0,0.24624624624624625
E10  7,1427.0,0.24397332877414943
E11  1,1418.0,0.2545780969479354
E11  2,1469.0,0.24450732356857524
E11  3,1914.0,0.23898114621051317
E11  4,1938.0,0.2605539123420274
E12  5,1882.0,0.23055249295602107
E12  6,2646.0,0.2194757796947578
E13  0,2104.0,0.23233215547703182
E13  8,1680.0,0.24676850763807284
E13  9,1638.0,0.23936869793950022
E14  0,1251.0,0.2291208791208791
E14  2,298.0,0.35903614457831323
E14  3,2549.0,0.3082224909310762
E14  4,80.0,0.4444444444444444
E14  5,109.0,0.36824324324324326
E14  6,1455.0,0.24089403973509935
E14  7,1561.0,0.2508033419023136
E14  8,1855.0,0.3162291169451074
E14  9,2097.0,0.31609888453421764
E15  1,1627.0,0.2400059005753061
E15  2,1350.0,0.2597652491822205
E15  3,1730.0,0.24598322195364708
E15  4,1443.0,0.2405400900150025
E16  1,1590.0,0.28101802757158006
E16  2,1273.0,0.2615036976170912
E16  3,1783.0,0.24860568878973788
E16  4,1142.0,0.23178404708747716
E17  3,1602.0,0.25062578222778475
E17  4,2089.0,0.25597353265531186
E17  5,2389.0,0.27519870982605693
E17  6,2365.0,0.2865624621349812
E17  7,1502.0,0.2723975335509612
E17  8,2148.0,0.2747505755947813
E17  9,1859.0,0.27700789748174637
E18  1,1132.0,0.28061477441745164
E18  2,1613.0,0.26129920622063824
E1W  1,364.0,0.32298136645962733
E1W  2,627.0,0.3383702104695089
E1W  3,841.0,0.312639405204461
E2   0,1527.0,0.2728247275326068
E2   6,1119.0,0.24363161332462444
E2   7,1137.0,0.25811577752553916
E2   8,1013.0,0.2715817694369973
E2   9,1142.0,0.2676980778246601
E3   2,1757.0,0.2496093195056116
E3   3,1275.0,0.24355300859598855
E3   4,1735.0,0.23276093372685805
E3   5,1517.0,0.23781156921147514
E4   6,1902.0,0.21392419300416152
E4   7,1151.0,0.1904052936311001
E4   8,1555.0,0.20788770053475936
E4   9,1934.0,0.21742551995503093
E5   0,2318.0,0.26183214729470233
E5   8,2291.0,0.2800733496332518
E5   9,1846.0,0.24039588488084385
E6   1,1623.0,0.21905790255095153
E6   2,2016.0,0.2425117286178275
E6   3,2570.0,0.25031654816402066
E6   5,1572.0,0.2727272727272727
E6   6,1518.0,0.2521594684385382
E7   0,1541.0,0.21734837799717913
E7   8,2089.0,0.22206867226533433
E7   9,2036.0,0.2380451303636151
E8   1,1305.0,0.30440867739678096
E8   2,1521.0,0.30858186244674374
E8   3,1532.0,0.2874296435272045
E8   4,1433.0,0.2749424405218726
E9   5,1708.0,0.26076335877862594
E9   6,1600.0,0.2737382378100941
E9   7,1991.0,0.2864336066752985
EC1A 4,7.0,0.07777777777777778
EC1A 7,58.0,0.3717948717948718
EC1A 9,44.0,0.3120567375886525
EC1M 3,48.0,0.23645320197044334
EC1M 5,140.0,0.29350104821802936
EC1M 6,50.0,0.136986301369863
EC1M 7,34.0,0.3333333333333333
EC1N 7,244.0,0.25311203319502074
EC1N 8,61.0,0.21107266435986158
EC1R 0,161.0,0.2696817420435511
EC1R 1,134.0,0.2322357019064125
EC1R 3,37.0,0.23270440251572327
EC1R 4,221.0,0.32644017725258495
EC1R 5,108.0,0.34726688102893893
EC1V 0,226.0,0.21772639691714837
EC1V 1,27.0,0.23076923076923078
EC1V 2,23.0,0.5227272727272727
EC1V 3,338.0,0.21311475409836064
EC1V 4,177.0,0.27613104524180965
EC1V 7,283.0,0.25610859728506785
EC1V 8,196.0,0.23031727379553465
EC1V 9,197.0,0.2264367816091954
EC1Y 0,135.0,0.22022838499184338
EC1Y 2,24.0,0.36923076923076925
EC1Y 4,17.0,0.10119047619047619
EC1Y 8,271.0,0.2837696335078534
EC2A 3,65.0,0.35911602209944754
EC2A 4,120.0,0.38338658146964855
EC2Y 8,370.0,0.24310118265440211
EC3R 8,28.0,0.358974358974359
EC4A 1,19.0,0.3114754098360656
EC4V 3,46.0,0.33093525179856115
EC4V 5,32.0,0.32323232323232326
EC4Y 7,25.0,0.20161290322580644
EN1  1,1586.0,0.25158629441624364
EN1  2,677.0,0.18537787513691129
EN1  3,1389.0,0.21723490772599313
EN1  4,1710.0,0.24393723252496433
EN10 6,1249.0,0.2207103728573953
EN10 7,562.0,0.1803015720243824
EN11 0,780.0,0.2360774818401937
