postcode sector,Age 30 to 45,Age 30 to 45 %
BH24 1,997.0,0.1816359992712698
BH24 2,385.0,0.10900339750849378
BH24 3,440.0,0.17649418371440032
BH24 4,110.0,0.14824797843665768
BH25 5,1046.0,0.16099738340772665
BH25 6,445.0,0.12343966712898752
BH25 7,338.0,0.09189777052746058
BH3  7,478.0,0.1678370786516854
BH31 6,1006.0,0.1933128362797848
BH31 7,299.0,0.17850746268656717
BH4  8,515.0,0.1905290418054014
BH4  9,400.0,0.1948368241597662
BH5  1,693.0,0.22721311475409836
BH5  2,542.0,0.2264939406602591
BH6  3,794.0,0.1663872590108969
BH6  4,243.0,0.12729177579884757
BH6  5,1139.0,0.2334016393442623
BH7  6,908.0,0.22205918317437026
BH7  7,340.0,0.17970401691331925
BH8  0,823.0,0.21288153129849974
BH8  8,1268.0,0.20848405129891484
BH8  9,764.0,0.1851672321861367
BH9  1,1212.0,0.1894341981869334
BH9  2,810.0,0.1781786185657721
BH9  3,1128.0,0.21919937815779247
BL0  0,641.0,0.2214927436074637
BL0  9,1359.0,0.21768380586256608
BL1  1,28.0,0.18791946308724833
BL1  2,412.0,0.2057942057942058
BL1  3,1010.0,0.20445344129554655
BL1  4,855.0,0.1926977687626775
BL1  5,1175.0,0.18766970132566682
BL1  6,875.0,0.19729425028184894
BL1  7,952.0,0.22612826603325414
BL1  8,1179.0,0.21381936887921654
BL2  1,367.0,0.1917450365726228
BL2  2,802.0,0.1826879271070615
BL2  3,797.0,0.1800316241246894
BL2  4,458.0,0.1890218737102765
BL2  5,922.0,0.1895949002673247
BL2  6,1061.0,0.19283896764812794
BL3  1,1368.0,0.2175226586102719
BL3  2,939.0,0.20141570141570142
BL3  3,1671.0,0.2204485488126649
BL3  4,1447.0,0.2046965624557929
BL3  5,834.0,0.21434078643022358
BL3  6,497.0,0.18933333333333333
BL4  0,1094.0,0.21050606118914758
BL4  7,713.0,0.20750873108265425
BL4  8,827.0,0.19732760677642566
BL4  9,844.0,0.1955967555040556
BL5  1,230.0,0.16751638747268754
BL5  2,1457.0,0.2283341169095753
BL5  3,1275.0,0.21389028686462003
BL6  4,584.0,0.19603893924135615
BL6  5,1115.0,0.21837054445750098
BL6  6,726.0,0.20648464163822525
BL6  7,670.0,0.1981662230109435
BL7  0,308.0,0.1888412017167382
BL7  8,61.0,0.17941176470588235
BL7  9,1112.0,0.1967445152158528
BL8  1,1387.0,0.21224177505738331
BL8  2,943.0,0.1767572633552015
BL8  3,949.0,0.22318908748824082
BL8  4,359.0,0.16925978312116927
BL9  0,282.0,0.22578062449959968
BL9  5,696.0,0.20476610767872905
BL9  6,873.0,0.19931506849315067
BL9  7,1014.0,0.20091143253417873
BL9  8,866.0,0.18026644462947544
BL9  9,1179.0,0.21366437114896702
BN1  1,187.0,0.21820303383897316
BN1  2,643.0,0.29536058796508957
BN1  3,1566.0,0.32699937356441844
BN1  4,1029.0,0.24132270168855535
BN1  5,1291.0,0.2540838417634324
BN1  6,2122.0,0.24091734786557675
BN1  7,874.0,0.20598633042658496
BN1  8,1560.0,0.20733652312599682
BN1  9,481.0,0.10751005811354493
BN10 7,871.0,0.1860713522751549
BN10 8,878.0,0.18025046191747074
BN11 1,607.0,0.25929090132422045
BN11 2,1028.0,0.21812009335879481
BN11 3,458.0,0.2227626459143969
BN11 4,907.0,0.19034627492130116
BN11 5,638.0,0.18853427895981087
BN12 4,599.0,0.14430257769212237
BN12 5,226.0,0.0936205468102734
BN12 6,712.0,0.17193914513402558
BN13 1,870.0,0.20848310567936737
BN13 2,1044.0,0.1912087912087912
BN13 3,833.0,0.1814814814814815
BN14 0,459.0,0.15310206804536358
BN14 7,1252.0,0.22469490308686288
BN14 8,788.0,0.22682786413356362
BN14 9,811.0,0.21308460325801365
BN15 0,794.0,0.18775124142823363
BN15 8,642.0,0.15593879038134564
BN15 9,1108.0,0.19054170249355115
BN16 1,506.0,0.14375
BN16 2,392.0,0.10554658050619278
BN16 3,715.0,0.15988372093023256
BN16 4,711.0,0.20153061224489796
BN17 5,590.0,0.18170619032953494
BN17 6,1407.0,0.19656328583403185
BN17 7,843.0,0.20249819841460484
BN18 0,784.0,0.1844705882352941
BN18 9,441.0,0.17375886524822695
BN2  0,798.0,0.23278879813302217
BN2  1,1186.0,0.2642602495543672
BN2  3,1325.0,0.21388216303470542
BN2  4,1522.0,0.18554187492380836
BN2  5,1347.0,0.2069760295021512
BN2  6,946.0,0.18611056462718867
BN2  7,348.0,0.14808510638297873
BN2  8,829.0,0.18742934659733212
BN2  9,1473.0,0.2554630593132154
BN20 0,88.0,0.10244470314318975
BN20 7,324.0,0.1005586592178771
BN20 8,852.0,0.19271657995928523
BN20 9,379.0,0.13985239852398523
BN21 1,608.0,0.1640140275155112
BN21 2,757.0,0.15940197936407666
BN21 3,523.0,0.19087591240875912
BN21 4,358.0,0.16974869606448553
BN22 0,831.0,0.16676700782661047
BN22 7,500.0,0.20383204239706482
BN22 8,1152.0,0.21560920830993824
BN22 9,827.0,0.20460168233547749
BN23 5,654.0,0.20981713185755535
BN23 6,607.0,0.17224744608399545
BN23 7,604.0,0.15778474399164055
BN23 8,871.0,0.2083732057416268
BN24 5,647.0,0.19975301018832972
BN24 6,192.0,0.11970074812967581
BN25 1,395.0,0.16228430566967955
BN25 2,469.0,0.12506666666666666
BN25 3,728.0,0.1579175704989154
BN25 4,156.0,0.10324288550628723
BN26 5,483.0,0.1440071556350626
BN26 6,431.0,0.15951147298297558
BN27 1,554.0,0.17188954390319577
BN27 2,480.0,0.1736613603473227
BN27 3,917.0,0.15936739659367397
BN27 4,354.0,0.15252046531667385
BN3  1,1666.0,0.33200478278198486
BN3  2,1053.0,0.32162492364080636
BN3  3,1990.0,0.3239986974926734
BN3  4,976.0,0.23729637734014103
BN3  5,1757.0,0.2812099871959027
BN3  6,1192.0,0.20544639779386417
BN3  7,1121.0,0.2100037467216186
BN3  8,766.0,0.1808736717827627
BN41 1,934.0,0.27608631392255395
BN41 2,1629.0,0.21957137080469066
BN42 4,990.0,0.19171185127807902
BN43 5,1229.0,0.21149543968335915
BN43 6,1191.0,0.20369420215495126
BN44 3,870.0,0.16282987085906794
BN45 7,79.0,0.24233128834355827
BN5  9,616.0,0.16348195329087048
BN6  8,761.0,0.16601221640488656
BN6  9,951.0,0.21251396648044693
BN7  1,815.0,0.1845143762734888
BN7  2,948.0,0.22170252572497662
BN7  3,341.0,0.15875232774674117
BN8  4,570.0,0.1889920424403183
BN8  5,567.0,0.1771875
BN8  6,361.0,0.1706855791962175
BN9  0,370.0,0.18453865336658354
BN9  9,1004.0,0.2107915179508713
BR1  1,52.0,0.22413793103448276
BR1  2,1272.0,0.20476497102382485
BR1  3,1701.0,0.25914076782449724
BR1  4,1760.0,0.2320675105485232
BR1  5,2090.0,0.22861518267337563
BR2  0,1473.0,0.2407649558679307
BR2  6,198.0,0.16596814752724226
BR2  7,879.0,0.18822269807280514
BR2  8,1133.0,0.2018168863555397
BR2  9,1358.0,0.2431948424068768
BR3  1,1234.0,0.2643530419880034
BR3  3,1291.0,0.1896855715545107
BR3  4,1896.0,0.2836624775583483
BR3  5,901.0,0.2628354725787631
BR3  6,476.0,0.16284639069449197
BR4  0,851.0,0.18376160656445692
BR4  9,842.0,0.16151927872626126
