ward,30-34w,pop
S13002913,0.09912536443148688,14406
S13002914,0.09813384813384814,18648
S13002915,0.09934953362788414,16296
S13002916,0.09025337525429998,16221
S13002917,0.09822255137937419,21604
S13002918,0.09399299713519167,21991
S13002919,0.11823938840712003,35056
S13002920,0.0990400447357793,32189
S13002921,0.11808340880665891,23187
S13002922,0.13388934869803273,31414
S13002923,0.12733511246664125,34099
S13002924,0.10445513490901485,23905
S13002925,0.13186978649080014,33207
S13002926,0.09629394995248654,25256
S13002927,0.12302405498281786,23280
S13002928,0.10643143447103122,32932
S13002929,0.10855408737434406,31634
S13002930,0.17358716834057863,33355
S13002931,0.15740620817683373,23163
S13002932,0.13090056913290926,29870
S13002933,0.08671033640501832,36028
S13002934,0.11527168066982586,34397
S13002935,0.11908856405846947,30238
S13002936,0.10945177139901732,15468
S13002937,0.10039310553371636,16535
S13002938,0.1042340098563934,18871
S13002939,0.11164364251480124,21282
S13002940,0.1132596685082873,17014
S13002941,0.11134643114635905,22192
S13002942,0.09814339442421348,16751
S13002943,0.11224159160132201,15431
S13002944,0.10882672133124321,16586
S13002945,0.09034469378516459,15463
S13002946,0.10248538874785997,16939
S13002947,0.1097580953421067,18313
S13002948,0.13083713591197918,23449
S13002949,0.10447103274559194,15880
S13002950,0.09717514124293786,17700
S13002951,0.10504336652746547,21791
S13002952,0.09857885247640259,18858
S13002953,0.09273591310251188,14730
S13002954,0.10418731417244796,16144
S13002955,0.10217255500798222,14407
S13002956,0.10072182863253576,14962
S13002957,0.10689849978030255,15931
S13002958,0.09294017276314387,18754
S13002959,0.09577282994514359,15495
S13002960,0.08822435468273451,13443
S13002961,0.089881934746731,15754
S13002962,0.05232288933477389,19437
S13002963,0.08139345596614032,12286
S13002964,0.09176948962422883,14264
S13002965,0.08931262014859459,19247
S13002966,0.09001816880471288,18163
S13002967,0.11391286617277238,29426
S13002968,0.10632011646827096,23354
S13002969,0.11248732894069945,31568
S13002970,0.10567481546691948,29534
S13002971,0.11451206337774576,27770
S13002972,0.1270944741532977,28050
S13002973,0.14994431507542777,29631
S13002974,0.1255447345484861,26389
S13002975,0.1140027714874776,29587
S13002976,0.09177273565762774,32526
S13002977,0.09994729709381117,26564
S13002978,0.12971631869675124,21362
S13002979,0.1198162644756421,30914
S13002980,0.12331504436767594,29526
S13002981,0.1188963433598436,22507
S13002982,0.11348690687143138,25395
S13002983,0.11297252410008304,27697
S13002984,0.10747581968644157,28639
S13002985,0.10233352305065452,26355
S13002986,0.1004945329159294,22041
S13002987,0.12019576795739167,20841
S13002988,0.12381897203325774,21168
S13002989,0.11727863202545069,30176
S13002990,0.06839121190644933,5644
S13002991,0.09410715733160412,12337
S13002992,0.08555505347190842,13278
S13002993,0.07127484491707811,7899
S13002994,0.07927653820148749,11832
S13002995,0.0983698707138842,12453
S13002996,0.0937809576224546,9085
S13002997,0.0996111277295842,13372
S13002998,0.0843014882381181,10415
S13002999,0.08038615943414261,10462
S13003000,0.09417746035588911,8261
S13003001,0.08814187400741133,11334
S13003002,0.10572687224669604,9761
S13003003,0.10916565164433617,13136
S13003004,0.10986765278318412,10276
S13003005,0.10513695471732916,10843
S13003006,0.0959363618938087,10434
S13003007,0.08727954971857411,13325
S13003008,0.13353039455082893,15562
S13003009,0.09770198005492123,13838
S13003010,0.09309722341614372,11633
S13003011,0.09394681595521344,11432
S13003012,0.10084728249638356,9678
S13003013,0.09517819706498952,11925
S13003014,0.0887218045112782,13965
S13003015,0.0800876107037425,10501
S13003016,0.10017934921854983,11709
S13003017,0.09790575916230367,9550
S13003018,0.099352983465133,13910
S13003019,0.10847550908090259,18170
S13003020,0.1104413014916145,12939
S13003021,0.10050815020128027,15153
S13003022,0.10385973456714964,16426
S13003023,0.11043581381559443,13492
S13003024,0.08960069256573965,9241
S13003025,0.08804314010162813,9643
S13003026,0.09737438609746883,10588
S13003027,0.09251386321626617,10820
S13003028,0.08763269997971465,14789
S13003029,0.1153971089816469,12314
S13003030,0.1044714778891994,12166
S13003031,0.09248412355878907,16219
S13003032,0.09348311654184732,15222
S13003033,0.10288880094974277,12635
S13003034,0.10280697701282199,17314
S13003035,0.09867394695787832,12820
S13003036,0.0832182320441989,11584
S13003037,0.08682965299684542,12680
S13003038,0.09497585998793,13256
S13003039,0.06839843019996263,16053
S13003040,0.09991571527086048,13051
S13003041,0.09351230425055929,11175
S13003042,0.11027474595408356,13285
S13003043,0.10243179447768568,18217
S13003044,0.09613723312353449,16206
S13003045,0.09940992292870905,16608
S13003046,0.10754538415211219,11623
S13003047,0.12888822741479386,13438
S13003048,0.09862924281984334,15320
S13003049,0.11230186422091516,20062
S13003050,0.10687990343995173,16570
S13003051,0.11066344345957561,14892
S13003052,0.11320527488408502,16607
S13003053,0.11023582285512296,19803
S13003054,0.10295428498662931,15706
S13003055,0.10247197470537511,13916
S13003056,0.0995279307631786,15252
S13003057,0.11139858072146659,13528
S13003058,0.10609384952933683,14129
S13003059,0.11350206266027428,17938
S13003060,0.11181161763121027,18558
S13003061,0.10409921801065897,20077
S13003062,0.10529492455418381,18225
S13003063,0.1064773735581189,10143
S13003064,0.08764117457244272,15495
S13003065,0.08561581715944132,11026
S13003066,0.08537498662672516,9347
S13003067,0.09195584848725483,12593
S13003068,0.07857013246234804,11022
S13003069,0.0896176780077166,11404
S13003070,0.08178812706626419,13914
S13003071,0.09289915051187105,9182
S13003072,0.09590650507049221,16172
S13003073,0.11489497135582431,12568
S13003074,0.09668750685532522,18234
S13003075,0.11949265687583445,16478
S13003076,0.10395161290322581,12400
S13003077,0.09541213063763608,12860
S13003078,0.1166159899839027,16773
S13003079,0.10944061817570973,11906
S13003080,0.09460390355912744,13065
S13003081,0.0947473795783771,16982
S13003082,0.10059934265644133,15517
S13003083,0.09109620875107895,15061
S13003084,0.0993739328400683,17570
S13003085,0.08403026682596575,10044
S13003086,0.09695168922636734,18174
S13003087,0.08454237288135594,14750
S13003088,0.08655566258428513,14534
S13003089,0.10283893395133256,17260
S13003090,0.09299103504482478,12270
S13003091,0.0718762814129225,17071
S13003092,0.09991235758106924,13692
S13003093,0.09355561084846976,12057
S13003094,0.0779467680608365,11046
S13003095,0.10143550770529872,18948
S13003096,0.08993932928861924,14999
S13003097,0.09164813252550043,13039
S13003098,0.095456411660052,14614
S13003099,0.09163419386264005,16424
S13003100,0.11088082901554404,16405
S13003101,0.09498405690458671,16308
S13003102,0.09194257251684734,17065
S13003103,0.08715394756115424,13654
S13003104,0.09537023513947715,13694
S13003105,0.10934119960668633,15255
S13003106,0.10413403255465505,14683
S13003107,0.10494471103692886,14379
S13003108,0.13743781094527363,16080
S13003109,0.10180786080088851,16207
S13003110,0.10057116393948749,12956
S13003111,0.11391987327569138,15151
S13003112,0.11637464849664719,18492
S13003113,0.1049515106303618,21448
S13003114,0.09412597310686482,18369
S13003115,0.09052049283379432,11931
S13003116,0.08208323717209016,12999
S13003117,0.08157186229019878,17457
S13003118,0.09600147411092684,16281
S13003119,0.09730456090427635,12651
S13003120,0.10296606395297052,11227
S13003121,0.10485419940632093,11454
S13003122,0.09511590868872766,11302
S13003123,0.10523573847356082,19195
S13003124,0.09797478941394348,16739
S13003125,0.10253750398978614,12532
S13003126,0.0989661270575432,14702
S13003127,0.10039630118890357,15140
