ward,30-45w,pop
E05000904,0.10627599478552362,16109
E05000905,0.08920262267343486,18912
E05000906,0.10020834391991464,19679
E05000907,0.1011572498298162,22035
E05000908,0.13151962689467547,12865
E05000909,0.11311102690413036,21112
E05000910,0.10499941044688127,16962
E05000911,0.105227593832545,16279
E05000912,0.10357023690357024,14985
E05000913,0.08864663271892706,13943
E05000914,0.07862197682556964,12859
E05000915,0.11291486291486291,16632
E05000916,0.0846917744050965,10674
E05000917,0.09223018794807208,10322
E05000918,0.1065173116089613,9820
E05000919,0.11015761821366024,11420
E05000920,0.08472990216928966,11755
E05000921,0.10093409444732745,11562
E05000922,0.0905608755129959,10965
E05000923,0.11331975560081467,12275
