,pc_sector,EUpop
2643,HP7  9,300
2644,HP8  4,220
2645,HP9  1,413
2646,HP9  2,383
2647,HR1  1,464
2648,HR1  2,394
2649,HR1  3,334
2650,HR1  4,171
2651,HR2  0,91
2652,HR2  6,431
2653,HR2  7,919
2654,HR2  8,208
2655,HR2  9,107
2656,HR3  5,76
2657,HR3  6,59
2658,HR4  0,597
2659,HR4  7,156
2660,HR4  8,148
2661,HR4  9,727
2662,HR5  3,99
2663,HR6  0,129
2664,HR6  8,492
2665,HR6  9,122
2666,HR7  4,202
2667,HR8  1,148
2668,HR8  2,404
2669,HR9  5,214
2670,HR9  6,92
2671,HR9  7,362
2672,HU1  1,71
2673,HU1  2,240
2674,HU1  3,28
2675,HU10 6,130
2676,HU10 7,109
2677,HU11 4,59
2678,HU11 5,36
2679,HU12 0,60
2680,HU12 8,129
2681,HU12 9,82
2682,HU13 0,132
2683,HU13 9,108
2684,HU14 3,125
2685,HU15 1,187
2686,HU15 2,117
2687,HU16 4,118
2688,HU16 5,161
2689,HU17 0,215
2690,HU17 5,29
2691,HU17 7,182
2692,HU17 8,189
2693,HU17 9,168
2694,HU18 1,118
2695,HU19 2,86
2696,HU2  0,53
2697,HU2  8,167
2698,HU2  9,125
2699,HU20 3,14
2700,HU3  1,1024
2701,HU3  2,583
2702,HU3  3,723
2703,HU3  5,218
2704,HU3  6,659
2705,HU4  6,272
2706,HU4  7,138
2707,HU5  1,1213
2708,HU5  2,1186
2709,HU5  3,723
2710,HU5  4,101
2711,HU5  5,203
2712,HU6  0,5
2713,HU6  7,572
2714,HU6  8,412
2715,HU6  9,356
2716,HU7  0,26
2717,HU7  3,126
2718,HU7  4,319
2719,HU7  5,106
2720,HU7  6,55
2721,HU8  0,79
2722,HU8  7,86
2723,HU8  8,191
2724,HU8  9,156
2725,HU9  1,229
2726,HU9  2,261
2727,HU9  3,252
2728,HU9  4,232
2729,HU9  5,233
2730,HX1  1,43
2731,HX1  2,201
2732,HX1  3,295
2733,HX1  4,522
2734,HX1  5,284
2735,HX2  0,353
2736,HX2  6,77
2737,HX2  7,100
2738,HX2  8,200
2739,HX2  9,126
2740,HX3  0,113
2741,HX3  5,259
2742,HX3  6,241
2743,HX3  7,119
2744,HX3  8,102
2745,HX3  9,140
2746,HX4  0,20
2747,HX4  8,69
2748,HX4  9,34
2749,HX5  0,85
2750,HX5  9,86
2751,HX6  1,53
2752,HX6  2,94
2753,HX6  3,37
2754,HX6  4,69
2755,HX7  5,40
2756,HX7  6,34
2757,HX7  7,32
2758,HX7  8,72
2759,IG1  1,859
2760,IG1  2,1513
2761,IG1  3,1213
2762,IG1  4,820
2763,IG10 1,210
2764,IG10 2,353
2765,IG10 3,411
2766,IG10 4,132
2767,IG11 0,836
2768,IG11 7,2365
2769,IG11 8,982
2770,IG11 9,1622
2771,IG2  6,974
2772,IG2  7,1106
2773,IG3  8,1262
2774,IG3  9,1077
2775,IG4  5,446
2776,IG5  0,852
2777,IG6  1,593
2778,IG6  2,842
2779,IG6  3,508
2780,IG7  4,549
2781,IG7  5,437
2782,IG7  6,185
2783,IG8  0,431
2784,IG8  7,850
2785,IG8  8,436
2786,IG8  9,473
2787,IG9  5,263
2788,IG9  6,208
2789,IP1  1,89
2790,IP1  2,1132
2791,IP1  3,291
2792,IP1  4,593
2793,IP1  5,403
2794,IP1  6,241
2795,IP10 0,51
2796,IP11 0,124
2797,IP11 2,344
2798,IP11 7,185
2799,IP11 9,173
2800,IP12 1,136
2801,IP12 2,112
2802,IP12 3,147
2803,IP12 4,138
2804,IP13 0,67
2805,IP13 6,77
2806,IP13 7,60
2807,IP13 8,29
2808,IP13 9,94
2809,IP14 1,248
2810,IP14 2,124
2811,IP14 3,77
2812,IP14 4,75
2813,IP14 5,202
2814,IP14 6,45
2815,IP15 5,66
2816,IP16 4,133
2817,IP17 1,150
2818,IP17 2,34
2819,IP17 3,22
2820,IP18 6,79
2821,IP19 0,33
2822,IP19 8,58
2823,IP19 9,30
2824,IP2  0,373
2825,IP2  8,679
2826,IP2  9,484
2827,IP20 0,15
2828,IP20 9,84
2829,IP21 4,76
2830,IP21 5,55
2831,IP22 1,94
2832,IP22 2,70
2833,IP22 4,379
2834,IP22 5,42
2835,IP23 7,59
2836,IP23 8,37
2837,IP24 1,1333
2838,IP24 2,1315
2839,IP24 3,932
2840,IP25 6,727
2841,IP25 7,95
2842,IP26 4,106
2843,IP26 5,61
2844,IP27 0,779
2845,IP27 9,202
2846,IP28 6,135
2847,IP28 7,354
2848,IP28 8,319
2849,IP29 4,75
2850,IP29 5,86
2851,IP3  0,493
2852,IP3  8,564
2853,IP3  9,483
2854,IP30 0,55
2855,IP30 9,150
2856,IP31 1,164
2857,IP31 2,162
2858,IP31 3,107
2859,IP32 6,423
2860,IP32 7,380
2861,IP33 1,313
2862,IP33 2,278
2863,IP33 3,434
2864,IP4  1,306
2865,IP4  2,597
2866,IP4  3,106
2867,IP4  4,289
2868,IP4  5,346
2869,IP5  1,79
2870,IP5  2,246
2871,IP5  3,72
2872,IP6  0,75
2873,IP6  8,111
2874,IP6  9,62
2875,IP7  5,116
2876,IP7  6,127
2877,IP7  7,174
2878,IP8  3,125
2879,IP8  4,58
2880,IP9  1,76
2881,IP9  2,128
2882,KT1  1,181
2883,KT1  2,854
2884,KT1  3,1176
2885,KT1  4,257
2886,KT10 0,366
2887,KT10 8,341
2888,KT10 9,316
2889,KT11 1,142
2890,KT11 2,648
2891,KT11 3,159
2892,KT12 1,340
2893,KT12 2,644
2894,KT12 3,401
2895,KT12 4,262
2896,KT12 5,372
2897,KT13 0,498
2898,KT13 8,415
2899,KT13 9,469
2900,KT14 6,323
2901,KT14 7,334
2902,KT15 1,417
2903,KT15 2,390
2904,KT15 3,321
2905,KT16 0,259
2906,KT16 8,240
2907,KT16 9,335
2908,KT17 1,240
2909,KT17 2,244
2910,KT17 3,120
2911,KT17 4,304
2912,KT18 5,291
2913,KT18 6,63
2914,KT18 7,309
2915,KT19 0,271
2916,KT19 7,82
2917,KT19 8,499
2918,KT19 9,724
2919,KT2  5,1376
2920,KT2  6,670
2921,KT2  7,977
2922,KT20 5,273
2923,KT20 6,173
2924,KT20 7,103
2925,KT21 1,144
2926,KT21 2,210
2927,KT22 0,225
2928,KT22 7,340
2929,KT22 8,248
2930,KT22 9,253
2931,KT23 3,125
2932,KT23 4,150
2933,KT24 5,152
2934,KT24 6,173
2935,KT3  3,1030
2936,KT3  4,313
2937,KT3  5,631
2938,KT3  6,790
2939,KT4  7,412
2940,KT4  8,864
2941,KT5  8,942
2942,KT5  9,618
2943,KT6  4,657
2944,KT6  5,545
2945,KT6  6,613
2946,KT6  7,723
2947,KT7  0,424
2948,KT8  0,161
2949,KT8  1,311
2950,KT8  2,340
2951,KT8  9,275
2952,KT9  1,468
2953,KT9  2,533
2954,L1   0,10
2955,L1   1,38
2956,L1   2,10
2957,L1   3,28
2958,L1   4,98
2959,L1   5,175
2960,L1   6,71
2961,L1   7,29
2962,L1   8,92
2963,L1   9,28
2964,L10  0,3
2965,L10  1,9
2966,L10  2,4
2967,L10  3,9
2968,L10  4,30
2969,L10  6,6
2970,L10  7,27
2971,L10  8,14
2972,L10  9,5
2973,L11  0,14
2974,L11  1,20
2975,L11  2,135
2976,L11  3,115
2977,L11  4,69
2978,L11  5,15
2979,L11  6,18
2980,L11  7,33
2981,L11  8,14
2982,L11  9,56
2983,L12  0,115
2984,L12  1,6
2985,L12  2,8
2986,L12  3,10
2987,L12  4,51
2988,L12  5,35
2989,L12  6,27
2990,L12  7,12
2991,L12  8,22
2992,L12  9,45
2993,L13  0,14
2994,L13  1,32
2995,L13  2,60
2996,L13  3,39
2997,L13  4,14
2998,L13  5,41
2999,L13  6,44
3000,L13  7,109
3001,L13  8,71
3002,L13  9,45
3003,L14  0,63
3004,L14  1,17
3005,L14  2,40
3006,L14  3,13
3007,L14  4,24
3008,L14  5,7
3009,L14  6,11
3010,L14  7,16
3011,L14  8,64
3012,L14  9,53
3013,L15  0,150
3014,L15  1,132
3015,L15  2,144
3016,L15  3,113
3017,L15  4,112
3018,L15  5,59
3019,L15  6,29
3020,L15  7,23
3021,L15  8,91
3022,L15  9,32
3023,L16  0,7
3024,L16  1,7
3025,L16  2,16
3026,L16  3,26
3027,L16  4,4
3028,L16  5,10
3029,L16  6,7
3030,L16  7,30
3031,L16  8,10
3032,L16  9,12
3033,L17  0,68
3034,L17  1,36
3035,L17  2,82
3036,L17  3,114
3037,L17  4,61
3038,L17  5,32
3039,L17  6,40
3040,L17  7,140
3041,L17  8,121
3042,L17  9,60
3043,L18  0,22
3044,L18  1,131
3045,L18  2,39
3046,L18  3,39
3047,L18  4,19
3048,L18  5,42
3049,L18  6,29
3050,L18  7,29
3051,L18  8,106
3052,L18  9,66
3053,L19  0,62
3054,L19  1,60
3055,L19  2,124
3056,L19  3,46
3057,L19  4,40
3058,L19  5,30
3059,L19  6,33
3060,L19  7,9
3061,L19  8,86
3062,L19  9,58
3063,L2   0,19
3064,L2   2,28
3065,L2   5,23
3066,L20  0,32
3067,L20  2,51
3068,L20  3,37
3069,L20  4,132
3070,L20  5,30
3071,L20  6,40
3072,L20  7,54
3073,L20  8,9
3074,L20  9,57
3075,L21  0,32
3076,L21  1,46
3077,L21  2,10
3078,L21  3,14
3079,L21  4,24
3080,L21  5,9
3081,L21  6,16
3082,L21  7,47
3083,L21  8,52
3084,L21  9,23
3085,L22  0,25
3086,L22  1,24
3087,L22  2,16
3088,L22  3,29
3089,L22  4,37
3090,L22  5,24
3091,L22  6,12
3092,L22  7,14
3093,L22  8,26
3094,L22  9,21
3095,L23  0,42
3096,L23  1,14
3097,L23  2,25
3098,L23  3,29
3099,L23  4,10
3100,L23  5,11
3101,L23  6,66
3102,L23  7,32
3103,L23  8,42
3104,L23  9,41
3105,L24  0,46
3106,L24  1,13
3107,L24  2,102
3108,L24  3,37
3109,L24  4,6
3110,L24  5,2
3111,L24  6,34
3112,L24  7,131
3113,L24  9,128
3114,L25  0,43
3115,L25  1,20
3116,L25  2,21
3117,L25  3,25
3118,L25  4,25
3119,L25  5,52
3120,L25  6,16
3121,L25  7,71
3122,L25  8,36
3123,L25  9,30
3124,L26  0,17
3125,L26  1,57
3126,L26  3,0
3127,L26  6,19
3128,L26  7,30
3129,L26  9,44
3130,L27  0,11
3131,L27  1,10
3132,L27  4,1
3133,L27  5,7
3134,L27  6,7
3135,L27  7,14
3136,L27  8,5
3137,L28  0,5
3138,L28  1,2
3139,L28  3,3
3140,L28  4,10
3141,L28  5,6
3142,L28  6,1
3143,L28  7,2
3144,L28  8,6
3145,L29  7,2
3146,L3   0,12
3147,L3   1,69
3148,L3   2,149
3149,L3   3,15
3150,L3   4,129
3151,L3   5,208
3152,L3   6,170
3153,L3   8,130
3154,L3   9,134
3155,L30  0,9
3156,L30  1,29
3157,L30  2,25
3158,L30  3,8
3159,L30  5,17
3160,L30  6,4
3161,L30  7,10
3162,L30  8,3
3163,L30  9,3
3164,L31  0,17
3165,L31  1,26
3166,L31  2,17
3167,L31  3,5
3168,L31  4,14
3169,L31  5,30
3170,L31  6,25
3171,L31  7,15
3172,L31  8,9
3173,L31  9,32
3174,L32  0,11
3175,L32  1,18
3176,L32  2,7
3177,L32  3,4
3178,L32  4,19
3179,L32  5,8
3180,L32  6,21
3181,L32  7,9
3182,L32  8,5
3183,L32  9,21
3184,L33  0,7
3185,L33  1,41
3186,L33  2,5
3187,L33  4,35
3188,L33  5,27
3189,L33  6,4
3190,L33  7,0
3191,L33  8,28
3192,L33  9,10
3193,L34  0,26
3194,L34  1,14
3195,L34  2,24
3196,L34  3,3
3197,L34  4,8
3198,L34  5,13
3199,L34  6,15
3200,L35  0,15
3201,L35  1,8
3202,L35  2,5
3203,L35  3,44
3204,L35  4,15
3205,L35  5,38
3206,L35  6,14
3207,L35  7,23
3208,L35  8,19
3209,L35  9,10
3210,L36  0,25
3211,L36  1,20
3212,L36  2,35
3213,L36  3,27
3214,L36  4,33
3215,L36  5,30
3216,L36  6,14
3217,L36  7,22
3218,L36  8,41
3219,L36  9,11
3220,L37  1,23
3221,L37  2,61
3222,L37  3,55
3223,L37  4,25
3224,L37  5,1
3225,L37  6,40
3226,L37  7,63
3227,L37  8,17
3228,L38  0,2
3229,L38  1,4
3230,L38  3,2
3231,L38  6,1
3232,L38  9,13
3233,L39  0,6
3234,L39  1,92
3235,L39  2,41
3236,L39  3,42
3237,L39  4,65
3238,L39  5,38
3239,L39  6,6
3240,L39  7,14
3241,L39  8,13
3242,L4   0,52
3243,L4   1,46
3244,L4   2,79
3245,L4   3,80
3246,L4   4,103
3247,L4   5,83
3248,L4   6,23
3249,L4   7,20
3250,L4   8,14
3251,L4   9,61
3252,L40  0,4
3253,L40  1,10
3254,L40  2,4
3255,L40  3,10
3256,L40  4,20
3257,L40  5,31
3258,L40  6,11
3259,L40  7,63
3260,L40  8,7
3261,L40  9,6
3262,L5   0,16
3263,L5   1,6
3264,L5   2,26
3265,L5   3,76
3266,L5   4,15
3267,L5   5,36
3268,L5   6,69
3269,L5   7,47
3270,L5   8,20
3271,L5   9,26
3272,L6   0,65
3273,L6   1,113
3274,L6   2,63
3275,L6   3,162
3276,L6   4,160
3277,L6   5,79
3278,L6   6,256
3279,L6   7,72
3280,L6   8,109
3281,L6   9,48
3282,L7   0,305
3283,L7   1,31
3284,L7   2,133
3285,L7   3,127
3286,L7   4,46
3287,L7   5,18
3288,L7   6,153
3289,L7   7,127
3290,L7   8,160
3291,L7   9,5
3292,L8   0,454
3293,L8   1,56
3294,L8   2,68
3295,L8   3,117
3296,L8   4,91
3297,L8   5,35
3298,L8   6,57
3299,L8   7,218
3300,L8   8,117
3301,L8   9,80
3302,L9   0,41
3303,L9   1,155
3304,L9   2,43
3305,L9   3,29
3306,L9   4,12
3307,L9   6,57
3308,L9   7,22
3309,L9   8,42
3310,L9   9,55
3311,LA1  1,390
3312,LA1  2,293
3313,LA1  3,468
3314,LA1  4,799
3315,LA1  5,300
3316,LA10 5,69
3317,LA11 6,84
3318,LA11 7,93
3319,LA12 0,59
3320,LA12 7,65
3321,LA12 8,34
3322,LA12 9,110
3323,LA13 0,70
3324,LA13 9,93
3325,LA14 1,57
3326,LA14 2,135
3327,LA14 3,70
3328,LA14 4,61
3329,LA14 5,112
3330,LA15 8,62
3331,LA16 7,30
3332,LA17 7,18
3333,LA18 4,74
3334,LA18 5,35
3335,LA19 5,8
3336,LA2  0,298
3337,LA2  6,51
3338,LA2  7,40
3339,LA2  8,43
3340,LA2  9,72
3341,LA20 6,12
3342,LA21 8,24
3343,LA22 0,76
3344,LA22 9,134
3345,LA23 1,210
3346,LA23 2,178
3347,LA23 3,197
3348,LA3  1,488
3349,LA3  2,215
3350,LA3  3,121
3351,LA4  4,404
3352,LA4  5,372
3353,LA4  6,107
3354,LA5  0,38
3355,LA5  8,23
3356,LA5  9,108
3357,LA6  1,66
3358,LA6  2,84
3359,LA6  3,29
3360,LA7  7,90
3361,LA8  0,37
3362,LA8  8,35
3363,LA8  9,59
3364,LA9  4,193
3365,LA9  5,159
3366,LA9  6,110
3367,LA9  7,158
3368,LE1  1,221
3369,LE1  2,331
3370,LE1  3,85
3371,LE1  4,44
3372,LE1  5,143
3373,LE1  6,402
3374,LE1  7,81
3375,LE10 0,399
3376,LE10 1,208
3377,LE10 2,191
3378,LE10 3,21
3379,LE11 1,620
3380,LE11 2,530
3381,LE11 3,690
3382,LE11 4,335
3383,LE11 5,506
3384,LE12 5,143
3385,LE12 6,148
3386,LE12 7,232
3387,LE12 8,218
3388,LE12 9,211
3389,LE13 0,607
3390,LE13 1,421
3391,LE14 2,72
3392,LE14 3,104
3393,LE14 4,90
3394,LE15 6,333
3395,LE15 7,173
3396,LE15 8,190
3397,LE15 9,140
3398,LE16 7,306
3399,LE16 8,192
3400,LE16 9,315
3401,LE17 4,170
3402,LE17 5,64
3403,LE17 6,87
3404,LE18 1,170
3405,LE18 2,145
3406,LE18 3,121
3407,LE18 4,154
3408,LE19 2,72
3409,LE19 3,47
3410,LE19 4,52
3411,LE2  0,552
3412,LE2  1,957
3413,LE2  2,339
3414,LE2  3,562
3415,LE2  4,202
3416,LE2  5,207
3417,LE2  6,573
3418,LE2  7,818
3419,LE2  8,384
3420,LE2  9,384
3421,LE3  0,1447
3422,LE3  1,918
3423,LE3  2,811
3424,LE3  3,383
3425,LE3  5,1101
3426,LE3  6,707
3427,LE3  8,168
3428,LE3  9,968
3429,LE4  0,979
3430,LE4  1,217
3431,LE4  2,498
3432,LE4  3,64
3433,LE4  4,99
3434,LE4  5,311
3435,LE4  6,496
3436,LE4  7,444
3437,LE4  8,171
3438,LE4  9,395
3439,LE5  0,428
3440,LE5  1,566
3441,LE5  2,266
3442,LE5  3,288
3443,LE5  4,556
3444,LE5  5,770
3445,LE5  6,241
3446,LE6  0,125
3447,LE65 1,88
3448,LE65 2,109
3449,LE67 1,46
3450,LE67 2,85
3451,LE67 3,213
3452,LE67 4,215
3453,LE67 5,103
3454,LE67 6,60
3455,LE67 8,53
3456,LE67 9,77
3457,LE7  1,71
3458,LE7  2,84
3459,LE7  3,45
3460,LE7  4,71
3461,LE7  7,154
3462,LE7  9,132
3463,LE8  0,88
3464,LE8  4,85
3465,LE8  5,61
3466,LE8  6,88
3467,LE8  8,76
3468,LE8  9,50
3469,LE9  1,31
3470,LE9  2,66
3471,LE9  3,26
3472,LE9  4,68
3473,LE9  6,83
3474,LE9  7,196
3475,LE9  8,129
3476,LE9  9,72
3477,LN1  1,454
3478,LN1  2,217
3479,LN1  3,297
3480,LN10 5,5
3481,LN10 6,113
3482,LN11 0,146
3483,LN11 7,63
3484,LN11 8,114
3485,LN11 9,74
3486,LN12 1,49
3487,LN12 2,73
3488,LN13 0,25
3489,LN13 9,55
3490,LN2  1,80
3491,LN2  2,183
3492,LN2  3,116
3493,LN2  4,693
3494,LN2  5,812
3495,LN3  4,126
3496,LN3  5,41
3497,LN4  1,208
3498,LN4  2,295
3499,LN4  3,159
3500,LN4  4,287
3501,LN5  0,112
3502,LN5  7,879
3503,LN5  8,752
3504,LN5  9,288
3505,LN6  0,541
3506,LN6  3,106
3507,LN6  4,4
3508,LN6  5,51
3509,LN6  7,528
3510,LN6  8,248
3511,LN6  9,305
3512,LN7  6,63
3513,LN8  2,48
3514,LN8  3,178
3515,LN8  5,48
3516,LN8  6,48
3517,LN9  5,74
3518,LN9  6,75
3519,LS1  2,5
3520,LS1  3,40
3521,LS1  4,214
3522,LS1  5,15
3523,LS1  6,29
3524,LS10 1,334
3525,LS10 2,82
3526,LS10 3,383
3527,LS10 4,492
3528,LS11 0,241
3529,LS11 5,361
3530,LS11 6,490
3531,LS11 7,720
3532,LS11 8,380
3533,LS11 9,194
3534,LS12 1,432
3535,LS12 2,467
3536,LS12 3,499
3537,LS12 4,245
3538,LS12 5,177
3539,LS12 6,29
3540,LS13 1,106
3541,LS13 2,280
3542,LS13 3,185
3543,LS13 4,223
3544,LS14 1,138
3545,LS14 2,61
3546,LS14 3,55
3547,LS14 5,101
3548,LS14 6,266
3549,LS15 0,178
3550,LS15 4,53
3551,LS15 7,150
3552,LS15 8,160
3553,LS15 9,36
3554,LS16 5,216
3555,LS16 6,223
3556,LS16 7,163
3557,LS16 8,85
3558,LS16 9,52
3559,LS17 0,17
3560,LS17 5,220
3561,LS17 6,365
3562,LS17 7,273
3563,LS17 8,258
3564,LS17 9,105
3565,LS18 4,179
3566,LS18 5,139
3567,LS19 6,71
3568,LS19 7,175
3569,LS2  7,261
3570,LS2  8,359
3571,LS2  9,293
3572,LS20 8,81
3573,LS20 9,80
3574,LS21 1,103
3575,LS21 2,99
3576,LS21 3,82
3577,LS22 4,22
3578,LS22 5,65
3579,LS22 6,114
3580,LS22 7,64
3581,LS23 6,79
3582,LS23 7,16
3583,LS24 8,45
3584,LS24 9,97
3585,LS25 1,85
3586,LS25 2,55
3587,LS25 3,13
3588,LS25 4,15
3589,LS25 5,55
3590,LS25 6,107
3591,LS25 7,92
3592,LS26 0,186
3593,LS26 8,144
3594,LS26 9,43
3595,LS27 0,119
3596,LS27 7,141
3597,LS27 8,207
3598,LS27 9,140
3599,LS28 5,128
3600,LS28 6,72
3601,LS28 7,134
3602,LS28 8,95
3603,LS28 9,95
3604,LS29 0,67
3605,LS29 6,71
3606,LS29 7,107
3607,LS29 8,206
3608,LS29 9,103
3609,LS3  1,168
3610,LS4  2,380
3611,LS5  3,306
3612,LS6  1,615
3613,LS6  2,551
3614,LS6  3,330
3615,LS6  4,288
3616,LS7  1,255
3617,LS7  2,284
3618,LS7  3,415
3619,LS7  4,345
3620,LS8  1,249
3621,LS8  2,455
3622,LS8  3,634
3623,LS8  4,252
3624,LS8  5,559
3625,LS9  0,225
3626,LS9  6,719
3627,LS9  7,371
3628,LS9  8,296
3629,LS9  9,197
3630,LU1  1,2021
3631,LU1  2,273
3632,LU1  3,1409
3633,LU1  4,97
3634,LU1  5,1433
3635,LU2  0,1092
3636,LU2  7,1740
3637,LU2  8,464
3638,LU2  9,627
3639,LU3  1,1474
3640,LU3  2,554
3641,LU3  3,800
3642,LU3  4,177
3643,LU4  0,778
3644,LU4  8,1020
3645,LU4  9,1105
3646,LU5  4,494
3647,LU5  5,619
3648,LU5  6,119
3649,LU6  1,360
3650,LU6  2,178
3651,LU6  3,351
3652,LU7  0,159
3653,LU7  1,182
3654,LU7  2,330
3655,LU7  3,442
3656,LU7  4,221
3657,LU7  9,158
3658,M1   1,58
3659,M1   2,536
3660,M1   3,98
3661,M1   4,29
3662,M1   5,403
3663,M1   6,82
3664,M1   7,275
3665,M11  1,284
3666,M11  2,182
3667,M11  3,115
3668,M11  4,431
3669,M12  4,251
3670,M12  5,410
3671,M12  6,14
3672,M13  0,752
3673,M13  9,490
3674,M14  4,560
3675,M14  5,801
3676,M14  6,948
3677,M14  7,544
3678,M15  4,653
3679,M15  5,601
3680,M15  6,634
3681,M16  0,369
3682,M16  7,360
3683,M16  8,881
3684,M16  9,488
3685,M18  7,650
3686,M18  8,569
3687,M19  1,327
3688,M19  2,513
3689,M19  3,506
3690,M20  1,347
3691,M20  2,540
3692,M20  3,300
3693,M20  4,416
3694,M20  5,125
3695,M20  6,321
3696,M21  0,218
3697,M21  7,282
3698,M21  8,173
3699,M21  9,348
3700,M22  0,66
3701,M22  1,532
3702,M22  4,383
3703,M22  5,183
3704,M22  8,338
3705,M22  9,484
3706,M23  0,326
3707,M23  1,309
3708,M23  2,167
3709,M23  9,277
3710,M24  1,185
3711,M24  2,183
3712,M24  4,292
3713,M24  5,140
3714,M24  6,192
3715,M25  0,474
3716,M25  1,263
3717,M25  2,91
3718,M25  3,99
3719,M25  9,324
3720,M26  1,166
3721,M26  2,179
3722,M26  3,110
3723,M26  4,95
3724,M27  0,92
3725,M27  4,93
3726,M27  5,153
3727,M27  6,110
3728,M27  8,306
3729,M27  9,115
3730,M28  0,147
3731,M28  1,104
3732,M28  2,84
3733,M28  3,198
3734,M28  7,87
3735,M29  7,124
3736,M29  8,113
3737,M3   1,59
3738,M3   2,16
3739,M3   3,35
3740,M3   4,190
3741,M3   5,129
3742,M3   6,437
3743,M3   7,341
3744,M30  0,475
3745,M30  7,329
3746,M30  8,301
3747,M30  9,199
3748,M31  4,185
3749,M32  0,422
3750,M32  8,275
3751,M32  9,292
3752,M33  2,284
3753,M33  3,319
3754,M33  4,318
3755,M33  5,176
3756,M33  6,144
3757,M33  7,190
3758,M34  2,101
3759,M34  3,112
3760,M34  5,142
3761,M34  6,81
3762,M34  7,103
3763,M35  0,153
3764,M35  9,76
3765,M38  0,102
3766,M38  9,221
3767,M4   1,160
3768,M4   4,354
3769,M4   5,95
3770,M4   6,64
3771,M4   7,170
3772,M40  0,92
3773,M40  1,132
3774,M40  2,155
3775,M40  3,91
3776,M40  5,66
3777,M40  7,175
3778,M40  8,237
3779,M40  9,169
3780,M41  0,86
3781,M41  5,92
3782,M41  6,69
3783,M41  7,54
3784,M41  8,68
3785,M41  9,122
3786,M43  6,94
3787,M43  7,119
3788,M44  5,90
3789,M44  6,228
3790,M45  6,193
3791,M45  7,228
3792,M45  8,144
3793,M46  0,111
3794,M46  9,129
3795,M5   3,376
3796,M5   4,548
3797,M5   5,284
3798,M50  1,180
3799,M50  2,26
3800,M50  3,205
3801,M6   5,460
3802,M6   6,377
3803,M6   7,250
3804,M6   8,239
3805,M60  7,44
3806,M60  9,39
3807,M7   1,197
3808,M7   2,546
3809,M7   3,355
3810,M7   4,1424
3811,M8   0,552
3812,M8   4,483
3813,M8   5,525
3814,M8   8,431
3815,M8   9,211
3816,M9   0,82
3817,M9   4,533
3818,M9   5,252
3819,M9   6,323
3820,M9   7,163
3821,M9   8,424
3822,ME1  1,381
3823,ME1  2,433
3824,ME1  3,282
3825,ME10 1,309
3826,ME10 2,488
3827,ME10 3,411
3828,ME10 4,259
3829,ME10 5,94
3830,ME11 5,55
3831,ME12 1,167
3832,ME12 2,371
3833,ME12 3,160
3834,ME12 4,136
3835,ME13 0,87
3836,ME13 7,201
3837,ME13 8,339
3838,ME13 9,198
3839,ME14 1,273
3840,ME14 2,595
3841,ME14 3,77
3842,ME14 4,103
3843,ME14 5,360
3844,ME15 0,64
3845,ME15 6,747
3846,ME15 7,561
3847,ME15 8,279
3848,ME15 9,332
3849,ME16 0,432
3850,ME16 8,866
3851,ME16 9,129
3852,ME17 1,86
3853,ME17 2,84
3854,ME17 3,145
3855,ME17 4,226
3856,ME18 5,107
3857,ME18 6,28
3858,ME19 4,202
3859,ME19 5,103
3860,ME19 6,153
3861,ME2  1,71
3862,ME2  2,369
3863,ME2  3,331
3864,ME2  4,159
3865,ME20 6,217
3866,ME20 7,144
3867,ME3  0,33
3868,ME3  7,103
3869,ME3  8,145
3870,ME3  9,173
3871,ME4  3,160
3872,ME4  4,322
3873,ME4  5,1665
3874,ME4  6,596
3875,ME5  0,245
3876,ME5  7,578
3877,ME5  8,254
3878,ME5  9,236
3879,ME6  5,240
3880,ME7  1,672
3881,ME7  2,453
3882,ME7  3,152
3883,ME7  4,576
3884,ME7  5,612
3885,ME8  0,167
3886,ME8  6,223
3887,ME8  7,164
3888,ME8  8,174
3889,ME8  9,210
3890,ME9  0,61
3891,ME9  7,103
3892,ME9  8,123
3893,ME9  9,75
3894,MK1  1,41
3895,MK10 7,131
3896,MK10 9,849
3897,MK11 1,150
3898,MK11 2,56
3899,MK12 5,322
3900,MK12 6,204
3901,MK13 0,195
3902,MK13 7,386
3903,MK13 8,326
3904,MK13 9,95
3905,MK14 5,216
3906,MK14 6,354
3907,MK14 7,645
3908,MK15 0,75
3909,MK15 8,91
3910,MK15 9,204
3911,MK16 0,174
3912,MK16 8,217
3913,MK16 9,139
3914,MK17 0,108
3915,MK17 8,177
3916,MK17 9,113
3917,MK18 1,387
3918,MK18 2,102
3919,MK18 3,89
3920,MK18 4,66
3921,MK18 5,97
3922,MK18 7,106
3923,MK19 6,151
3924,MK19 7,93
3925,MK2  2,466
3926,MK2  3,266
3927,MK3  5,260
3928,MK3  6,263
3929,MK3  7,294
3930,MK4  1,262
3931,MK4  2,289
3932,MK4  3,116
3933,MK4  4,331
3934,MK40 1,673
3935,MK40 2,888
3936,MK40 3,693
3937,MK40 4,1250
3938,MK41 0,551
3939,MK41 6,190
3940,MK41 7,768
3941,MK41 8,333
3942,MK41 9,553
3943,MK42 0,1249
3944,MK42 6,38
3945,MK42 7,454
3946,MK42 8,598
3947,MK42 9,1685
3948,MK43 0,600
3949,MK43 7,176
3950,MK43 8,148
3951,MK43 9,116
3952,MK44 1,104
3953,MK44 2,55
3954,MK44 3,123
3955,MK45 1,258
3956,MK45 2,218
3957,MK45 3,129
3958,MK45 4,123
