posstcode sector,All residents,WhiteTot,White%,MixedTot,Mixed%,Asian/Asian British,Asian/Asian British%,Black/African/Carribean/Black British,Black/African/Carribean/Black British%
OX13 6,8676,7930.0,91.4,125.0,1.4,243.0,2.8,345.0,4.0
OX14 1,10071,9300.0,92.3,175.0,1.7,398.0,4.0,172.0,1.7
OX14 2,8243,7904.0,95.9,80.0,1.0,202.0,2.5,40.0,0.5
OX14 3,8304,7747.0,93.3,123.0,1.5,318.0,3.8,79.0,1.0
OX14 4,7883,7649.0,97.0,85.0,1.1,75.0,1.0,53.0,0.7
OX14 5,10009,9456.0,94.5,144.0,1.4,272.0,2.7,105.0,1.0
OX15 0,2695,2631.0,97.6,31.0,1.2,22.0,0.8,6.0,0.2
OX15 4,6784,6611.0,97.4,73.0,1.1,62.0,0.9,22.0,0.3
OX15 5,5331,5242.0,98.3,34.0,0.6,39.0,0.7,10.0,0.2
OX15 6,3289,3238.0,98.4,22.0,0.7,14.0,0.4,7.0,0.2
OX16 0,11337,9843.0,86.8,283.0,2.5,987.0,8.7,203.0,1.8
OX16 1,10518,9569.0,91.0,177.0,1.7,609.0,5.8,142.0,1.4
OX16 2,2713,2504.0,92.3,56.0,2.1,104.0,3.8,40.0,1.5
OX16 3,5002,4045.0,80.9,103.0,2.1,744.0,14.9,90.0,1.8
OX16 4,3625,3062.0,84.5,97.0,2.7,353.0,9.7,90.0,2.5
OX16 5,2612,2145.0,82.1,85.0,3.3,234.0,9.0,127.0,4.9
OX16 9,11046,10322.0,93.4,146.0,1.3,440.0,4.0,100.0,0.9
OX17 1,4308,4244.0,98.5,37.0,0.9,18.0,0.4,6.0,0.1
OX17 2,6553,6453.0,98.5,32.0,0.5,32.0,0.5,30.0,0.5
OX17 3,6114,5971.0,97.7,76.0,1.2,40.0,0.7,17.0,0.3
OX18 1,6826,6567.0,96.2,114.0,1.7,82.0,1.2,52.0,0.8
OX18 2,5555,5466.0,98.4,54.0,1.0,22.0,0.4,11.0,0.2
OX18 3,9881,9550.0,96.7,128.0,1.3,135.0,1.4,58.0,0.6
OX18 4,3039,2969.0,97.7,36.0,1.2,24.0,0.8,8.0,0.3
OX2  0,3949,3395.0,86.0,106.0,2.7,357.0,9.0,45.0,1.1
OX2  6,10801,9108.0,84.3,390.0,3.6,1035.0,9.6,148.0,1.4
OX2  7,9443,7983.0,84.5,355.0,3.8,731.0,7.7,183.0,1.9
OX2  8,6002,5256.0,87.6,176.0,2.9,403.0,6.7,94.0,1.6
OX2  9,9500,8636.0,90.9,213.0,2.2,497.0,5.2,80.0,0.8
OX20 1,4734,4548.0,96.1,86.0,1.8,79.0,1.7,14.0,0.3
OX25 1,2425,2110.0,87.0,93.0,3.8,105.0,4.3,104.0,4.3
OX25 2,2507,2296.0,91.6,53.0,2.1,34.0,1.4,104.0,4.1
OX25 3,523,513.0,98.1,1.0,0.2,3.0,0.6,3.0,0.6
OX25 4,1278,1234.0,96.6,20.0,1.6,14.0,1.1,3.0,0.2
OX25 5,1787,1726.0,96.6,32.0,1.8,10.0,0.6,14.0,0.8
OX25 6,1099,1075.0,97.8,11.0,1.0,9.0,0.8,3.0,0.3
OX26 1,850,822.0,96.7,14.0,1.6,12.0,1.4,1.0,0.1
OX26 2,9155,8486.0,92.7,199.0,2.2,316.0,3.5,128.0,1.4
OX26 3,7014,6576.0,93.8,120.0,1.7,223.0,3.2,74.0,1.1
OX26 4,5846,5495.0,94.0,115.0,2.0,147.0,2.5,79.0,1.4
OX26 5,1204,1184.0,98.3,2.0,0.2,11.0,0.9,5.0,0.4
OX26 6,9425,8745.0,92.8,175.0,1.9,312.0,3.3,160.0,1.7
OX27 0,969,949.0,97.9,6.0,0.6,10.0,1.0,1.0,0.1
OX27 7,2117,2064.0,97.5,27.0,1.3,19.0,0.9,6.0,0.3
OX27 8,2883,2687.0,93.2,53.0,1.8,44.0,1.5,72.0,2.5
OX27 9,548,542.0,98.9,3.0,0.5,3.0,0.5,0.0,0.0
OX28 1,7888,7496.0,95.0,140.0,1.8,186.0,2.4,44.0,0.6
OX28 2,854,817.0,95.7,12.0,1.4,14.0,1.6,11.0,1.3
OX28 3,3087,2995.0,97.0,41.0,1.3,40.0,1.3,6.0,0.2
OX28 4,1601,1514.0,94.6,23.0,1.4,50.0,3.1,10.0,0.6
OX28 5,9222,8832.0,95.8,117.0,1.3,202.0,2.2,56.0,0.6
OX28 6,4870,4622.0,94.9,77.0,1.6,110.0,2.3,43.0,0.9
OX29 0,1409,1383.0,98.2,2.0,0.1,19.0,1.3,3.0,0.2
OX29 4,5398,5193.0,96.2,83.0,1.5,88.0,1.6,14.0,0.3
OX29 5,1337,1317.0,98.5,6.0,0.4,7.0,0.5,6.0,0.4
OX29 6,2454,2391.0,97.4,30.0,1.2,21.0,0.9,11.0,0.4
OX29 7,3607,3526.0,97.8,26.0,0.7,36.0,1.0,13.0,0.4
OX29 8,6485,6332.0,97.6,66.0,1.0,60.0,0.9,18.0,0.3
OX29 9,2370,2337.0,98.6,11.0,0.5,11.0,0.5,5.0,0.2
OX3  0,11150,8580.0,77.0,369.0,3.3,1681.0,15.1,330.0,3.0
OX3  7,11364,8485.0,74.7,352.0,3.1,1847.0,16.3,504.0,4.4
OX3  8,11994,9455.0,78.8,462.0,3.9,1373.0,11.4,580.0,4.8
OX3  9,8929,6808.0,76.2,348.0,3.9,1149.0,12.9,529.0,5.9
OX33 1,7623,7233.0,94.9,127.0,1.7,157.0,2.1,74.0,1.0
OX39 4,6881,6754.0,98.2,44.0,0.6,60.0,0.9,16.0,0.2
OX4  1,12935,10325.0,79.8,511.0,4.0,1541.0,11.9,415.0,3.2
OX4  2,10267,7149.0,69.6,455.0,4.4,1826.0,17.8,649.0,6.3
OX4  3,12272,8754.0,71.3,545.0,4.4,2024.0,16.5,776.0,6.3
OX4  4,13154,10030.0,76.3,501.0,3.8,1741.0,13.2,776.0,5.9
OX4  6,7776,5750.0,73.9,444.0,5.7,491.0,6.3,1025.0,13.2
OX4  7,5568,4271.0,76.7,321.0,5.8,314.0,5.6,580.0,10.4
OX44 7,5449,5297.0,97.2,78.0,1.4,59.0,1.1,13.0,0.2
OX44 9,2858,2738.0,95.8,48.0,1.7,64.0,2.2,7.0,0.2
OX49 5,4324,4224.0,97.7,30.0,0.7,59.0,1.4,7.0,0.2
OX5  1,12054,10591.0,87.9,292.0,2.4,811.0,6.7,237.0,2.0
OX5  2,8469,7866.0,92.9,144.0,1.7,290.0,3.4,114.0,1.3
OX5  3,2896,2791.0,96.4,54.0,1.9,36.0,1.2,10.0,0.3
OX7  3,5242,5155.0,98.3,39.0,0.7,36.0,0.7,5.0,0.1
OX7  4,1427,1383.0,96.9,27.0,1.9,16.0,1.1,0.0,0.0
OX7  5,7946,7697.0,96.9,71.0,0.9,121.0,1.5,35.0,0.4
OX7  6,6261,6160.0,98.4,46.0,0.7,34.0,0.5,11.0,0.2
OX7  7,1976,1945.0,98.4,11.0,0.6,18.0,0.9,1.0,0.1
OX9  2,3491,3344.0,95.8,63.0,1.8,56.0,1.6,19.0,0.5
OX9  3,9297,9016.0,97.0,109.0,1.2,138.0,1.5,23.0,0.2
OX9  7,1034,1019.0,98.5,9.0,0.9,4.0,0.4,2.0,0.2
PE1  1,682,507.0,74.3,20.0,2.9,120.0,17.6,20.0,2.9
PE1  2,11231,4492.0,40.0,470.0,4.2,5771.0,51.4,276.0,2.5
PE1  3,13722,9478.0,69.1,410.0,3.0,3334.0,24.3,311.0,2.3
PE1  4,14812,11730.0,79.2,529.0,3.6,1955.0,13.2,383.0,2.6
PE1  5,8726,6118.0,70.1,291.0,3.3,1922.0,22.0,261.0,3.0
PE10 0,10175,9997.0,98.3,81.0,0.8,66.0,0.6,26.0,0.3
PE10 9,11731,11461.0,97.7,91.0,0.8,109.0,0.9,57.0,0.5
PE11 1,8392,8112.0,96.7,118.0,1.4,115.0,1.4,28.0,0.3
PE11 2,12978,12550.0,96.7,176.0,1.4,165.0,1.3,56.0,0.4
PE11 3,13420,13142.0,97.9,99.0,0.7,131.0,1.0,32.0,0.2
PE11 4,8440,8330.0,98.7,49.0,0.6,39.0,0.5,18.0,0.2
PE12 0,6334,6234.0,98.4,49.0,0.8,35.0,0.6,10.0,0.2
PE12 6,9409,9245.0,98.3,97.0,1.0,40.0,0.4,25.0,0.3
PE12 7,8061,7893.0,97.9,58.0,0.7,88.0,1.1,20.0,0.2
PE12 8,4577,4508.0,98.5,27.0,0.6,32.0,0.7,5.0,0.1
PE12 9,11401,11207.0,98.3,88.0,0.8,61.0,0.5,35.0,0.3
PE13 1,2998,2874.0,95.9,43.0,1.4,43.0,1.4,22.0,0.7
PE13 2,8459,8205.0,97.0,91.0,1.1,109.0,1.3,27.0,0.3
PE13 3,11161,10795.0,96.7,111.0,1.0,174.0,1.6,47.0,0.4
PE13 4,6569,6414.0,97.6,62.0,0.9,73.0,1.1,16.0,0.2
PE13 5,5706,5612.0,98.4,27.0,0.5,37.0,0.6,22.0,0.4
PE14 0,5481,5390.0,98.3,38.0,0.7,29.0,0.5,20.0,0.4
PE14 7,5883,5791.0,98.4,31.0,0.5,52.0,0.9,4.0,0.1
PE14 8,5314,5244.0,98.7,36.0,0.7,22.0,0.4,10.0,0.2
PE14 9,4125,4017.0,97.4,44.0,1.1,34.0,0.8,26.0,0.6
PE15 0,9169,8800.0,96.0,103.0,1.1,137.0,1.5,118.0,1.3
PE15 8,10515,10203.0,97.0,108.0,1.0,123.0,1.2,59.0,0.6
PE15 9,10231,9996.0,97.7,74.0,0.7,98.0,1.0,58.0,0.6
PE16 6,10453,10165.0,97.2,107.0,1.0,109.0,1.0,60.0,0.6
PE19 1,6777,6487.0,95.7,91.0,1.3,149.0,2.2,40.0,0.6
PE19 2,9972,9542.0,95.7,161.0,1.6,165.0,1.7,90.0,0.9
PE19 5,6845,6707.0,98.0,66.0,1.0,46.0,0.7,18.0,0.3
PE19 6,7855,7521.0,95.7,139.0,1.8,111.0,1.4,63.0,0.8
PE19 7,5309,5161.0,97.2,52.0,1.0,63.0,1.2,30.0,0.6
PE19 8,7210,6973.0,96.7,90.0,1.2,108.0,1.5,33.0,0.5
PE2  5,14928,13623.0,91.3,434.0,2.9,378.0,2.5,433.0,2.9
PE2  6,2716,2482.0,91.4,42.0,1.5,146.0,5.4,37.0,1.4
PE2  7,3394,3114.0,91.8,55.0,1.6,158.0,4.7,60.0,1.8
PE2  8,13322,12271.0,92.1,265.0,2.0,498.0,3.7,239.0,1.8
PE2  9,10180,9001.0,88.4,254.0,2.5,536.0,5.3,300.0,2.9
PE20 1,6670,6545.0,98.1,53.0,0.8,43.0,0.6,19.0,0.3
PE20 2,2942,2902.0,98.6,19.0,0.6,15.0,0.5,5.0,0.2
PE20 3,4374,4337.0,99.2,19.0,0.4,5.0,0.1,7.0,0.2
PE21 0,9653,9370.0,97.1,126.0,1.3,85.0,0.9,46.0,0.5
PE21 6,3135,2962.0,94.5,65.0,2.1,87.0,2.8,11.0,0.4
PE21 7,8925,8701.0,97.5,52.0,0.6,109.0,1.2,51.0,0.6
PE21 8,12216,11722.0,96.0,196.0,1.6,170.0,1.4,49.0,0.4
PE21 9,8858,8291.0,93.6,98.0,1.1,380.0,4.3,64.0,0.7
PE22 0,6084,5972.0,98.2,25.0,0.4,55.0,0.9,29.0,0.5
PE22 7,3394,3351.0,98.7,19.0,0.6,13.0,0.4,9.0,0.3
PE22 8,4022,3967.0,98.6,31.0,0.8,22.0,0.5,2.0,0.0
PE22 9,3419,3393.0,99.2,10.0,0.3,5.0,0.1,7.0,0.2
PE23 4,2586,2537.0,98.1,20.0,0.8,16.0,0.6,12.0,0.5
PE23 5,5921,5830.0,98.5,46.0,0.8,28.0,0.5,13.0,0.2
PE24 4,4133,4073.0,98.5,41.0,1.0,14.0,0.3,3.0,0.1
PE24 5,7697,7599.0,98.7,67.0,0.9,17.0,0.2,7.0,0.1
PE25 1,7225,7083.0,98.0,56.0,0.8,59.0,0.8,19.0,0.3
PE25 2,8823,8566.0,97.1,94.0,1.1,101.0,1.1,48.0,0.5
PE25 3,5590,5475.0,97.9,40.0,0.7,55.0,1.0,18.0,0.3
PE26 1,5640,5461.0,96.8,47.0,0.8,93.0,1.6,29.0,0.5
PE26 2,6305,6151.0,97.6,58.0,0.9,60.0,1.0,26.0,0.4
PE27 3,7648,7054.0,92.2,132.0,1.7,350.0,4.6,96.0,1.3
PE27 4,2517,2469.0,98.1,25.0,1.0,18.0,0.7,5.0,0.2
PE27 5,5225,4754.0,91.0,90.0,1.7,333.0,6.4,28.0,0.5
PE27 6,4625,4310.0,93.2,75.0,1.6,219.0,4.7,15.0,0.3
PE28 0,6509,6023.0,92.5,132.0,2.0,137.0,2.1,190.0,2.9
PE28 2,9050,8611.0,95.1,129.0,1.4,210.0,2.3,85.0,0.9
PE28 3,9544,9333.0,97.8,92.0,1.0,76.0,0.8,28.0,0.3
PE28 4,8571,8149.0,95.1,141.0,1.6,139.0,1.6,118.0,1.4
PE28 5,7553,7337.0,97.1,101.0,1.3,65.0,0.9,29.0,0.4
PE28 9,6347,6157.0,97.0,65.0,1.0,89.0,1.4,25.0,0.4
PE29 1,12110,10999.0,90.8,261.0,2.2,573.0,4.7,217.0,1.8
PE29 2,6711,6366.0,94.9,127.0,1.9,134.0,2.0,62.0,0.9
PE29 3,1838,1648.0,89.7,41.0,2.2,78.0,4.2,41.0,2.2
PE29 6,5529,4796.0,86.7,133.0,2.4,393.0,7.1,141.0,2.6
PE29 7,3594,3068.0,85.4,82.0,2.3,337.0,9.4,102.0,2.8
PE3  6,5876,4018.0,68.4,105.0,1.8,1589.0,27.0,109.0,1.9
PE3  7,6322,4738.0,74.9,223.0,3.5,993.0,15.7,281.0,4.4
PE3  8,6927,6117.0,88.3,205.0,3.0,405.0,5.8,166.0,2.4
PE3  9,9772,7449.0,76.2,242.0,2.5,1713.0,17.5,284.0,2.9
PE30 1,1912,1764.0,92.3,39.0,2.0,88.0,4.6,11.0,0.6
PE30 2,7060,6784.0,96.1,118.0,1.7,89.0,1.3,54.0,0.8
PE30 3,14373,13861.0,96.4,123.0,0.9,290.0,2.0,69.0,0.5
PE30 4,12918,11919.0,92.3,219.0,1.7,651.0,5.0,96.0,0.7
PE30 5,7726,7447.0,96.4,129.0,1.7,89.0,1.2,30.0,0.4
PE31 6,7919,7874.0,99.4,20.0,0.3,20.0,0.3,4.0,0.1
PE31 7,7320,7239.0,98.9,24.0,0.3,44.0,0.6,6.0,0.1
PE31 8,4764,4726.0,99.2,21.0,0.4,13.0,0.3,1.0,0.0
PE32 1,8945,8804.0,98.4,49.0,0.5,57.0,0.6,24.0,0.3
PE32 2,6349,6285.0,99.0,30.0,0.5,17.0,0.3,9.0,0.1
PE33 0,7744,7560.0,97.6,69.0,0.9,89.0,1.1,19.0,0.2
PE33 9,8201,8034.0,98.0,75.0,0.9,37.0,0.5,36.0,0.4
PE34 3,5421,5345.0,98.6,32.0,0.6,24.0,0.4,14.0,0.3
PE34 4,8963,8839.0,98.6,45.0,0.5,43.0,0.5,30.0,0.3
PE36 5,3717,3646.0,98.1,37.0,1.0,26.0,0.7,4.0,0.1
PE36 6,2812,2781.0,98.9,15.0,0.5,12.0,0.4,3.0,0.1
PE37 7,6803,6625.0,97.4,47.0,0.7,90.0,1.3,32.0,0.5
PE37 8,3421,3370.0,98.5,19.0,0.6,21.0,0.6,9.0,0.3
PE38 0,4815,4741.0,98.5,37.0,0.8,20.0,0.4,13.0,0.3
PE38 9,9994,9756.0,97.6,112.0,1.1,62.0,0.6,46.0,0.5
PE4  5,5942,5551.0,93.4,112.0,1.9,205.0,3.5,56.0,0.9
PE4  6,11122,10325.0,92.8,239.0,2.1,356.0,3.2,163.0,1.5
PE4  7,11297,10318.0,91.3,300.0,2.7,373.0,3.3,250.0,2.2
PE5  7,1589,1549.0,97.5,18.0,1.1,17.0,1.1,5.0,0.3
PE6  0,6612,6433.0,97.3,65.0,1.0,61.0,0.9,50.0,0.8
PE6  7,9597,9167.0,95.5,143.0,1.5,181.0,1.9,84.0,0.9
PE6  8,13059,12796.0,98.0,113.0,0.9,110.0,0.8,36.0,0.3
PE6  9,6285,6163.0,98.1,61.0,1.0,44.0,0.7,14.0,0.2
PE7  0,177,156.0,88.1,4.0,2.3,6.0,3.4,7.0,4.0
PE7  1,12745,12476.0,97.9,108.0,0.8,111.0,0.9,33.0,0.3
PE7  2,2826,2757.0,97.6,22.0,0.8,30.0,1.1,15.0,0.5
PE7  3,16091,15459.0,96.1,220.0,1.4,248.0,1.5,126.0,0.8
PE7  8,10472,8835.0,84.4,455.0,4.3,723.0,6.9,373.0,3.6
PE8  4,5735,5474.0,95.4,74.0,1.3,144.0,2.5,34.0,0.6
PE8  5,3598,3532.0,98.2,30.0,0.8,25.0,0.7,4.0,0.1
PE8  6,8167,7951.0,97.4,83.0,1.0,77.0,0.9,44.0,0.5
PE9  1,9405,9099.0,96.7,99.0,1.1,159.0,1.7,23.0,0.2
PE9  2,9697,9399.0,96.9,102.0,1.1,138.0,1.4,40.0,0.4
PE9  3,6028,5886.0,97.6,70.0,1.2,49.0,0.8,20.0,0.3
PE9  4,6059,5960.0,98.4,44.0,0.7,37.0,0.6,11.0,0.2
PL1  1,784,715.0,91.2,20.0,2.6,25.0,3.2,11.0,1.4
PL1  2,2326,2163.0,93.0,69.0,3.0,50.0,2.1,24.0,1.0
PL1  3,4998,4622.0,92.5,114.0,2.3,147.0,2.9,50.0,1.0
PL1  4,5762,5476.0,95.0,106.0,1.8,76.0,1.3,79.0,1.4
PL1  5,8828,7849.0,88.9,263.0,3.0,404.0,4.6,188.0,2.1
PL10 1,3656,3591.0,98.2,33.0,0.9,18.0,0.5,11.0,0.3
PL11 2,7894,7781.0,98.6,53.0,0.7,41.0,0.5,9.0,0.1
PL11 3,2465,2422.0,98.3,27.0,1.1,7.0,0.3,2.0,0.1
PL12 4,10571,10430.0,98.7,69.0,0.7,47.0,0.4,17.0,0.2
PL12 5,2453,2429.0,99.0,15.0,0.6,7.0,0.3,1.0,0.0
PL12 6,8763,8643.0,98.6,80.0,0.9,32.0,0.4,5.0,0.1
PL13 1,4225,4129.0,97.7,44.0,1.0,44.0,1.0,6.0,0.1
PL13 2,5213,5159.0,99.0,17.0,0.3,33.0,0.6,4.0,0.1
PL14 3,8347,8214.0,98.4,69.0,0.8,39.0,0.5,10.0,0.1
PL14 4,5527,5442.0,98.5,31.0,0.6,29.0,0.5,22.0,0.4
PL14 5,5600,5539.0,98.9,42.0,0.8,13.0,0.2,2.0,0.0
PL14 6,3492,3464.0,99.2,14.0,0.4,5.0,0.1,3.0,0.1
PL15 7,6337,6237.0,98.4,46.0,0.7,34.0,0.5,9.0,0.1
PL15 8,7078,6960.0,98.3,48.0,0.7,55.0,0.8,8.0,0.1
PL15 9,6492,6358.0,97.9,42.0,0.6,81.0,1.2,11.0,0.2
PL16 0,1753,1738.0,99.1,9.0,0.5,6.0,0.3,0.0,0.0
PL17 7,5788,5696.0,98.4,31.0,0.5,53.0,0.9,6.0,0.1
PL17 8,4234,4188.0,98.9,18.0,0.4,19.0,0.4,6.0,0.1
PL18 9,4810,4736.0,98.5,52.0,1.1,12.0,0.2,7.0,0.1
PL19 0,3003,2942.0,98.0,28.0,0.9,28.0,0.9,1.0,0.0
PL19 8,6185,6063.0,98.0,55.0,0.9,56.0,0.9,2.0,0.0
PL19 9,7235,7170.0,99.1,41.0,0.6,17.0,0.2,4.0,0.1
PL2  1,10097,9673.0,95.8,161.0,1.6,138.0,1.4,71.0,0.7
PL2  2,10661,10374.0,97.3,109.0,1.0,94.0,0.9,73.0,0.7
PL2  3,10700,10355.0,96.8,112.0,1.0,161.0,1.5,34.0,0.3
PL20 6,5334,5195.0,97.4,53.0,1.0,41.0,0.8,33.0,0.6
PL20 7,6747,6678.0,99.0,48.0,0.7,19.0,0.3,1.0,0.0
PL21 0,9481,9383.0,99.0,50.0,0.5,32.0,0.3,12.0,0.1
PL21 9,7908,7782.0,98.4,63.0,0.8,49.0,0.6,8.0,0.1
PL22 0,3695,3655.0,98.9,21.0,0.6,15.0,0.4,2.0,0.1
PL23 1,3519,3465.0,98.5,30.0,0.9,14.0,0.4,2.0,0.1
PL24 2,10156,10034.0,98.8,75.0,0.7,26.0,0.3,9.0,0.1
PL25 3,10992,10818.0,98.4,77.0,0.7,62.0,0.6,11.0,0.1
PL25 4,8871,8705.0,98.1,68.0,0.8,63.0,0.7,17.0,0.2
PL25 5,5688,5574.0,98.0,57.0,1.0,38.0,0.7,11.0,0.2
PL26 6,5142,5082.0,98.8,33.0,0.6,12.0,0.2,2.0,0.0
PL26 7,9609,9506.0,98.9,61.0,0.6,28.0,0.3,10.0,0.1
PL26 8,11922,11728.0,98.4,104.0,0.9,54.0,0.5,9.0,0.1
PL27 6,5364,5260.0,98.1,27.0,0.5,52.0,1.0,8.0,0.1
PL27 7,6863,6780.0,98.8,39.0,0.6,29.0,0.4,10.0,0.1
PL28 8,4434,4383.0,98.8,20.0,0.5,16.0,0.4,6.0,0.1
PL29 3,1029,998.0,97.0,10.0,1.0,20.0,1.9,1.0,0.1
PL3  4,9451,8951.0,94.7,157.0,1.7,200.0,2.1,97.0,1.0
PL3  5,9245,8912.0,96.4,109.0,1.2,132.0,1.4,51.0,0.6
PL3  6,12255,11990.0,97.8,94.0,0.8,99.0,0.8,54.0,0.4
PL30 3,3597,3569.0,99.2,14.0,0.4,8.0,0.2,0.0,0.0
PL30 4,2576,2548.0,98.9,22.0,0.9,5.0,0.2,1.0,0.0
PL30 5,4384,4335.0,98.9,35.0,0.8,6.0,0.1,6.0,0.1
PL31 1,8199,8054.0,98.2,61.0,0.7,59.0,0.7,12.0,0.1
PL31 2,6537,6375.0,97.5,65.0,1.0,71.0,1.1,16.0,0.2
PL32 9,4326,4267.0,98.6,37.0,0.9,14.0,0.3,5.0,0.1
PL33 9,1647,1640.0,99.6,6.0,0.4,1.0,0.1,0.0,0.0
PL34 0,1782,1751.0,98.3,15.0,0.8,11.0,0.6,4.0,0.2
PL35 0,940,923.0,98.2,6.0,0.6,5.0,0.5,2.0,0.2
PL4  0,2717,2515.0,92.6,61.0,2.2,83.0,3.1,25.0,0.9
PL4  6,6582,5874.0,89.2,187.0,2.8,321.0,4.9,116.0,1.8
PL4  7,9078,8473.0,93.3,181.0,2.0,232.0,2.6,122.0,1.3
PL4  8,10179,9309.0,91.5,254.0,2.5,410.0,4.0,122.0,1.2
PL4  9,7908,7311.0,92.5,185.0,2.3,241.0,3.0,121.0,1.5
PL5  1,12269,12045.0,98.2,107.0,0.9,77.0,0.6,29.0,0.2
PL5  2,9913,9736.0,98.2,102.0,1.0,47.0,0.5,20.0,0.2
PL5  3,11299,10910.0,96.6,126.0,1.1,144.0,1.3,86.0,0.8
PL5  4,9435,9224.0,97.8,76.0,0.8,94.0,1.0,35.0,0.4
PL6  5,13480,13091.0,97.1,125.0,0.9,156.0,1.2,69.0,0.5
PL6  6,9179,8987.0,97.9,67.0,0.7,88.0,1.0,13.0,0.1
PL6  7,8442,8160.0,96.7,95.0,1.1,110.0,1.3,33.0,0.4
PL6  8,10099,9805.0,97.1,55.0,0.5,197.0,2.0,16.0,0.2
PL7  1,8929,8785.0,98.4,82.0,0.9,37.0,0.4,19.0,0.2
PL7  2,10781,10608.0,98.4,76.0,0.7,57.0,0.5,30.0,0.3
PL7  4,9188,9056.0,98.6,68.0,0.7,40.0,0.4,17.0,0.2
PL7  5,2576,2537.0,98.5,21.0,0.8,12.0,0.5,5.0,0.2
PL8  1,2433,2409.0,99.0,16.0,0.7,7.0,0.3,0.0,0.0
PL8  2,3301,3247.0,98.4,40.0,1.2,9.0,0.3,5.0,0.2
PL9  0,2740,2713.0,99.0,11.0,0.4,8.0,0.3,5.0,0.2
PL9  7,5355,5256.0,98.2,47.0,0.9,30.0,0.6,18.0,0.3
PL9  8,7964,7871.0,98.8,30.0,0.4,31.0,0.4,17.0,0.2
PL9  9,11902,11707.0,98.4,89.0,0.7,46.0,0.4,47.0,0.4
PO1  1,4138,3317.0,80.2,140.0,3.4,470.0,11.4,131.0,3.2
PO1  2,4164,3716.0,89.2,74.0,1.8,216.0,5.2,94.0,2.3
PO1  3,5858,4590.0,78.4,149.0,2.5,492.0,8.4,180.0,3.1
PO1  4,4842,3933.0,81.2,163.0,3.4,510.0,10.5,139.0,2.9
PO1  5,9839,8354.0,84.9,343.0,3.5,737.0,7.5,287.0,2.9
PO10 7,9492,9244.0,97.4,111.0,1.2,113.0,1.2,12.0,0.1
PO10 8,8868,8554.0,96.5,91.0,1.0,76.0,0.9,124.0,1.4
PO11 0,7863,7642.0,97.2,110.0,1.4,88.0,1.1,12.0,0.2
PO11 9,9516,9297.0,97.7,112.0,1.2,71.0,0.7,29.0,0.3
PO12 1,8612,8269.0,96.0,124.0,1.4,142.0,1.6,47.0,0.5
PO12 2,9715,9367.0,96.4,136.0,1.4,134.0,1.4,64.0,0.7
PO12 3,12097,11697.0,96.7,179.0,1.5,165.0,1.4,36.0,0.3
PO12 4,17422,16883.0,96.9,236.0,1.4,217.0,1.2,56.0,0.3
PO13 0,16151,15689.0,97.1,140.0,0.9,202.0,1.3,101.0,0.6
PO13 8,7299,7077.0,97.0,74.0,1.0,80.0,1.1,35.0,0.5
PO13 9,11326,10703.0,94.5,177.0,1.6,133.0,1.2,253.0,2.2
PO14 1,7734,7467.0,96.5,78.0,1.0,151.0,2.0,15.0,0.2
PO14 2,7808,7638.0,97.8,79.0,1.0,69.0,0.9,9.0,0.1
PO14 3,8589,8383.0,97.6,92.0,1.1,80.0,0.9,20.0,0.2
PO14 4,8046,7830.0,97.3,79.0,1.0,93.0,1.2,30.0,0.4
PO15 5,7275,6976.0,95.9,124.0,1.7,125.0,1.7,33.0,0.5
PO15 6,8357,8085.0,96.7,106.0,1.3,109.0,1.3,31.0,0.4
PO15 7,7252,6879.0,94.9,117.0,1.6,200.0,2.8,28.0,0.4
PO16 0,5642,5333.0,94.5,105.0,1.9,150.0,2.7,31.0,0.5
PO16 7,7726,7447.0,96.4,95.0,1.2,142.0,1.8,30.0,0.4
PO16 8,10727,10405.0,97.0,91.0,0.8,179.0,1.7,26.0,0.2
PO16 9,8561,8396.0,98.1,76.0,0.9,72.0,0.8,10.0,0.1
PO17 5,4654,4475.0,96.2,66.0,1.4,89.0,1.9,13.0,0.3
PO17 6,1873,1825.0,97.4,13.0,0.7,21.0,1.1,6.0,0.3
PO18 0,4600,4493.0,97.7,30.0,0.7,34.0,0.7,17.0,0.4
PO18 8,6691,6566.0,98.1,39.0,0.6,60.0,0.9,19.0,0.3
PO18 9,1726,1715.0,99.4,4.0,0.2,2.0,0.1,0.0,0.0
PO19 1,1639,1485.0,90.6,20.0,1.2,105.0,6.4,12.0,0.7
PO19 3,6238,6071.0,97.3,44.0,0.7,87.0,1.4,32.0,0.5
PO19 5,2378,2293.0,96.4,26.0,1.1,40.0,1.7,10.0,0.4
PO19 6,6918,6332.0,91.5,145.0,2.1,285.0,4.1,105.0,1.5
PO19 7,7595,7091.0,93.4,138.0,1.8,301.0,4.0,42.0,0.6
PO19 8,5477,5248.0,95.8,57.0,1.0,146.0,2.7,12.0,0.2
PO2  0,13069,11861.0,90.8,246.0,1.9,752.0,5.8,138.0,1.1
PO2  7,12867,11275.0,87.6,364.0,2.8,836.0,6.5,293.0,2.3
PO2  8,8083,7524.0,93.1,150.0,1.9,245.0,3.0,134.0,1.7
PO2  9,8024,7254.0,90.4,167.0,2.1,428.0,5.3,137.0,1.7
PO20 0,8566,8425.0,98.4,61.0,0.7,60.0,0.7,14.0,0.2
PO20 1,2458,2403.0,97.8,11.0,0.4,29.0,1.2,10.0,0.4
