postcode sector,EUpassport2011,%
PO19 8,133.0,2.4
PO2  0,247.0,1.9
PO2  7,459.0,3.6
PO2  8,218.0,2.7
PO2  9,189.0,2.4
PO20 0,170.0,2.0
PO20 1,45.0,1.8
PO20 2,111.0,3.0
PO20 3,59.0,1.4
PO20 7,60.0,1.7
PO20 8,96.0,1.3
PO20 9,81.0,3.7
PO21 1,1137.0,18.4
PO21 2,1136.0,11.4
PO21 3,174.0,2.2
PO21 4,108.0,1.5
PO21 5,353.0,4.0
PO22 0,69.0,1.8
PO22 6,75.0,1.3
PO22 7,59.0,1.1
PO22 8,115.0,2.0
PO22 9,422.0,5.7
PO3  5,105.0,1.4
PO3  6,186.0,1.6
PO30 1,86.0,1.2
PO30 2,33.0,0.6
PO30 3,28.0,1.2
PO30 4,28.0,0.9
PO30 5,165.0,1.3
PO31 7,175.0,2.0
PO31 8,70.0,1.2
PO32 6,85.0,1.0
PO33 1,101.0,1.2
PO33 2,164.0,2.1
PO33 3,103.0,1.1
PO33 4,59.0,1.1
PO34 5,20.0,1.0
PO35 5,76.0,2.1
PO36 0,38.0,0.8
PO36 8,101.0,1.9
PO36 9,81.0,1.1
PO37 6,82.0,2.4
PO37 7,60.0,1.1
PO38 1,98.0,1.6
PO38 2,23.0,0.8
PO38 3,28.0,0.7
PO39 0,30.0,1.1
PO4  0,614.0,4.3
PO4  8,363.0,2.5
PO4  9,437.0,2.8
PO40 9,41.0,0.8
PO41 0,21.0,1.0
PO5  1,565.0,6.1
PO5  2,465.0,6.2
PO5  3,404.0,7.0
PO5  4,455.0,6.1
PO6  1,89.0,1.0
PO6  2,159.0,1.4
PO6  3,145.0,1.5
PO6  4,120.0,1.1
PO7  4,10.0,0.9
PO7  5,101.0,0.9
PO7  6,62.0,0.6
PO7  7,96.0,1.1
PO7  8,69.0,0.8
PO8  0,72.0,0.7
PO8  8,83.0,0.9
PO8  9,103.0,0.7
PO9  1,78.0,1.5
PO9  2,61.0,0.6
PO9  3,65.0,0.6
PO9  4,107.0,1.0
PO9  5,62.0,0.7
PO9  6,27.0,0.9
PR1  0,70.0,0.7
PR1  1,177.0,4.8
PR1  2,104.0,6.5
PR1  3,340.0,9.9
PR1  4,513.0,5.8
PR1  5,442.0,4.9
PR1  6,389.0,3.5
PR1  7,251.0,3.9
PR1  8,355.0,6.4
PR1  9,134.0,1.1
PR2  1,260.0,1.7
PR2  2,261.0,3.1
PR2  3,235.0,1.6
PR2  5,16.0,0.6
PR2  6,380.0,2.4
PR2  7,111.0,2.6
PR2  8,111.0,1.6
PR2  9,119.0,1.1
PR25 1,102.0,1.2
PR25 2,49.0,1.0
PR25 3,76.0,1.1
PR25 4,50.0,0.8
PR25 5,19.0,0.4
PR26 6,3.0,0.1
PR26 7,48.0,0.7
PR26 8,42.0,1.6
PR26 9,17.0,0.5
PR3  0,43.0,0.6
PR3  1,56.0,0.5
PR3  2,36.0,0.6
PR3  3,80.0,0.9
PR3  5,8.0,0.3
PR3  6,4.0,0.2
PR4  0,39.0,0.5
PR4  1,72.0,0.8
PR4  2,150.0,1.8
PR4  3,142.0,1.7
PR4  4,30.0,0.5
PR4  5,50.0,0.6
PR4  6,171.0,1.8
PR5  0,12.0,0.2
PR5  4,114.0,1.0
PR5  5,66.0,0.7
PR5  6,137.0,1.5
PR5  8,145.0,2.8
PR6  0,147.0,1.4
PR6  7,89.0,0.9
PR6  8,21.0,0.3
PR6  9,47.0,0.6
PR7  1,99.0,1.5
PR7  2,113.0,1.2
PR7  3,42.0,0.5
PR7  4,34.0,0.5
PR7  5,38.0,0.4
PR7  6,37.0,0.4
PR7  7,55.0,1.3
PR8  1,301.0,9.8
PR8  2,140.0,1.6
PR8  3,83.0,0.7
PR8  4,112.0,1.0
PR8  5,211.0,3.4
PR8  6,327.0,2.7
PR9  0,809.0,11.2
PR9  7,149.0,1.3
PR9  8,105.0,1.0
PR9  9,307.0,2.2
RG1  1,68.0,15.6
RG1  2,486.0,12.0
RG1  3,547.0,7.4
RG1  4,263.0,10.2
RG1  5,750.0,7.9
RG1  6,700.0,8.0
RG1  7,985.0,13.9
RG1  8,236.0,9.2
RG10 0,157.0,2.7
RG10 8,99.0,2.7
RG10 9,200.0,2.3
RG12 0,360.0,4.8
RG12 2,273.0,4.9
RG12 7,727.0,4.2
RG12 8,367.0,3.2
RG12 9,475.0,4.7
RG14 1,265.0,4.1
RG14 2,381.0,4.6
RG14 3,21.0,2.4
RG14 5,252.0,5.7
RG14 6,171.0,2.0
RG14 7,324.0,3.5
RG17 0,104.0,1.7
RG17 7,36.0,1.5
RG17 8,51.0,1.6
RG17 9,59.0,1.7
RG18 0,8.0,0.7
RG18 3,160.0,2.4
RG18 4,93.0,1.9
RG18 9,126.0,2.0
RG19 3,181.0,2.5
RG19 4,146.0,2.0
RG19 8,47.0,1.5
RG2  0,558.0,9.9
RG2  7,690.0,6.0
RG2  8,447.0,3.6
RG2  9,208.0,2.5
RG20 0,40.0,1.8
RG20 4,7.0,0.7
RG20 5,27.0,0.9
RG20 6,25.0,1.6
RG20 7,35.0,1.7
RG20 8,41.0,1.1
RG20 9,111.0,2.1
RG21 3,299.0,3.8
RG21 4,214.0,6.8
RG21 5,288.0,3.7
RG21 6,24.0,4.7
RG21 7,274.0,7.5
RG21 8,275.0,6.9
RG22 4,575.0,2.7
RG22 5,181.0,1.7
RG22 6,361.0,3.5
RG23 7,38.0,0.7
RG23 8,163.0,2.3
RG24 7,32.0,0.8
RG24 8,349.0,3.1
RG24 9,756.0,4.7
RG25 2,60.0,1.4
RG25 3,71.0,1.6
RG26 3,112.0,1.3
RG26 4,34.0,0.7
RG26 5,100.0,1.1
RG27 0,111.0,2.0
RG27 8,110.0,1.7
RG27 9,195.0,2.2
RG28 7,84.0,1.5
RG29 1,98.0,1.4
RG30 1,722.0,14.6
RG30 2,1334.0,10.8
RG30 3,315.0,3.7
RG30 4,339.0,2.8
RG30 6,252.0,4.0
RG31 4,79.0,1.8
RG31 5,72.0,1.1
RG31 6,198.0,2.1
RG31 7,172.0,2.6
RG4  5,324.0,4.8
RG4  6,293.0,4.1
RG4  7,228.0,2.5
RG4  8,389.0,3.8
RG4  9,133.0,2.3
RG40 1,228.0,3.0
RG40 2,123.0,2.7
RG40 3,127.0,2.7
RG40 4,136.0,1.7
RG40 5,58.0,3.3
RG41 1,91.0,2.4
RG41 2,124.0,2.6
RG41 3,136.0,2.1
RG41 4,73.0,1.9
RG41 5,184.0,2.0
RG42 1,189.0,4.0
RG42 2,188.0,2.9
RG42 3,184.0,3.1
RG42 4,201.0,4.7
RG42 5,30.0,1.8
RG42 6,61.0,4.3
RG42 7,36.0,2.1
RG45 6,147.0,1.7
RG45 7,162.0,2.7
RG5  3,243.0,2.2
RG5  4,227.0,1.6
RG6  1,372.0,4.3
RG6  3,173.0,2.8
RG6  4,234.0,3.0
RG6  5,190.0,2.9
RG6  6,69.0,5.8
RG6  7,235.0,3.0
RG7  1,135.0,2.0
RG7  2,33.0,1.6
RG7  3,146.0,1.5
RG7  4,48.0,1.6
RG7  5,120.0,2.1
RG7  6,92.0,2.1
RG8  0,117.0,2.2
RG8  7,83.0,1.8
RG8  8,121.0,2.1
RG8  9,68.0,2.2
RG9  1,557.0,6.1
RG9  2,147.0,6.0
RG9  3,54.0,2.7
RG9  4,67.0,3.1
RG9  5,109.0,2.6
RG9  6,107.0,3.3
RH1  1,401.0,7.7
RH1  2,342.0,4.6
RH1  3,238.0,2.8
RH1  4,141.0,2.4
RH1  5,199.0,2.4
RH1  6,515.0,4.8
RH10 1,571.0,8.5
RH10 3,429.0,3.5
RH10 4,170.0,2.4
RH10 5,237.0,3.9
RH10 6,526.0,5.5
RH10 7,646.0,3.7
RH10 8,580.0,9.6
RH11 0,395.0,4.1
RH11 6,147.0,5.2
RH11 7,1059.0,8.0
RH11 8,1203.0,7.6
RH11 9,959.0,6.6
RH12 1,285.0,4.0
RH12 2,236.0,3.1
RH12 3,166.0,1.9
RH12 4,212.0,2.1
RH12 5,184.0,1.8
RH13 0,89.0,1.8
RH13 5,291.0,3.1
RH13 6,184.0,2.2
RH13 8,65.0,1.0
RH13 9,105.0,1.2
RH14 0,69.0,1.2
RH14 9,102.0,1.2
RH15 0,235.0,2.1
RH15 8,196.0,1.7
RH15 9,178.0,2.0
RH16 1,211.0,3.0
RH16 2,139.0,1.9
RH16 3,297.0,2.9
RH16 4,283.0,3.1
RH17 5,101.0,1.5
RH17 6,180.0,3.3
RH17 7,144.0,2.1
RH18 5,310.0,7.0
RH19 1,299.0,4.2
RH19 2,154.0,2.1
RH19 3,355.0,3.2
RH19 4,291.0,3.6
RH2  0,255.0,3.2
RH2  7,179.0,2.4
RH2  8,136.0,1.9
RH2  9,158.0,4.0
RH20 1,78.0,1.6
RH20 2,90.0,1.3
RH20 3,82.0,1.3
RH20 4,90.0,1.3
RH3  7,59.0,1.4
RH4  1,135.0,2.6
RH4  2,201.0,4.0
RH4  3,142.0,2.7
RH5  4,92.0,1.3
RH5  5,68.0,1.3
RH5  6,144.0,3.5
RH6  0,41.0,1.6
RH6  7,340.0,5.7
RH6  8,227.0,2.5
RH6  9,331.0,2.8
RH7  6,204.0,2.2
RH8  0,184.0,1.9
RH8  9,85.0,1.5
RH9  8,84.0,1.5
RM1  1,137.0,8.9
RM1  2,270.0,6.3
RM1  3,83.0,4.6
RM1  4,258.0,2.2
RM10 7,685.0,6.2
RM10 8,1160.0,7.8
RM10 9,1144.0,9.2
RM11 1,188.0,1.6
RM11 2,107.0,1.1
RM11 3,126.0,1.2
RM12 4,325.0,2.0
RM12 5,148.0,1.5
RM12 6,113.0,1.4
RM13 7,157.0,1.7
RM13 8,234.0,3.2
RM13 9,306.0,2.5
RM14 1,141.0,1.3
RM14 2,105.0,1.3
RM14 3,48.0,0.6
RM15 4,124.0,1.6
RM15 5,248.0,2.2
RM15 6,153.0,1.9
RM16 2,156.0,1.3
RM16 3,45.0,1.3
RM16 4,180.0,1.8
RM16 5,7.0,0.9
RM16 6,746.0,5.1
RM17 5,663.0,5.4
RM17 6,1472.0,9.8
RM18 7,278.0,5.9
RM18 8,255.0,2.1
RM19 1,606.0,9.3
RM2  5,113.0,1.7
RM2  6,113.0,1.7
RM20 3,167.0,8.5
RM20 4,301.0,10.3
RM3  0,204.0,2.0
RM3  7,309.0,3.4
RM3  8,369.0,3.5
RM3  9,265.0,2.5
RM4  1,38.0,0.9
RM5  2,175.0,2.0
RM5  3,192.0,2.0
RM6  4,643.0,5.5
RM6  5,543.0,4.6
RM6  6,543.0,5.8
RM7  0,455.0,4.2
RM7  7,145.0,2.9
RM7  8,179.0,2.4
RM7  9,214.0,3.9
RM8  1,733.0,6.4
RM8  2,1221.0,7.7
RM8  3,746.0,6.3
RM9  4,1258.0,9.8
RM9  5,894.0,7.4
RM9  6,962.0,8.5
S1   2,67.0,5.0
S1   3,9.0,3.7
S1   4,579.0,6.4
S10  1,430.0,2.8
S10  2,245.0,4.3
S10  3,245.0,2.3
S10  4,102.0,1.5
S10  5,155.0,1.8
S11  7,172.0,1.6
S11  8,422.0,3.1
S11  9,118.0,1.2
S12  2,80.0,0.7
S12  3,39.0,0.4
S12  4,117.0,0.9
S13  7,47.0,0.5
S13  8,123.0,0.9
S13  9,44.0,0.6
S14  1,171.0,1.8
S17  3,87.0,1.2
S17  4,48.0,0.6
S18  1,44.0,0.6
S18  2,42.0,0.7
S18  3,6.0,0.4
S18  4,11.0,0.7
S18  7,7.0,0.4
S18  8,25.0,0.4
S2   1,323.0,3.3
S2   2,317.0,2.8
S2   3,236.0,2.9
S2   4,231.0,3.5
S2   5,418.0,4.7
S20  1,41.0,0.6
S20  2,25.0,0.6
S20  3,0.0,0.0
S20  4,28.0,0.7
S20  5,17.0,0.3
S20  6,19.0,0.7
S20  7,35.0,0.9
S20  8,84.0,2.0
S21  1,47.0,0.6
S21  2,5.0,0.3
S21  3,23.0,0.8
S21  4,35.0,0.5
S21  5,2.0,0.2
S25  1,9.0,0.7
S25  2,71.0,0.8
S25  3,32.0,1.6
S25  4,28.0,0.4
S25  5,8.0,0.3
S26  1,8.0,0.5
S26  2,34.0,0.5
S26  3,7.0,0.3
S26  4,35.0,0.6
S26  5,32.0,1.0
S26  6,21.0,0.6
S26  7,10.0,0.5
S3   7,672.0,6.2
S3   8,181.0,5.9
S3   9,265.0,5.0
S32  1,13.0,0.6
S32  2,6.0,0.7
S32  3,0.0,0.0
S32  4,3.0,0.6
S32  5,11.0,1.1
S33  0,14.0,0.9
S33  6,5.0,0.5
S33  7,9.0,2.5
S33  8,6.0,0.9
S33  9,4.0,0.3
S35  0,26.0,0.4
S35  1,30.0,0.4
S35  2,15.0,0.2
S35  3,18.0,0.5
S35  4,33.0,0.5
S35  7,19.0,0.6
S35  8,11.0,0.2
S35  9,28.0,0.6
S36  1,24.0,0.3
S36  2,25.0,0.4
S36  3,1.0,0.3
S36  4,6.0,0.8
S36  6,31.0,0.5
S36  7,3.0,0.2
S36  8,12.0,0.7
S36  9,24.0,0.8
S4   7,329.0,4.7
S4   8,607.0,8.2
S40  1,89.0,2.2
S40  2,118.0,1.1
S40  3,67.0,0.7
S40  4,134.0,1.2
S41  0,124.0,1.0
S41  7,138.0,2.2
S41  8,111.0,1.0
S41  9,54.0,0.9
S42  5,37.0,0.3
S42  6,36.0,0.3
S42  7,28.0,0.6
S43  1,47.0,0.5
S43  2,38.0,0.5
S43  3,61.0,0.4
S43  4,69.0,0.7
S44  5,49.0,0.6
S44  6,95.0,0.7
S45  0,10.0,0.6
S45  8,11.0,0.3
S45  9,34.0,0.4
S5   0,105.0,0.9
S5   6,466.0,3.6
S5   7,184.0,1.4
S5   8,152.0,1.2
S5   9,53.0,0.5
S6   1,168.0,1.4
S6   2,127.0,1.6
S6   3,262.0,3.4
S6   4,124.0,0.9
S6   5,80.0,0.8
S6   6,39.0,0.5
S60  1,79.0,6.3
S60  2,465.0,6.8
S60  3,131.0,1.7
S60  4,37.0,0.6
S60  5,116.0,0.8
S61  1,334.0,4.7
S61  2,92.0,0.7
S61  3,48.0,0.6
S61  4,64.0,0.8
S62  5,39.0,0.6
S62  6,65.0,1.4
S62  7,31.0,0.4
S63  0,52.0,0.6
S63  6,30.0,0.3
S63  7,48.0,0.7
S63  8,48.0,0.7
S63  9,69.0,1.1
S64  0,67.0,0.9
S64  5,4.0,0.2
S64  8,53.0,0.4
S64  9,160.0,2.0
S65  1,676.0,11.8
S65  2,337.0,2.5
S65  3,53.0,0.6
S65  4,35.0,0.5
S66  1,18.0,0.3
S66  2,37.0,0.4
S66  3,33.0,0.5
S66  7,87.0,0.9
S66  8,20.0,0.2
S66  9,9.0,0.2
S7   1,303.0,3.1
S7   2,139.0,1.8
S70  1,227.0,4.0
S70  2,91.0,5.6
S70  3,171.0,2.1
S70  4,171.0,2.1
S70  5,49.0,0.6
S70  6,269.0,3.5
S71  1,159.0,2.0
S71  2,67.0,0.7
S71  3,57.0,0.6
S71  4,47.0,0.5
S71  5,75.0,0.9
S72  0,16.0,0.5
S72  7,110.0,2.4
S72  8,73.0,0.6
S72  9,19.0,0.4
S73  0,147.0,1.2
S73  8,135.0,1.6
S73  9,42.0,0.6
S74  0,39.0,0.5
S74  8,37.0,0.9
S74  9,27.0,0.4
S75  1,54.0,0.8
S75  2,115.0,1.3
S75  3,43.0,0.6
S75  4,34.0,0.7
S75  5,58.0,0.7
S75  6,64.0,0.9
S8   0,242.0,2.2
S8   7,119.0,1.0
S8   8,155.0,1.2
S8   9,234.0,2.3
S80  1,376.0,6.8
S80  2,475.0,4.9
S80  3,97.0,1.9
S80  4,106.0,1.1
S81  0,221.0,2.0
S81  7,240.0,2.3
S81  8,90.0,1.2
S81  9,57.0,0.7
S9   1,460.0,3.8
S9   3,120.0,3.5
S9   4,184.0,2.2
S9   5,213.0,5.1
SE1  0,585.0,12.0
SE1  1,408.0,9.5
SE1  2,1129.0,14.3
SE1  3,999.0,11.2
SE1  4,1086.0,10.2
SE1  5,1282.0,11.3
SE1  6,747.0,11.7
SE1  7,666.0,11.9
SE1  8,402.0,9.9
SE1  9,266.0,8.8
SE10 0,835.0,10.7
SE10 8,518.0,6.9
SE10 9,745.0,8.6
SE11 4,735.0,8.3
SE11 5,1047.0,14.3
SE11 6,669.0,11.5
SE12 0,576.0,6.7
SE12 8,519.0,6.5
SE12 9,693.0,6.6
SE13 5,1150.0,9.0
SE13 6,1245.0,10.4
SE13 7,1863.0,10.6
SE14 5,1698.0,11.3
SE14 6,996.0,10.3
SE15 1,668.0,9.4
SE15 2,1160.0,9.3
SE15 3,1002.0,7.0
SE15 4,594.0,7.1
SE15 5,820.0,8.6
SE15 6,1177.0,9.5
SE16 2,1051.0,10.4
SE16 3,1120.0,10.9
SE16 4,820.0,12.3
SE16 5,879.0,13.8
SE16 6,675.0,13.7
SE16 7,929.0,13.9
SE17 1,887.0,11.3
SE17 2,1420.0,10.3
SE17 3,1362.0,11.3
SE18 1,1029.0,7.0
SE18 2,449.0,4.5
SE18 3,763.0,6.5
SE18 4,536.0,7.0
SE18 5,792.0,7.6
SE18 6,1168.0,12.0
SE18 7,1061.0,8.1
SE19 1,718.0,8.2
SE19 2,610.0,7.8
SE19 3,1007.0,9.1
SE2  0,735.0,5.8
SE2  9,878.0,6.0
SE20 7,703.0,6.1
SE20 8,937.0,8.3
SE21 7,197.0,5.0
SE21 8,855.0,7.5
SE22 0,679.0,6.5
SE22 8,847.0,7.9
SE22 9,583.0,6.7
SE23 1,667.0,7.7
SE23 2,998.0,7.7
SE23 3,1061.0,8.9
SE24 0,878.0,9.5
SE24 9,699.0,7.2
SE25 4,754.0,6.0
SE25 5,634.0,6.7
SE25 6,922.0,7.3
SE26 4,888.0,9.1
SE26 5,800.0,10.1
SE26 6,805.0,7.6
SE27 0,1555.0,12.4
SE27 9,1064.0,11.5
SE28 0,1504.0,13.4
SE28 8,1703.0,9.3
SE3  0,365.0,6.0
SE3  7,605.0,7.0
SE3  8,580.0,6.1
SE3  9,520.0,6.9
SE4  1,1707.0,9.9
SE4  2,1186.0,10.4
SE5  0,1013.0,10.9
SE5  7,953.0,8.8
SE5  8,1311.0,8.9
SE5  9,1350.0,11.8
SE6  1,1047.0,6.2
SE6  2,1184.0,8.9
SE6  3,654.0,5.9
SE6  4,1110.0,9.2
SE7  7,921.0,7.7
SE7  8,614.0,6.7
SE8  3,1089.0,10.4
SE8  4,823.0,10.9
SE8  5,1134.0,11.6
SE9  1,446.0,3.8
SE9  2,399.0,4.0
SE9  3,510.0,4.0
SE9  4,518.0,4.3
SE9  5,492.0,6.8
SE9  6,623.0,6.9
SG1  1,323.0,4.5
SG1  2,216.0,2.9
SG1  3,274.0,3.3
SG1  4,362.0,3.4
SG1  5,232.0,2.1
SG1  6,191.0,2.8
SG10 6,28.0,1.3
SG11 1,63.0,1.3
SG11 2,28.0,0.9
SG12 0,163.0,1.7
SG12 7,179.0,2.0
SG12 8,82.0,1.3
SG12 9,147.0,2.8
SG13 7,286.0,2.7
SG13 8,103.0,1.7
SG14 1,98.0,3.9
SG14 2,147.0,2.0
SG14 3,131.0,1.5
SG15 6,89.0,1.6
SG16 6,96.0,1.6
SG17 5,137.0,1.1
SG18 0,137.0,1.8
SG18 8,217.0,2.2
SG18 9,75.0,1.1
SG19 1,166.0,1.7
SG19 2,126.0,1.3
SG19 3,68.0,1.4
SG2  0,151.0,1.9
SG2  7,135.0,1.7
SG2  8,239.0,1.9
SG2  9,265.0,2.0
SG3  6,134.0,1.9
SG4  0,306.0,3.5
SG4  7,68.0,1.3
SG4  8,97.0,1.5
SG4  9,215.0,2.5
SG5  1,322.0,4.5
SG5  2,215.0,2.6
SG5  3,67.0,1.1
SG5  4,164.0,1.7
SG6  1,185.0,2.6
SG6  2,174.0,2.2
SG6  3,160.0,2.6
SG6  4,259.0,2.1
SG7  5,91.0,2.1
SG7  6,143.0,1.6
SG8  0,59.0,1.4
SG8  5,269.0,2.5
SG8  6,130.0,1.8
SG8  7,157.0,2.1
SG8  8,44.0,1.3
SG8  9,108.0,2.0
SG9  0,59.0,1.8
SG9  9,49.0,0.8
SK1  2,17.0,1.0
SK1  3,50.0,2.0
SK1  4,43.0,0.6
SK10 1,72.0,2.2
SK10 2,147.0,1.4
SK10 3,137.0,1.3
SK10 4,60.0,0.9
SK10 5,91.0,1.0
SK11 0,29.0,0.7
SK11 6,118.0,3.2
SK11 7,215.0,1.8
SK11 8,166.0,1.3
SK11 9,29.0,0.7
SK12 1,106.0,0.7
SK12 2,46.0,1.0
SK13 0,13.0,0.7
SK13 1,57.0,0.8
SK13 2,21.0,0.6
SK13 5,4.0,0.3
SK13 6,23.0,0.4
SK13 7,20.0,0.5
SK13 8,72.0,0.8
SK14 1,103.0,1.7
SK14 2,50.0,1.2
SK14 3,53.0,0.8
SK14 4,135.0,1.1
SK14 5,78.0,0.8
SK14 6,35.0,0.8
SK14 8,14.0,0.5
SK15 1,122.0,1.4
SK15 2,102.0,1.1
SK15 3,133.0,1.4
SK16 4,147.0,1.8
SK16 5,129.0,1.1
SK17 0,16.0,0.5
SK17 6,168.0,2.0
SK17 7,118.0,1.6
SK17 8,18.0,0.3
SK17 9,53.0,0.7
SK2  5,95.0,0.7
SK2  6,128.0,1.7
SK2  7,87.0,1.2
SK22 1,4.0,0.4
SK22 2,14.0,0.6
SK22 3,38.0,1.2
SK22 4,62.0,1.1
SK23 0,20.0,0.4
SK23 6,18.0,0.8
SK23 7,49.0,0.6
SK23 9,19.0,0.8
SK3  0,86.0,1.2
SK3  8,209.0,1.7
SK3  9,147.0,1.7
SK4  1,59.0,1.6
SK4  2,106.0,1.3
SK4  3,110.0,1.3
SK4  4,115.0,1.5
SK4  5,69.0,0.9
SK5  6,162.0,1.2
SK5  7,95.0,1.2
SK5  8,79.0,1.1
SK6  1,56.0,0.6
SK6  2,56.0,0.8
SK6  3,29.0,0.6
SK6  4,59.0,0.9
SK6  5,51.0,0.9
SK6  6,64.0,1.0
SK6  7,66.0,1.0
SK6  8,15.0,0.4
SK7  1,44.0,0.7
SK7  2,65.0,0.9
SK7  3,95.0,1.4
SK7  4,104.0,1.4
SK7  5,52.0,0.9
SK7  6,28.0,0.4
SK8  1,45.0,0.8
SK8  2,78.0,1.1
SK8  3,187.0,1.5
SK8  4,138.0,1.6
SK8  5,100.0,1.2
SK8  6,95.0,1.2
SK8  7,68.0,0.8
SK9  1,66.0,2.8
SK9  2,190.0,2.1
SK9  3,109.0,1.7
SK9  4,66.0,1.6
SK9  5,105.0,2.1
SK9  6,69.0,1.3
SK9  7,130.0,2.2
SL0  0,106.0,1.9
SL0  9,136.0,2.5
SL1  1,1000.0,17.4
SL1  2,2455.0,15.0
SL1  3,2102.0,13.3
SL1  4,112.0,25.1
SL1  5,998.0,7.2
SL1  6,449.0,6.1
SL1  7,151.0,2.9
SL1  8,84.0,2.4
SL1  9,338.0,13.3
SL2  1,1901.0,12.5
SL2  2,608.0,7.7
SL2  3,193.0,2.7
SL2  4,199.0,3.6
SL2  5,1920.0,11.0
SL3  0,401.0,10.2
SL3  6,99.0,3.3
SL3  7,843.0,5.6
SL3  8,1412.0,8.2
SL3  9,307.0,5.2
SL4  1,266.0,8.4
SL4  2,175.0,2.7
SL4  3,524.0,6.0
SL4  4,405.0,3.9
SL4  5,447.0,4.8
SL4  6,238.0,4.8
SL5  0,196.0,5.2
SL5  7,287.0,5.3
SL5  8,247.0,3.4
SL5  9,403.0,5.4
SL6  0,161.0,3.3
SL6  1,412.0,8.2
SL6  2,534.0,5.0
SL6  3,288.0,2.6
SL6  4,542.0,7.0
SL6  5,232.0,3.4
SL6  6,392.0,4.1
SL6  7,643.0,6.8
SL6  8,372.0,5.7
SL6  9,149.0,2.4
SL7  1,249.0,3.4
SL7  2,132.0,2.4
SL7  3,178.0,2.2
SL8  5,140.0,2.2
SL9  0,128.0,2.5
SL9  7,212.0,3.9
SL9  8,144.0,3.2
SL9  9,183.0,3.2
SM1  1,196.0,7.7
SM1  2,977.0,7.0
SM1  3,592.0,5.0
SM1  4,789.0,8.0
SM2  5,766.0,6.3
SM2  6,654.0,6.7
SM2  7,146.0,2.6
SM3  8,256.0,3.4
SM3  9,495.0,3.7
SM4  4,996.0,6.9
SM4  5,1140.0,12.3
SM4  6,1165.0,8.9
SM5  1,630.0,4.8
SM5  2,436.0,3.9
SM5  3,238.0,3.0
SM5  4,142.0,2.2
SM6  0,262.0,4.3
SM6  7,261.0,4.0
SM6  8,402.0,3.5
SM6  9,398.0,3.2
SM7  1,110.0,1.6
SM7  2,127.0,1.8
SM7  3,69.0,1.5
SN1  1,126.0,16.1
SN1  2,1716.0,18.8
SN1  3,404.0,6.6
SN1  4,263.0,3.5
SN1  5,730.0,13.6
SN1  7,33.0,3.9
SN10 1,74.0,1.9
SN10 2,131.0,2.0
SN10 3,96.0,1.3
SN10 4,52.0,1.0
SN10 5,94.0,1.1
SN11 0,88.0,1.5
SN11 8,77.0,1.0
SN11 9,107.0,1.2
SN12 6,112.0,1.2
SN12 7,163.0,1.7
SN12 8,62.0,1.1
SN13 0,79.0,1.7
SN13 8,44.0,1.7
SN13 9,120.0,1.3
SN14 0,181.0,1.4
SN14 6,122.0,1.6
SN14 7,39.0,1.4
SN14 8,58.0,1.1
SN15 1,146.0,2.2
SN15 2,96.0,1.9
SN15 3,284.0,2.5
SN15 4,62.0,0.8
SN15 5,33.0,0.9
SN16 0,77.0,1.3
SN16 9,96.0,1.2
SN2  1,627.0,4.6
SN2  2,565.0,5.2
SN2  5,96.0,1.6
SN2  7,140.0,1.6
SN2  8,139.0,6.1
SN25 1,297.0,3.0
SN25 2,386.0,4.0
SN25 3,105.0,1.4
SN25 4,227.0,2.8
SN26 7,7.0,0.5
SN26 8,1.0,0.3
SN3  1,278.0,3.6
SN3  2,318.0,2.9
SN3  3,218.0,2.5
SN3  4,202.0,1.6
SN3  5,63.0,1.4
SN3  6,117.0,1.8
SN4  0,110.0,1.4
SN4  7,75.0,1.1
SN4  8,69.0,1.1
SN4  9,55.0,0.8
SN5  0,5.0,1.3
SN5  3,8.0,0.8
SN5  4,43.0,1.1
SN5  5,315.0,3.6
SN5  6,152.0,3.2
SN5  7,139.0,3.8
SN5  8,376.0,3.6
SN6  6,55.0,0.8
SN6  7,83.0,0.9
SN6  8,93.0,1.8
SN7  7,147.0,1.6
SN7  8,92.0,2.1
SN8  1,174.0,2.6
SN8  2,107.0,1.7
SN8  3,80.0,1.2
SN8  4,38.0,0.9
SN9  5,46.0,0.9
SN9  6,39.0,1.2
SO14 0,1335.0,17.2
SO14 1,407.0,11.8
SO14 2,104.0,9.0
SO14 3,693.0,10.9
SO14 5,294.0,11.7
SO14 6,709.0,11.8
SO14 7,26.0,10.5
SO15 0,65.0,5.3
SO15 1,221.0,13.7
SO15 2,860.0,8.6
SO15 3,971.0,13.9
SO15 4,152.0,4.8
SO15 5,1331.0,10.6
SO15 7,162.0,5.5
SO15 8,231.0,6.4
SO16 0,6.0,0.4
SO16 2,63.0,7.7
SO16 3,779.0,7.0
SO16 4,417.0,5.8
SO16 5,365.0,4.8
SO16 6,619.0,8.5
SO16 7,293.0,4.7
SO16 8,237.0,1.9
SO16 9,393.0,3.3
SO17 1,413.0,6.0
SO17 2,786.0,10.2
SO17 3,459.0,9.7
SO18 1,562.0,6.8
SO18 2,376.0,3.6
SO18 3,92.0,2.2
SO18 4,188.0,4.5
SO18 5,167.0,2.2
SO18 6,71.0,3.1
SO19 0,83.0,2.2
SO19 1,64.0,2.2
SO19 2,198.0,3.2
SO19 4,85.0,4.3
SO19 5,34.0,2.2
SO19 6,198.0,2.1
SO19 7,224.0,3.0
SO19 8,201.0,2.5
SO19 9,551.0,3.7
