ward,youth,pop
E05000213,0.0720440228803128,13811
E05000214,0.09501061571125266,16956
E05000215,0.0646619941216369,13269
E05000216,0.08430213677989219,15397
E05000217,0.09084953046516707,13737
E05000218,0.07805026193910865,13171
E05000219,0.1432259073842303,12784
E05000220,0.09002532472837187,12241
E05000221,0.08458704329137243,19542
E05000222,0.12552803379416283,20832
E05000223,0.09350173151354654,14727
E05000224,0.07940224502444736,14521
E05000225,0.09385411861192271,19509
E05000226,0.08645420550315343,17917
E05000227,0.08439331141917965,13994
E05000228,0.09609596880166166,23591
E05000229,0.09867256637168141,18080
E05000230,0.08467295513927638,22581
E05000250,0.07081601980373088,11311
E05000251,0.0808606866305763,14593
E05000252,0.10443995963673057,11892
E05000253,0.11306871178360452,9649
E05000254,0.0880707453528244,11082
E05000255,0.13035698309027466,11177
E05000256,0.09805440771349862,11616
E05000257,0.08109614491407338,10765
E05000258,0.10986801852984879,11441
E05000259,0.07689221717036641,7478
E05000260,0.0757959479015919,11056
E05000261,0.06848920863309353,10425
E05000262,0.08221783852331971,14194
E05000263,0.07375470908329845,11945
E05000264,0.08801172268522758,10919
E05000265,0.10271274619100706,13455
E05000266,0.0722521137586472,11709
E05000267,0.08682874699438953,14972
E05000268,0.0949635520212061,15090
E05000269,0.05004042037186742,12370
E05000270,0.08414366373902132,12752
E05000271,0.07788359788359789,14175
E05000272,0.06735989693567682,10867
E05000273,0.07711737311547873,12669
E05000274,0.06313012343352492,10613
E05000275,0.0956401292790713,15161
E05000276,0.09996345029239766,16416
E05000277,0.08863678863055538,16043
E05000278,0.10206857466704448,17645
E05000279,0.06359839916478162,11494
E05000280,0.09653510093401627,16595
E05000281,0.15316112904905738,19202
E05000282,0.09563155625808306,13918
E05000283,0.11983685576566555,13485
E05000284,0.08399800598205384,16048
E05000285,0.0908851884312007,11410
E05000286,0.07451038138713002,13582
E05000287,0.08804478208716514,12505
E05000288,0.07090339957778263,13737
E05000289,0.12229378443392566,12887
E05000290,0.08979271903849503,11482
E05000291,0.06972789115646258,10584
E05000292,0.07989690721649484,10088
E05000293,0.08283768640634429,11601
E05000294,0.0937253872407456,11427
E05000295,0.08346088052579455,11107
E05000296,0.07800061236987141,13064
E05000297,0.07031911889296809,10623
E05000298,0.06741361453723754,10621
E05000299,0.08870774394629585,12513
E05000300,0.08288288288288288,11100
E05000301,0.09626395648439737,13972
E05000302,0.09554850330217,11659
E05000303,0.0779415438421184,12009
E05000304,0.09316409490625518,12054
E05000305,0.09083371718102257,10855
E05000306,0.08914182678762608,17747
E05000307,0.08264270776856944,12911
E05000308,0.08488165908565261,12971
E05000309,0.09262634631317315,12070
E05000310,0.10106225149842739,16851
E05000311,0.090828853406082,12463
E05000312,0.08244570480011067,14458
E05000313,0.09835352143323421,13787
E05000314,0.09051164697042148,14639
E05000315,0.09764714726001654,13303
E05000316,0.08844791974033639,13556
E05000317,0.08323344321246628,13348
E05000318,0.09170305676855896,13282
E05000319,0.08024724827847964,18443
E05000320,0.08504504504504505,13875
E05000321,0.09457729875378916,14845
E05000322,0.07976314872866597,14355
E05000323,0.0850399695470118,13135
E05000324,0.09442640692640693,14784
E05000325,0.09671453437771976,18384
E05000326,0.25264789460087833,15484
E05000327,0.07681257393949636,11834
E05000328,0.10438413361169102,13412
E05000329,0.07997495891697316,12779
E05000330,0.07495016611295681,7525
E05000331,0.07027768255056564,14585
E05000332,0.09618610078028149,13713
E05000333,0.08452708471682004,10541
E05000334,0.07163227646368059,11922
E05000335,0.06031460674157303,11125
E05000336,0.07324550501284283,12069
E05000337,0.09305778987749042,16162
E05000338,0.08248286367098248,13130
E05000339,0.09666788722079825,16386
E05000340,0.08976930792377132,13958
E05000341,0.2338154487462894,15833
E05000342,0.08349844324936315,17665
E05000343,0.06830859006264481,11653
E05000344,0.08469421487603306,15125
E05000345,0.09296623231049461,14274
E05000346,0.09155697767435096,13751
E05000347,0.11277667921158385,15677
E05000348,0.07135874877810362,11253
E05000349,0.07449406838799721,11464
E05000350,0.09131304154632304,13503
E05000351,0.09269221219895721,12083
E05000352,0.11462642978826965,16436
E05000353,0.09638095238095239,13125
E05000354,0.0841174561972745,12328
E05000355,0.08344288918103782,12931
E05000356,0.08751884471951123,12603
E05000357,0.09577400091869545,13062
E05000358,0.06798356688615004,17769
E05000359,0.08159306911488977,15467
E05000360,0.09078151039382511,11401
E05000361,0.0740868366643694,14510
E05000362,0.08130015400826782,12337
E05000363,0.07675211142391465,13498
E05000364,0.0787797281993205,14128
E05000365,0.06905045014438593,11774
E05000366,0.107981220657277,13419
E05000367,0.19964339744975146,18508
E05000368,0.1494560149207336,16085
E05000369,0.08233660004629986,12959
E05000370,0.19495928654517256,12895
E05000371,0.13031637501448604,17258
E05000372,0.08079826593915838,13379
E05000373,0.08140229011776198,18427
E05000374,0.10622309197651664,12775
E05000375,0.17792792792792791,18204
E05000376,0.11001949317738792,12825
E05000377,0.0918217946036394,14343
E05000378,0.1090526971277341,12847
E05000379,0.080111960057493,13219
E05000380,0.1045684534721713,13637
E05000381,0.09943741209563994,14220
E05000400,0.07667862634546387,9755
E05000401,0.08681016015505458,9803
E05000402,0.07250181028240406,11048
E05000403,0.08650541897964578,15132
E05000404,0.07198593252005715,9099
E05000405,0.07120448711854739,10519
E05000406,0.15810111797096613,11986
E05000407,0.07622010499708341,10286
E05000408,0.15255348799081891,12199
E05000409,0.11635475996745322,11061
E05000410,0.06936357135560323,9789
E05000411,0.0695364238410596,9362
E05000412,0.23196033562166285,13110
E05000413,0.061693875710291335,11087
E05000414,0.07563266871165644,10432
E05000415,0.06920832914193743,9941
E05000416,0.24403355868697565,12277
E05000417,0.0775532169337479,16724
E05000418,0.0632920773734529,13493
E05000419,0.0709239316825571,14579
E05000420,0.09247777257838091,17096
E05000421,0.08305015631371483,14714
E05000422,0.06968063044379925,14466
E05000423,0.07248271997011022,16059
E05000424,0.0706494483450351,15952
E05000425,0.10440585939709292,17681
E05000426,0.08152207759855515,16057
E05000427,0.08158866995073892,16240
E05000428,0.06373008434864105,17072
E05000429,0.08255667922532883,15129
E05000430,0.06518812896609191,15601
E05000431,0.07432166732206055,15258
E05000432,0.06179538192560439,16587
E05000433,0.07163039327987782,13095
E05000434,0.06228789592760181,14144
E05000435,0.07756541102245315,16167
E05000436,0.090247173788082,15657
E05000437,0.08440230526120096,16137
E05000438,0.0687529634898056,14763
E05000439,0.11322077781973137,18539
E05000440,0.09510264654959188,16172
E05000441,0.062372448979591835,15680
E05000442,0.08908302512434639,15682
E05000443,0.10557666632432988,19474
E05000444,0.06722222222222222,16200
E05000445,0.07913296667745066,15455
E05000446,0.09773774044974262,14764
E05000447,0.07058750619732275,16136
E05000448,0.08197698409059649,21811
E05000449,0.11032090199479619,17295
E05000450,0.069752006275267,16573
E05000451,0.0820808539353414,16301
E05000452,0.07452646486103735,16947
E05000453,0.09530833380609292,17627
E05000454,0.10100945971684337,15751
E05000455,0.060961098398169336,10925
E05000456,0.0800506917309114,9469
E05000457,0.07324392760011254,10663
E05000458,0.08891838088918382,12056
E05000459,0.05588923953985544,9823
E05000460,0.08870080406263224,11815
E05000461,0.07795591182364729,9980
E05000462,0.047780080724337294,9167
E05000463,0.07626808276872368,10922
E05000464,0.09387911982319593,10407
E05000465,0.08176722716782064,9099
E05000466,0.06964824120603015,9950
E05000467,0.1007364305845986,10999
E05000468,0.08723110321689363,10134
E05000469,0.055649408725032296,10063
E05000470,0.08533977874872176,10757
E05000471,0.05454190652746609,10249
E05000472,0.07005211489516422,8251
E05000473,0.07164002368265246,10134
E05000474,0.07140941996603807,11189
E05000475,0.12134997233663244,16267
E05000476,0.09616505420212146,17158
E05000477,0.11100964556817533,17521
E05000478,0.10024028416213958,19144
E05000479,0.10602426636568849,14176
E05000480,0.10126290294677354,17341
E05000481,0.0940217025005055,14837
E05000482,0.1067603160667252,17085
E05000483,0.10229108093557457,16717
E05000484,0.10851949189662724,18264
E05000485,0.09619794809897404,16570
E05000486,0.09132629646626893,15253
E05000487,0.10302400612456937,18287
E05000488,0.09494027143661267,15989
E05000489,0.1075968992248062,16125
E05000490,0.10545674132630654,18216
E05000491,0.10463768115942029,13800
E05000492,0.14622343782873976,33271
E05000493,0.09785280041391799,15462
E05000494,0.10658269242415067,16513
E05000495,0.09509319132750095,15774
E05000496,0.09377580899466927,13319
E05000497,0.09024015525188,12367
E05000498,0.09610176963284842,15879
E05000499,0.06934768841038633,12632
E05000500,0.11645677090703269,14134
E05000501,0.09383836003770028,16976
E05000502,0.09563942836203737,13645
E05000503,0.09243447917440048,13469
E05000504,0.09929454600622013,13183
E05000505,0.10140102649465946,14418
E05000506,0.08927808628791115,14046
E05000507,0.09553496208930076,17805
E05000508,0.10463655003637806,15119
E05000509,0.07543466068424004,10698
E05000510,0.1079196413747302,18069
E05000511,0.08171994597028366,13326
E05000512,0.09906462585034014,16464
E05000513,0.06305732484076433,12560
E05000514,0.08495464497966844,15985
E05000515,0.07342451959385751,11917
E05000516,0.07603041216486595,9996
E05000517,0.057713963963963964,10656
E05000518,0.06807994023160253,10708
E05000519,0.06185852981969487,10815
E05000520,0.06312518209187142,10297
E05000521,0.06757607555089191,9530
E05000522,0.10198054204308547,11512
E05000523,0.08345766505035435,10724
E05000524,0.06259699948266943,11598
E05000525,0.05013879250520472,11528
E05000526,0.05405405405405406,11544
E05000527,0.06018011951855905,11881
E05000528,0.06691930066316425,11611
E05000529,0.10460210930009588,10430
E05000530,0.0709358687546607,10728
E05000531,0.06326697572947913,11001
E05000532,0.07149923554276463,11119
E05000533,0.07968406318736253,10002
E05000534,0.09580616478956729,13496
E05000535,0.07808784882993368,15982
E05000536,0.19831759864439602,16524
E05000537,0.17164810835449631,15357
E05000538,0.06906300484652665,12380
E05000539,0.04506224700221492,13093
E05000540,0.11505211278985214,12377
E05000541,0.08670424403183023,12064
E05000542,0.12382234185733512,18575
E05000543,0.09198362387744322,15144
E05000544,0.10915362818775409,16234
E05000545,0.07547414072108227,15449
E05000546,0.09449785232153815,14667
E05000547,0.058611111111111114,14400
E05000548,0.0687858813523283,18812
E05000549,0.08507947976878613,16608
E05000550,0.09982068141063957,15057
E05000551,0.10402445961319681,14064
E05000552,0.06896316041282209,14631
E05000553,0.06058398591634796,16473
E05000554,0.07006617360840794,12845
E05000555,0.0836021753156973,10849
E05000556,0.09822537710736469,11270
E05000557,0.07294745875846285,10487
E05000558,0.07369010927430653,10707
E05000559,0.07627519636604524,10567
E05000560,0.08393714124400113,10627
E05000561,0.09109386548410939,10824
E05000562,0.09239811912225705,12760
E05000563,0.09477845192130907,10878
E05000564,0.06567643516659975,12455
E05000565,0.07957917453466415,11121
E05000566,0.0551313093685975,10738
E05000567,0.06807321251465152,11091
E05000568,0.084313005143277,10888
E05000569,0.07329662766689608,11624
E05000570,0.07216963960684383,10988
E05000571,0.086913498804320935,12127
E05000572,0.07589487992750339,13242
E05000590,0.1095776980402981,14492
E05000591,0.08915791076595096,13134
E05000592,0.081784873069877,15284
E05000593,0.0740533482559224,10722
E05000594,0.0902739974596262,11022
E05000595,0.09605947955390334,13450
E05000596,0.0786616722747762,15751
E05000597,0.08846123386394235,12627
E05000598,0.08290067239765087,11749
E05000599,0.06576271186440678,14750
E05000600,0.09434086134453781,15232
E05000601,0.08422487223168654,14675
E05000602,0.0823454530988941,12569
E05000603,0.087352362204724407,16256
E05000604,0.09398496240601503,15694
E05000605,0.08356889178806987,13797
E05000606,0.09028687927770497,13734
E05000607,0.0931325685149777,12552
E05000608,0.07241129616220131,13810
E05000609,0.08074621612108412,14205
E05000610,0.05550671857340198,15926
E05000611,0.06292443288542118,13842
E05000612,0.08277323645171057,16515
E05000613,0.05867705273911378,15662
E05000614,0.05505544683626876,15330
E05000615,0.08838144817794605,16904
E05000616,0.06579453636013852,15594
E05000617,0.08721438381820452,16018
E05000618,0.05425358981305879,14764
E05000619,0.048214396236925174,16157
E05000620,0.07852294325278306,18415
E05000621,0.1853811711345002,17197
E05000622,0.06977124183006536,18360
E05000623,0.06235089302985363,15509
E05000624,0.052071635439446776,16919
E05000625,0.053376769828342316,15962
E05000626,0.09665564130834252,16326
E05000627,0.06287888559267381,15506
E05000628,0.07517056530214425,16416
E05000629,0.07969877627863194,15935
E05000630,0.06931860036832413,13575
E05000631,0.05503284218001065,11266
E05000632,0.09872276483846731,13310
E05000633,0.08097239992688722,10942
E05000634,0.10408115852241927,12913
E05000635,0.07378087397086763,12632
E05000636,0.12509558036397003,13078
E05000637,0.2122005988023952,10688
E05000638,0.07470312068489368,14484
E05000639,0.06911118621155796,11836
E05000640,0.0697716894977169,10950
E05000641,0.11673247778874629,12156
E05000642,0.09760616616023123,13493
E05000643,0.07840144314160827,14413
E05000644,0.082358040745557,11535
E05000645,0.06861788617886179,9225
E05000646,0.07199312714776632,11640
E05000647,0.084431429965837,10245
E05000648,0.08528464017185822,13965
E05000649,0.06971887550200803,12450
E05000650,0.09197348003949782,14178
E05000651,0.07438159487977858,11562
E05000652,0.08640479076067584,14027
E05000653,0.08495781204538842,13748
E05000654,0.10663550827132402,16261
E05000655,0.10238550206496949,16223
E05000656,0.12459433662106267,15715
E05000657,0.11406346802505679,14527
E05000658,0.10227960459955618,14871
E05000659,0.08055535978574953,14189
E05000660,0.07735314390748257,13057
E05000661,0.0868784192047032,12247
E05000662,0.0867854183927092,14484
E05000663,0.08563441739960455,14667
E05000664,0.08166983523447402,12624
E05000665,0.11348912540490513,17288
E05000666,0.0888268156424581,14320
E05000667,0.0986923807436628,13689
E05000668,0.07881182530162986,14173
E05000669,0.08979402915991669,12963
E05000670,0.09725294985250738,10848
E05000671,0.07371362497591058,10378
E05000672,0.09796800691742326,11565
E05000673,0.08396750748182984,11695
E05000674,0.08309532309889325,11204
E05000675,0.09540156474532971,12526
E05000676,0.06676253081347576,9736
E05000677,0.06591121738226427,9619
E05000678,0.09316821808510638,12032
E05000679,0.07971864009378664,11089
E05000680,0.0908627284317892,11765
E05000681,0.08782452232028104,11671
E05000682,0.09748867846850556,12145
E05000683,0.07462396894711305,10305
E05000684,0.0847470074171991,13617
E05000685,0.0776191433742208,9946
E05000686,0.08074206809318014,9487
E05000687,0.11675783192441572,20110
E05000688,0.26231374684421566,20201
E05000689,0.08687101586871016,14746
E05000690,0.09639425560491786,19358
E05000691,0.07185464518340762,14585
E05000692,0.09937285834357018,15467
E05000693,0.08919463087248322,14900
E05000694,0.1041268550518398,24595
E05000695,0.05491288203370465,14004
E05000696,0.07321857992659157,15802
E05000697,0.38860042482888835,25422
E05000698,0.08728610445348643,17941
E05000699,0.07965417050527956,14111
E05000700,0.07326216282291582,12271
E05000701,0.34715090795241077,15970
E05000702,0.08766464447723671,18297
E05000703,0.09501155362240044,22071
E05000704,0.09065586224360597,19745
E05000705,0.09360123214785775,14284
E05000706,0.29576819269745885,19637
E05000707,0.23250606456428438,16077
E05000708,0.1967223102229804,16414
E05000709,0.08429575696711022,15932
E05000710,0.23992042440318304,22620
E05000711,0.08564496032526724,15249
E05000712,0.07598205790403698,14714
E05000713,0.2560502741008156,14958
E05000714,0.3041075827175288,15021
E05000715,0.08091885028281195,17326
E05000716,0.09522590554204531,15626
E05000717,0.3757062146892655,14160
E05000718,0.08806797724490531,13887
E05000719,0.10982577414121464,14177
E05000720,0.08715925394548063,11152
E05000721,0.09976839479779084,11226
E05000722,0.08924819585274504,10947
E05000723,0.12961329216291723,13602
E05000724,0.0809023726176585,10284
E05000725,0.08855080944021845,10254
E05000726,0.09313485456860249,10211
E05000727,0.10517974810242722,11989
E05000728,0.11013848030422616,13937
E05000729,0.07760016187778228,9884
E05000730,0.08163265306122448,10927
E05000731,0.07058582127834205,9747
E05000732,0.0698249431312432,10111
E05000733,0.08600875592849325,10964
E05000734,0.09653165170991997,12369
E05000735,0.12627896230774308,15149
E05000736,0.0785735279710003,10207
E05000737,0.09442557134033354,12952
E05000738,0.12574981711777616,13670
E05000739,0.10134222142149356,11101
E05000740,0.08165816060826997,9601
E05000741,0.08081093823668081,10605
E05000742,0.12008676789587852,11525
E05000743,0.08899521531100478,10450
E05000744,0.08685692469218288,10477
E05000745,0.09434905817636273,11998
E05000746,0.11735408560311283,12850
E05000747,0.07428323197219809,9208
E05000748,0.12051004250354196,11999
E05000749,0.08336606441476827,10184
E05000750,0.08337793000107031,9343
E05000751,0.09170471841704718,10512
E05000752,0.0920103836169599,10401
E05000753,0.10647493973900757,12031
E05000754,0.07401688284949558,9714
E05000755,0.10586601874349184,11524
E05000756,0.08275547445255474,10960
E05000757,0.08906156604901375,11711
E05000758,0.09319200978393803,12265
E05000759,0.08311588641596317,13030
E05000760,0.07798887372730136,9527
E05000761,0.10331117968193686,16852
E05000762,0.09056217423678332,10744
E05000763,0.0928190964687315,10138
E05000764,0.07678510420225487,11708
E05000765,0.09177215189873418,9796
E05000766,0.22469788519637462,13240
E05000767,0.10526707335217973,13442
E05000768,0.1406961271797745,14279
E05000769,0.10184796304073919,14286
E05000770,0.12587559909411702,18987
E05000771,0.09043288468534012,13745
E05000772,0.08527199580199406,11434
E05000773,0.08149316508937961,11412
E05000774,0.09076546330673829,12659
E05000775,0.07854805117524546,10083
E05000776,0.10101939143098031,13047
E05000777,0.09598440545808967,12825
E05000778,0.06555753614577144,10098
E05000779,0.07664624808575804,13060
E05000780,0.07734258800198314,12102
E05000781,0.07650273224043716,13359
E05000782,0.0768909318846636,14358
E05000783,0.0940663925875928,16297
E05000784,0.08279790686891435,15097
E05000785,0.07569392348087021,13330
E05000786,0.07592099733856282,14278
E05000787,0.08865112724493696,15702
E05000788,0.07769130105379159,14519
E05000789,0.07786799916718717,14409
E05000790,0.08683671862698787,12702
E05000791,0.06833298326682069,14283
E05000792,0.07171731251742403,14348
E05000793,0.0815681082671374,13596
E05000794,0.06491973559962229,12708
E05000795,0.06599825632083696,11470
E05000796,0.07924662402274342,14070
E05000797,0.08540781218376847,14823
E05000798,0.08040347927783056,13681
E05000799,0.08013693301174823,12853
E05000800,0.08881578947368421,11552
E05000801,0.08898821617228769,12305
E05000802,0.09148862853204687,11608
E05000803,0.0834708017156054,12124
E05000804,0.08739450040838552,11019
E05000805,0.08365579509858116,10854
E05000806,0.08456659619450317,11352
E05000807,0.08456219278513705,12003
E05000808,0.0899622912551625,11138
E05000809,0.09056751467710372,12775
E05000810,0.08293968023255814,11008
E05000811,0.09136254052705961,12029
E05000812,0.08639875256928202,14109
E05000813,0.09120409906063194,11710
E05000814,0.08058388322335533,10002
E05000815,0.0717014660151044,11255
E05000816,0.10054471175669541,13218
E05000817,0.09412219644238205,12930
E05000818,0.08222501797268153,11128
E05000819,0.06201671483246114,12803
E05000820,0.06288568909785483,10209
E05000821,0.06775578594617238,9549
E05000822,0.07390266830573433,13829
E05000823,0.06597514251004578,10701
E05000824,0.085997171145686,10605
E05000825,0.10556825604180274,12248
E05000826,0.08578131374949001,9804
E05000827,0.08687374749498998,9980
E05000828,0.0722679744609975,10807
E05000829,0.0863078527312104,12467
E05000830,0.07202270280849399,10219
E05000831,0.06913123844731978,10820
E05000832,0.0946731234866828,12390
E05000833,0.05974383220149575,11633
E05000834,0.08884798795281519,11953
E05000835,0.07641474311243485,10744
E05000836,0.0868835071592717,11314
E05000837,0.07272240563933256,11207
E05000838,0.08181257163008022,11343
E05000839,0.08658446816341553,10868
E05000840,0.10722655012983723,15789
E05000841,0.08439344807516422,12027
E05000842,0.07859989061645441,12799
E05000843,0.07246121297602257,11344
E05000844,0.0786488740617181,11990
E05000845,0.0814497528830313,15175
E05000846,0.09364231564438319,11608
E05000847,0.0876999853221782,13626
E05000848,0.08430932801727718,12039
E05000849,0.08475444631486496,13663
E05000850,0.08325840676137386,11122
E05000851,0.09923503403747631,14249
E05000852,0.08651585177977783,12333
E05000853,0.08215219485344709,14534
E05000854,0.09297575118608328,15176
E05000855,0.07726479454228145,12606
E05000856,0.07260319026475909,12162
E05000857,0.08909881745276607,14714
E05000858,0.07474695042823774,11559
E05000859,0.08621268030862127,11924
E05000860,0.08551307847082495,14910
E05000861,0.07809791133492941,12113
E05000862,0.09260664946105966,13174
E05000863,0.0799185543395266,11787
E05000864,0.08620266623047354,12227
E05000886,0.07482583065380494,14928
E05000887,0.09999306085629034,14411
E05000888,0.08308803853358308,14948
E05000889,0.5412801940283832,30511
E05000890,0.11154149630586041,13941
E05000891,0.07928043230944255,14064
E05000892,0.09166011014948859,15252
E05000893,0.08664854035489411,13976
E05000894,0.07566137566137567,15120
E05000895,0.0890415617985171,14701
E05000896,0.10094461937395814,16197
E05000897,0.09323695172751777,16324
E05000898,0.34635350721701696,15796
E05000899,0.13977556834699692,17199
E05000900,0.13495245732615418,17458
E05000901,0.0887525256304722,13363
E05000902,0.12647666863555818,13544
E05000903,0.0890277459298326,17444
E05000904,0.08504562666832205,16109
E05000905,0.20965524534686972,18912
E05000906,0.17760048782966614,19679
E05000907,0.16786929884275018,22035
E05000908,0.08542557326078508,12865
E05000909,0.0877699886320576,21112
E05000910,0.09656880084895648,16962
E05000911,0.08710608759751827,16279
E05000912,0.09736403069736403,14985
E05000913,0.08721222118625833,13943
E05000914,0.06081343805894704,12859
E05000915,0.08916546416546417,16632
E05000916,0.0761663856098932,10674
E05000917,0.08409223018794808,10322
E05000918,0.09419551934826884,9820
E05000919,0.08502626970227671,11420
E05000920,0.08158230540195661,11755
E05000921,0.08034942051548175,11562
E05000922,0.0764249886000912,10965
