postcode_sectors,code_constituency,turnout,women_age30to45,perc_eu,10to14%,15%,16to17%,18to19%,20to24%,25to29%,30to44%
NR18 9,E14000941,70.76,0.09735753122158511,0.8,13.2,2.6,6.2,2.9,3.6,3.6,16.4
IP21 4,E14000941,70.76,0.09735753122158511,0.7,5.1,1.1,2,1.8,4.1,3.4,17.3
NR35 2,E14000941,70.76,0.09735753122158511,0.8,6.3,1,2.5,1.9,3.9,3.9,16.2
NR9  5,E14000941,70.76,0.09735753122158511,0.8,4.7,1.1,2.9,2.1,3.9,4.3,18.9
NR9  4,E14000941,70.76,0.09735753122158511,1.2,5.9,1.1,1.9,1.8,3.4,3.5,17.7
NR9  3,E14000941,70.76,0.09735753122158511,1.5,5.9,1.1,2.5,2,3.6,4.6,18.4
NR18 0,E14000941,70.76,0.09735753122158511,1.4,6.3,1.3,2.5,1.8,4.5,4.7,19.7
NR14 8,E14000941,70.76,0.09735753122158511,1.1,6,1.2,2.2,2.2,4,4.5,19.4
NR8  5,E14000941,70.76,0.09735753122158511,2.1,4.3,0.8,1.6,1.3,8.6,11.1,22.4
NR5  0,E14000941,70.76,0.09735753122158511,1.4,4.8,1.1,2.1,2.3,5.6,5.9,18.6
NR14 7,E14000941,70.76,0.09735753122158511,0.9,6.1,1.3,2.7,2.2,3.7,3,17.1
IP20 9,E14000941,70.76,0.09735753122158511,0.8,4.7,1.1,1.9,1.7,4.9,5.6,17.9
NR1  2,E14000941,70.76,0.09735753122158511,3.2,5,1.1,2.1,2.4,6.6,8.7,21.3
NR4  6,E14000941,70.76,0.09735753122158511,2.4,5.1,1.3,2.2,1.9,4.7,4.1,16.2
NR34 0,E14000941,70.76,0.09735753122158511,0.4,5.6,0.8,2.7,2.5,3.9,3,16.5
NR13 3,E14000941,70.76,0.09735753122158511,0.6,5.9,1.5,2.3,1.7,4.2,3.8,17.3
NR31 9,E14000941,70.76,0.09735753122158511,1.2,5.8,1.2,2.5,2.1,4.7,4.7,17
IP22 2,E14000941,70.76,0.09735753122158511,0.7,5.5,1.3,2.8,1.8,4.1,3.6,15.3
IP22 5,E14000941,70.76,0.09735753122158511,1,6.4,1.2,2.6,2.2,2.9,3.8,17.7
IP22 4,E14000941,70.76,0.09735753122158511,3.7,5.3,1,2.1,2.2,5.1,6.4,19.6
NR4  7,E14000941,70.76,0.09735753122158511,3.2,3.7,0.8,1.9,16.1,17.9,5.8,13.1
IP22 9,E14000941,70.76,0.09735753122158511,NA,NA,NA,NA,NA,NA,NA,NA
IP23 9,E14000941,70.76,0.09735753122158511,NA,NA,NA,NA,NA,NA,NA,NA
IP22 1,E14000941,70.76,0.09735753122158511,1,6.5,1,2.4,2,4.2,3.6,16.1
IP98 1,E14000941,70.76,0.09735753122158511,NA,NA,NA,NA,NA,NA,NA,NA
IP98 9,E14000941,70.76,0.09735753122158511,NA,NA,NA,NA,NA,NA,NA,NA
IP23 8,E14000941,70.76,0.09735753122158511,0.7,6.8,1.4,2,2.3,3.7,3.3,16.5
IP98 6,E14000941,70.76,0.09735753122158511,NA,NA,NA,NA,NA,NA,NA,NA
IP21 5,E14000941,70.76,0.09735753122158511,0.5,6,1.3,2.6,1.7,3.3,3.5,15.4
IP23 7,E14000941,70.76,0.09735753122158511,1,6,1.1,2.9,2.5,4,3.3,15.9
IP20 0,E14000941,70.76,0.09735753122158511,0.5,5.7,1.2,2.3,1.4,2.7,3.6,16.6
PO16 0,E14000699,70.93,0.09727935906373035,2,5.9,1.2,2.2,2.1,6.5,7.2,22.2
PO16 7,E14000699,70.93,0.09727935906373035,1.1,5.7,1,2.6,1.9,5.3,4.5,17.5
PO14 9,E14000699,70.93,0.09727935906373035,NA,NA,NA,NA,NA,NA,NA,NA
PO17 6,E14000699,70.93,0.09727935906373035,1.1,5.3,1.6,2.2,4,6.1,5.3,18.5
PO16 8,E14000699,70.93,0.09727935906373035,0.5,5.1,1.1,2.5,2,5.1,4.6,17.4
PO17 5,E14000699,70.93,0.09727935906373035,1.2,5.1,1.1,2.2,1.4,4.9,6.9,22.3
PO15 6,E14000699,70.93,0.09727935906373035,1.1,7,1.3,3,2.6,5.9,5.9,20.9
PO15 5,E14000699,70.93,0.09727935906373035,0.8,4.5,0.9,2.2,2,4.8,4.5,16.8
PO14 1,E14000699,70.93,0.09727935906373035,1,5.5,1,2.4,2.5,6.4,6.4,18.6
PO15 7,E14000699,70.93,0.09727935906373035,2,7.4,1.2,2.1,1.6,4.5,7.4,30.5
PO14 4,E14000699,70.93,0.09727935906373035,1.2,6.1,1.4,2.4,2.2,5.4,5.5,20.9
PO14 3,E14000699,70.93,0.09727935906373035,0.6,6.2,1.5,2.9,2.1,4.5,4.5,17.3
SO31 6,E14000699,70.93,0.09727935906373035,1,6.8,1.3,2.8,2.4,5.4,4.8,18.3
SO31 9,E14000699,70.93,0.09727935906373035,0.6,6.6,1.2,2.7,2.9,5.9,3.8,18.2
SO31 7,E14000699,70.93,0.09727935906373035,1.2,5.9,1.3,2.7,2.2,4,4.2,19
SO31 4,E14000699,70.93,0.09727935906373035,2.6,5.3,1.2,2.3,1.7,5.2,5.2,22.4
SO31 0,E14000699,70.93,0.09727935906373035,NA,NA,NA,NA,NA,NA,NA,NA
SO31 1,E14000699,70.93,0.09727935906373035,1,7.4,1.1,1.9,1.4,5.4,6.6,26.4
SO31 8,E14000699,70.93,0.09727935906373035,1,5.7,1.4,2.7,2.6,5.3,6.3,21.6
PO16 9,E14000699,70.93,0.09727935906373035,0.5,5.5,1.2,2.5,2.2,5,3.9,17.5
NG5  9,E14000924,69.11,0.09725263865280467,1.6,6.3,1.4,2.7,3.1,7.6,7.7,21.1
NG6  8,E14000924,69.11,0.09725263865280467,2.3,6,1.1,2.7,2.6,6.5,7,20.5
NG5  8,E14000924,69.11,0.09725263865280467,0.9,6.4,1.3,2.9,2.1,5.2,4.8,19
NG14 6,E14000924,69.11,0.09725263865280467,0.6,5.9,1.2,2.5,2.2,4.7,4.5,18.3
NG15 9,E14000924,69.11,0.09725263865280467,0.7,5.1,1.1,2.4,1.9,3.1,2.7,15.9
NG4  4,E14000924,69.11,0.09725263865280467,0.8,6,1.3,2.6,2.1,4.9,4.5,20.1
NG3  5,E14000924,69.11,0.09725263865280467,4.8,5.3,1.4,2.1,2,7,9.3,23.2
NG15 8,E14000924,69.11,0.09725263865280467,0.5,5.7,1.3,2.7,2.4,5.9,4.6,18.6
NG15 0,E14000924,69.11,0.09725263865280467,0.5,5.7,1.4,2.9,2.8,5.9,7.6,21.6
NG21 0,E14000924,69.11,0.09725263865280467,0.8,6,1.3,3.2,2.4,5.8,5.7,20.3
NG5  4,E14000924,69.11,0.09725263865280467,1.7,5.3,1.3,2.2,2.1,4.4,4.8,18.6
NG5  6,E14000924,69.11,0.09725263865280467,1.6,6,1.2,2.7,2.5,6,6.7,20
NG5  7,E14000924,69.11,0.09725263865280467,1.2,5.7,1,2.3,2.5,5.7,5.8,19.3
NG22 8,E14000924,69.11,0.09725263865280467,0.6,6.9,1.4,2.6,2.1,4.8,4,17.6
NG22 9,E14000924,69.11,0.09725263865280467,0.7,6.2,1.3,2.9,2.6,5.8,5,18.2
NG22 0,E14000924,69.11,0.09725263865280467,0.9,6.3,1.2,3,1.9,4,3.9,16.3
NG25 0,E14000924,69.11,0.09725263865280467,0.8,7,1.3,2.9,3.4,5.3,2.8,14.8
NG14 7,E14000924,69.11,0.09725263865280467,0.9,5.7,1,2.2,1.4,4.8,5.8,19.2
NG21 9,E14000924,69.11,0.09725263865280467,0.4,6.3,1.5,2.6,2,5.1,5.1,20
NG18 4,E14000924,69.11,0.09725263865280467,2.4,5.1,0.9,2.4,2.1,5.9,6.6,21.9
NG15 7,E14000924,69.11,0.09725263865280467,1,5.6,1.1,2.3,2.2,6.7,7.4,23.3
NG15 6,E14000924,69.11,0.09725263865280467,0.7,6.4,1.4,2.6,2.4,5.6,5.7,19.5
NG15 5,E14000924,69.11,0.09725263865280467,NA,NA,NA,NA,NA,NA,NA,NA
OX3  9,E14000873,64.18,0.09723550871503851,5.9,5.9,1.3,2.3,2.1,6.7,10.1,20.7
OX3  8,E14000873,64.18,0.09723550871503851,7.2,4.8,1,2.2,2.1,7.5,9.1,23.1
OX4  6,E14000873,64.18,0.09723550871503851,5.7,7.5,1.1,3.1,3,7,7.4,20
OX4  7,E14000873,64.18,0.09723550871503851,5.9,7.8,1.5,3.1,2.6,5.7,9,26.9
OX1  1,E14000873,64.18,0.09723550871503851,13.3,2.7,0.5,0.9,5.7,17.7,19.7,24.7
OX1  9,E14000873,64.18,0.09723550871503851,NA,NA,NA,NA,NA,NA,NA,NA
OX1  3,E14000873,64.18,0.09723550871503851,9.7,0.3,0,0.3,27,53.5,10.5,4.6
OX1  4,E14000873,64.18,0.09723550871503851,10.4,2.6,0.5,1.3,9.4,22.5,13.2,20.1
OX1  2,E14000873,64.18,0.09723550871503851,10.8,2.1,0.4,0.6,11.1,27.7,16.2,15.9
OX2  9,E14000873,64.18,0.09723550871503851,5,5.5,1.1,2.5,2.9,6.2,6.1,17.9
OX1  5,E14000873,64.18,0.09723550871503851,3.2,6,1.2,2.6,1.7,4.1,5,17.4
OX2  7,E14000873,64.18,0.09723550871503851,9.2,8.2,2.1,5.1,3.4,4.8,9,19.3
OX2  6,E14000873,64.18,0.09723550871503851,11.1,5.4,0.6,2.2,6.3,17.5,12.3,20
OX2  0,E14000873,64.18,0.09723550871503851,10.5,3.5,0.9,0.9,1.8,8.5,14.4,26.2
OX2  8,E14000873,64.18,0.09723550871503851,7,5.3,1.5,2.6,2.1,3.6,5.7,19.9
OX3  7,E14000873,64.18,0.09723550871503851,8.9,3.8,0.7,1.3,4.3,16.8,12.2,21.6
OX3  0,E14000873,64.18,0.09723550871503851,8.3,5,1.1,2.5,9.8,13.8,8.7,18.6
OX4  3,E14000873,64.18,0.09723550871503851,11.3,5,1,2.1,2.5,9.6,12.1,24.4
OX4  2,E14000873,64.18,0.09723550871503851,10.7,4.3,0.7,2.1,5,12.6,14.7,23.7
OX4  4,E14000873,64.18,0.09723550871503851,6.3,5.4,1.1,2.1,1.9,6.2,10.1,22.2
OX4  1,E14000873,64.18,0.09723550871503851,8.9,2.2,0.6,1.1,5,31.7,14,17.9
OX3  3,E14000873,64.18,0.09723550871503851,NA,NA,NA,NA,NA,NA,NA,NA
OX4  9,E14000873,64.18,0.09723550871503851,NA,NA,NA,NA,NA,NA,NA,NA
OX44 7,E14000873,64.18,0.09723550871503851,2.4,6.1,1.4,2.4,2.1,4.9,4.1,20.6
OX44 9,E14000873,64.18,0.09723550871503851,2.1,5.7,0.9,2.5,1.9,3.5,4.3,18.4
ST2  8,E14000972,51.26,0.09720635900601944,1.4,6.1,1.2,3,3,6.6,6.3,17.9
ST2  9,E14000972,51.26,0.09720635900601944,0.9,5,1,2,2.4,5.1,5.5,17.7
ST1  6,E14000972,51.26,0.09720635900601944,1.4,5.9,1.3,2.6,2.5,6.3,6.8,19.6
ST2  7,E14000972,51.26,0.09720635900601944,0.4,4.7,1,2.1,2,5.3,5.3,18.9
ST9  9,E14000972,51.26,0.09720635900601944,0.5,5.6,1.5,2.5,2.2,4.2,2.4,15.2
ST6  8,E14000972,51.26,0.09720635900601944,0.8,5.9,1,2.4,2.2,5.6,6.4,20.6
ST6  1,E14000972,51.26,0.09720635900601944,1.9,4.8,1,2.5,2.5,6.8,8.1,20.5
ST2  0,E14000972,51.26,0.09720635900601944,2.7,7.3,1.3,2.8,2.5,6.7,7.4,19
ST3  5,E14000972,51.26,0.09720635900601944,0.7,6,1.2,2.8,2.3,6.2,6.1,20.4
ST1  2,E14000972,51.26,0.09720635900601944,3.1,4.9,0.9,2.3,2.3,9.3,10.7,23.4
ST6  2,E14000972,51.26,0.09720635900601944,3.3,7.2,1.1,2.8,2.5,8,9.5,24
ST4  1,E14000972,51.26,0.09720635900601944,4.5,3,0.5,1.6,4.9,18.1,11.7,23.2
ST4  5,E14000972,51.26,0.09720635900601944,1.4,5.5,1.2,2.3,2.5,7.4,7.4,21
ST4  4,E14000972,51.26,0.09720635900601944,1.7,4.9,0.8,2.3,2.4,7.8,9.6,22.1
ST4  7,E14000972,51.26,0.09720635900601944,3.4,4.7,0.8,2.3,2.7,10.6,9.7,23.2
ST4  2,E14000972,51.26,0.09720635900601944,2.6,3,0.6,1.1,11.1,31.1,9.5,12.9
ST1  5,E14000972,51.26,0.09720635900601944,7.8,4.6,0.8,2.1,2,8.6,11.8,23.9
ST1  4,E14000972,51.26,0.09720635900601944,7,6.3,1.3,2.7,5.6,12.2,9.8,20.6
ST6  3,E14000972,51.26,0.09720635900601944,4.7,6.6,1.2,2.5,2.9,7.3,9.2,20
ST4  3,E14000972,51.26,0.09720635900601944,1.3,5.1,0.9,2.1,2.4,8.6,10.2,20.3
ST4  8,E14000972,51.26,0.09720635900601944,0.8,5,1.1,2.3,1.8,4.5,4.9,19.3
ST12 9,E14000972,51.26,0.09720635900601944,0.6,5,1.1,1.7,2,3.8,4.3,16.1
ST4  6,E14000972,51.26,0.09720635900601944,1.3,6.2,1.1,2.6,3.1,9.3,6.6,22.8
ST4  9,E14000972,51.26,0.09720635900601944,NA,NA,NA,NA,NA,NA,NA,NA
ST9  0,E14000972,51.26,0.09720635900601944,0.5,5.2,0.9,3.2,2.1,4.3,3.6,17.2
ST1  1,E14000972,51.26,0.09720635900601944,NA,NA,NA,NA,NA,NA,NA,NA
ST1  3,E14000972,51.26,0.09720635900601944,3.8,3.6,0.8,2.5,3.5,9.9,11.9,22.9
ST5  1,E14000972,51.26,0.09720635900601944,2.3,2.5,0.7,1.6,6.3,17.6,9.9,19.1
ST3  1,E14000972,51.26,0.09720635900601944,1.2,5.5,1.1,2.4,2.5,7.3,7.8,21
ST3  2,E14000972,51.26,0.09720635900601944,0.8,6.3,1.2,2.6,2.4,5.4,5,17.9
S75  3,E14000876,66.16,0.09715795243186903,0.6,5.4,1.1,2.7,2.3,4.6,5.3,20
S70  6,E14000876,66.16,0.09715795243186903,3.5,4.9,1.4,2.6,2.2,6.5,7.9,20.5
S75  2,E14000876,66.16,0.09715795243186903,1.3,5.8,1.2,2.6,2,5.2,5.6,19.5
S75  1,E14000876,66.16,0.09715795243186903,0.8,6,1.4,2.4,2.2,4.6,5.7,21.2
S75  4,E14000876,66.16,0.09715795243186903,0.7,6.2,1.2,2.2,1.9,3.5,3,17.4
S36  8,E14000876,66.16,0.09715795243186903,0.7,6.7,1.8,2.7,2.4,4,4.1,18.5
S36  7,E14000876,66.16,0.09715795243186903,0.2,4.7,1.1,2.1,1.1,3.6,2.4,17.6
S35  7,E14000876,66.16,0.09715795243186903,0.6,6.3,1.1,2.5,1.7,3.9,3.2,17.3
S74  0,E14000876,66.16,0.09715795243186903,0.5,6,1.3,2.6,2.3,5.6,6.4,19.9
S35  0,E14000876,66.16,0.09715795243186903,0.4,6.4,1.5,2.4,2.1,4.2,3.6,20.4
S35  4,E14000876,66.16,0.09715795243186903,0.5,6.1,1.1,2.5,2.3,5.6,5.1,18.8
S36  2,E14000876,66.16,0.09715795243186903,0.4,5.9,1.2,2.3,2,4.8,5,21.2
S36  6,E14000876,66.16,0.09715795243186903,0.5,6.1,1.4,2.7,2.2,5.6,5.3,20.9
S70  5,E14000876,66.16,0.09715795243186903,0.6,4.9,1.1,2.1,2.2,5,4.6,18.4
S36  9,E14000876,66.16,0.09715795243186903,0.8,5.4,1.2,2.4,2,3.9,4.6,21.7
HD8  8,E14000876,66.16,0.09715795243186903,0.3,6.2,1.3,2.4,1.8,4.1,3.9,21.3
S36  4,E14000876,66.16,0.09715795243186903,0.8,6.2,2,1.8,1.8,2.8,4.5,20.8
HD9  7,E14000876,66.16,0.09715795243186903,0.7,6.9,1.1,2.6,1.9,5,4.6,19.9
HD9  2,E14000876,66.16,0.09715795243186903,0.4,6.9,1.3,2.6,1.6,3.6,3.8,22.5
S5   9,E14000876,66.16,0.09715795243186903,0.5,6.6,1.6,3,2.7,5.2,5.9,19.1
S35  1,E14000876,66.16,0.09715795243186903,0.4,5.1,1.1,2.1,2,4.6,4.1,17
S35  9,E14000876,66.16,0.09715795243186903,0.6,5.3,1,2.3,2.3,5.1,5.7,20
S35  2,E14000876,66.16,0.09715795243186903,0.2,5.9,1.2,2.3,1.9,5.4,5.3,22.4
S35  5,E14000876,66.16,0.09715795243186903,NA,NA,NA,NA,NA,NA,NA,NA
S35  3,E14000876,66.16,0.09715795243186903,0.5,6.7,1.5,2.5,2.6,5.1,5.4,23.9
S95  1,E14000876,66.16,0.09715795243186903,NA,NA,NA,NA,NA,NA,NA,NA
S61  2,E14000876,66.16,0.09715795243186903,0.7,5.8,1.4,2.9,2.7,6.3,5.9,18.5
S5   6,E14000876,66.16,0.09715795243186903,3.6,8.2,1.7,3.2,2.7,7.1,6.5,20.7
S5   7,E14000876,66.16,0.09715795243186903,1.4,6.3,1.2,2.6,2.7,6.3,6.6,18.9
S5   8,E14000876,66.16,0.09715795243186903,1.2,5.5,1.2,2.3,2.7,7.2,7.3,19.7
S5   0,E14000876,66.16,0.09715795243186903,0.9,6.7,1.6,3,2.5,6.8,6.8,20.9
S36  1,E14000876,66.16,0.09715795243186903,0.3,5.5,1.1,2.4,2.5,4.8,4.8,20.2
S36  3,E14000876,66.16,0.09715795243186903,0.3,4.1,1,1.3,1.6,3.4,2.8,19.4
S6   1,E14000876,66.16,0.09715795243186903,1.4,5.3,1.1,2.6,2.3,6.1,7.4,24.4
S36  0,E14000876,66.16,0.09715795243186903,NA,NA,NA,NA,NA,NA,NA,NA
S35  8,E14000876,66.16,0.09715795243186903,0.2,4.8,1.3,2.2,2.2,3.8,3.2,17.5
CF62 6,W07000078,70.46,0.09712219525484174,0.6,5.4,1.1,2.4,2,4.4,4.8,18.4
CF62 5,W07000078,70.46,0.09712219525484174,1,6.2,1.2,2.6,2.6,5.4,7.4,23.2
CF62 3,W07000078,70.46,0.09712219525484174,0.4,6.6,1.4,2.9,2.2,4.5,4.3,19.5
CF62 7,W07000078,70.46,0.09712219525484174,1.1,6.5,1.5,2.8,2.1,4.9,5.9,21.1
CF63 4,W07000078,70.46,0.09712219525484174,1.2,6.5,1,2.3,2.7,7.3,9.7,23
CF62 8,W07000078,70.46,0.09712219525484174,0.6,6.1,1.2,2.5,2.6,5.8,5.6,17.7
CF63 1,W07000078,70.46,0.09712219525484174,0.6,7.2,1.3,3.1,2.5,6.5,6.8,21.1
CF63 9,W07000078,70.46,0.09712219525484174,NA,NA,NA,NA,NA,NA,NA,NA
CF63 2,W07000078,70.46,0.09712219525484174,0.9,6.3,1.4,2.4,2.3,6.6,7.8,22.2
CF63 3,W07000078,70.46,0.09712219525484174,1.4,5.8,1.9,2.5,2.4,6.9,8.8,19.7
CF64 5,W07000078,70.46,0.09712219525484174,1,5.8,1.2,2.6,2,3.8,4,15.5
CF11 7,W07000078,70.46,0.09712219525484174,5.6,6.2,1.3,2.3,2.7,8.2,11.4,24.5
CF62 9,W07000078,70.46,0.09712219525484174,0.3,7.9,1.7,3.6,3.1,6.4,6.2,18.9
CF71 7,W07000078,70.46,0.09712219525484174,0.9,5.8,1.2,2.4,1.8,3.2,2.9,15.8
CF72 9,W07000078,70.46,0.09712219525484174,0.6,6.1,1.2,2.3,1.9,5.1,6.9,22.8
CF35 5,W07000078,70.46,0.09712219525484174,0.7,5.4,1,2.4,1.7,4.4,4.7,17.1
CF71 9,W07000078,70.46,0.09712219525484174,NA,NA,NA,NA,NA,NA,NA,NA
CF62 4,W07000078,70.46,0.09712219525484174,0.8,7.1,1.3,2.7,3.1,12.1,10.1,21.3
CF61 2,W07000078,70.46,0.09712219525484174,0.8,6.5,1.5,2.5,2.3,6.1,4.9,18.6
CF61 1,W07000078,70.46,0.09712219525484174,2.2,5.4,1.4,5.8,5.3,4.2,3.5,15
CF72 8,W07000078,70.46,0.09712219525484174,0.9,5.5,1.1,2.1,1.9,4.8,4.8,23.1
CF5  6,W07000078,70.46,0.09712219525484174,0.9,6.3,1.5,2.7,2.2,3.2,2.1,17.2
CF32 0,W07000078,70.46,0.09712219525484174,0.4,5.2,0.9,2.5,2.1,5.1,4.4,16
CF5  5,W07000078,70.46,0.09712219525484174,1.3,7.1,1.5,3,3.2,6.6,6.8,19.8
CF64 4,W07000078,70.46,0.09712219525484174,0.9,5.5,1.4,2.3,2.2,4.7,3.9,16.4
CF64 2,W07000078,70.46,0.09712219525484174,1,5.9,1.4,2.5,2,4.8,4.8,20.4
CF11 8,W07000078,70.46,0.09712219525484174,4.8,5.9,0.8,1.9,2.3,6.7,8.8,21.4
CF64 3,W07000078,70.46,0.09712219525484174,1.1,7,1.5,2.7,2.1,4.8,4.2,19.1
LE17 6,E14000728,67.47,0.0970732902399035,1.1,6.2,1,1.7,1.8,4,3.7,20.3
NN6  6,E14000728,67.47,0.0970732902399035,0.5,7.3,1.2,3.2,2,3.5,2.7,17.7
LE8  8,E14000728,67.47,0.0970732902399035,0.9,7.6,2,2.8,2.5,4.5,3.8,21.7
LE2  4,E14000728,67.47,0.0970732902399035,1,8.2,2,3.4,2.5,5.5,4.8,19.4
LE8  9,E14000728,67.47,0.0970732902399035,0.8,5.9,1.4,2.8,1.8,3.1,3.4,15.7
LE8  0,E14000728,67.47,0.0970732902399035,0.9,6.6,1.2,3,2.1,4.1,4.1,17.6
LE2  2,E14000728,67.47,0.0970732902399035,3.8,4.1,0.9,2.1,19.9,10.3,6.3,14.6
LE16 7,E14000728,67.47,0.0970732902399035,2,6.4,1.2,3.1,1.9,4.3,4.9,23.2
LE16 9,E14000728,67.47,0.0970732902399035,1.9,5.8,1.2,2.7,1.9,4.4,5.4,19.8
LE16 0,E14000728,67.47,0.0970732902399035,NA,NA,NA,NA,NA,NA,NA,NA
LE94 0,E14000728,67.47,0.0970732902399035,NA,NA,NA,NA,NA,NA,NA,NA
LE16 8,E14000728,67.47,0.0970732902399035,1,5.8,1.1,2.3,1.7,3.5,4,17.7
LE2  5,E14000728,67.47,0.0970732902399035,1.7,5.9,1.2,2.9,2.4,5.5,4.7,17
LE18 4,E14000728,67.47,0.0970732902399035,1.3,5,0.9,2.3,4.9,9.1,7.4,19.9
LE18 2,E14000728,67.47,0.0970732902399035,0.7,5.9,1.2,3,2.4,5.3,4.6,17.3
LE18 9,E14000728,67.47,0.0970732902399035,NA,NA,NA,NA,NA,NA,NA,NA
LE18 1,E14000728,67.47,0.0970732902399035,1.4,5.5,1.4,2.6,2.3,5.2,5.7,18.6
LE87 2,E14000728,67.47,0.0970732902399035,NA,NA,NA,NA,NA,NA,NA,NA
LE18 3,E14000728,67.47,0.0970732902399035,0.7,5.4,1.1,2.2,2,5.8,5.7,18.4
LE8  5,E14000728,67.47,0.0970732902399035,0.5,6.3,1.3,2.8,2.1,4.3,3.7,18
LE8  6,E14000728,67.47,0.0970732902399035,0.8,7.4,1.3,2.9,2.3,4.8,5.5,23.2
NE33 2,E14000944,57.809999999999995,0.09706891809473697,2.1,5.7,1.4,2.4,2.4,6.8,6.8,19.4
NE33 1,E14000944,57.809999999999995,0.09706891809473697,1.1,3,0.9,1,2,5.2,8.4,18.2
NE33 4,E14000944,57.809999999999995,0.09706891809473697,1.2,4.5,1.2,2.3,2.7,8.3,8.3,20.3
NE33 9,E14000944,57.809999999999995,0.09706891809473697,NA,NA,NA,NA,NA,NA,NA,NA
NE33 5,E14000944,57.809999999999995,0.09706891809473697,1.1,4.6,1,2.5,3.3,9.9,7.8,20.9
NE33 3,E14000944,57.809999999999995,0.09706891809473697,0.5,3.9,1,2.3,2.4,7.2,8,21.3
NE34 0,E14000944,57.809999999999995,0.09706891809473697,0.6,5.7,1.4,2.5,2.7,6.7,6.1,19.6
NE34 6,E14000944,57.809999999999995,0.09706891809473697,0.3,5.7,1.3,2.7,2.7,5.2,4.4,16.2
NE34 7,E14000944,57.809999999999995,0.09706891809473697,0.5,6.3,1.4,2.9,2.9,6,5.1,17.8
NE34 9,E14000944,57.809999999999995,0.09706891809473697,0.4,6.3,1.5,2.6,2.6,6.9,6.4,17.2
NE34 8,E14000944,57.809999999999995,0.09706891809473697,0.2,5.4,1.3,2.7,2.5,6.7,5.4,16.1
SR6  7,E14000944,57.809999999999995,0.09706891809473697,0.4,5.4,1.4,2.3,2,4.6,3.6,15.5
LL12 7,W07000044,64.16,0.09702073455523318,2.4,5.4,1,2.4,2.4,5.2,5.1,18.1
LL12 8,W07000044,64.16,0.09702073455523318,0.9,6.1,1.1,2.5,2,3.8,3.7,18
LL11 2,W07000044,64.16,0.09702073455523318,3,4.7,0.9,1.8,3.4,8.5,7,18.2
LL13 9,W07000044,64.16,0.09702073455523318,2.9,6.8,1.4,2.8,2.5,5.4,5.3,20.3
LL13 7,W07000044,64.16,0.09702073455523318,12.2,4.3,0.9,1.7,2.7,10.7,11.3,20.9
LL14 4,W07000044,64.16,0.09702073455523318,2,5.8,1.6,2.6,2.5,5,5.9,20.7
LL11 3,W07000044,64.16,0.09702073455523318,1.8,6,1.5,2.4,2.2,6,6.1,19.7
LL11 1,W07000044,64.16,0.09702073455523318,8.2,3.3,0.3,0.9,4.1,10.7,13.4,23.2
LL13 8,W07000044,64.16,0.09702073455523318,11,5.3,1,2.4,3.1,9.6,10,20.6
LL12 9,W07000044,64.16,0.09702073455523318,0.6,5.8,1.4,2.3,2.5,5.6,5,18.5
LL11 0,W07000044,64.16,0.09702073455523318,NA,NA,NA,NA,NA,NA,NA,NA
LL13 0,W07000044,64.16,0.09702073455523318,1.8,6.5,1.3,2.4,1.7,5.2,5.1,19.9
LL14 5,W07000044,64.16,0.09702073455523318,0.5,6.2,1.2,2.6,2.2,4.9,5.6,19.3
LL11 4,W07000044,64.16,0.09702073455523318,1.3,5.7,1.3,2.2,2.1,5.8,6.9,21.5
LL11 6,W07000044,64.16,0.09702073455523318,1.8,5.7,1.3,2.6,2.2,6.7,7.3,22.5
LL12 0,W07000044,64.16,0.09702073455523318,1.2,6,1.2,2.5,2.1,4.4,4.9,18.7
NA,E14000917,69.4,0.096909433478342355,NA,NA,NA,NA,NA,NA,NA,NA
BS24 6,E14001038,NA,0.09687714110562187,0,7.5,1.4,3.1,3.1,5.3,4.5,18.1
BS25 1,E14001038,NA,0.09687714110562187,1.4,5.9,1.2,4,2.9,3.4,3.1,14.2
BS25 5,E14001038,NA,0.09687714110562187,1.2,3.8,1.1,2.2,1.7,2.8,3.2,11.6
BS29 6,E14001038,NA,0.09687714110562187,0.9,6.3,1.3,2.3,1.8,4.4,3,15.3
BS26 2,E14001038,NA,0.09687714110562187,0.9,7,1.7,2.9,2.3,4.5,2.9,15.8
BS25 9,E14001038,NA,0.09687714110562187,NA,NA,NA,NA,NA,NA,NA,NA
BS24 8,E14001038,NA,0.09687714110562187,0.5,4.1,1,1.6,1.2,2.6,2.4,14.9
BS40 7,E14001038,NA,0.09687714110562187,0.8,4.9,0.9,2.6,1.3,3.1,3.2,15.8
BS40 5,E14001038,NA,0.09687714110562187,1.1,6,1.3,2.6,1.6,5.9,3.6,16.3
BS49 5,E14001038,NA,0.09687714110562187,1,5.7,1.2,2.7,1.9,5.9,3,16.1
BS24 7,E14001038,NA,0.09687714110562187,3,7.2,1.3,1.9,1.9,5.9,9.8,27.8
BS24 9,E14001038,NA,0.09687714110562187,0.7,5.1,1.1,2.3,1.8,3.9,4.3,15.1
BS24 0,E14001038,NA,0.09687714110562187,0.8,6.8,0.9,2.8,1.9,2.8,2.3,15.9
BS23 4,E14001038,NA,0.09687714110562187,2.5,4.8,1,2.4,2.1,5.1,4.4,16.4
BS23 3,E14001038,NA,0.09687714110562187,3.7,6.5,1.3,3,3.5,6.9,6.9,20.9
BS23 1,E14001038,NA,0.09687714110562187,8.5,3.2,0.7,1.6,3.2,6.9,8.5,19.4
