postcode_sectors,code_constituency,turnout,women_age30to45,perc_eu,10to14%,15%,16to17%,18to19%,20to24%,25to29%,30to44%,All residents,WhiteTot,White%,MixedTot,Mixed%,Asian/Asian British,Asian/Asian British%,Black/African/Carribean/Black British,Black/African/Carribean/Black British%
LL65 4,W07000041,69.93,8.2657535,0.3,6.1,1.1,2.3,1.6,5.2,4.4,17.5,3490,3444,98.7,19,0.5,12,0.3,5,0.1
LL77 9,W07000041,69.93,8.2657535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LL77 8,W07000041,69.93,8.2657535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LL65 3,W07000041,69.93,8.2657535,0.4,5.7,1.1,2.4,1.7,6.3,6.5,19.8,6525,6442,98.7,39,0.6,25,0.4,6,0.1
LL71 7,W07000041,69.93,8.2657535,0,4.4,1.8,5.3,3.1,4,4.4,16.7,227,224,98.7,1,0.4,2,0.9,0,0
LL78 7,W07000041,69.93,8.2657535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LL76 8,W07000041,69.93,8.2657535,0,5.9,1.9,1.9,1.9,5.6,4,16.4,324,321,99.1,0,0,1,0.3,1,0.3
LL64 5,W07000041,69.93,8.2657535,1,5.2,1.3,2.1,1.5,5.2,4.9,16.9,1008,995,98.7,8,0.8,2,0.2,2,0.2
LL72 8,W07000041,69.93,8.2657535,0.4,5.1,1.1,2,1.8,4.5,4.6,11.5,710,703,99,5,0.7,0,0,2,0.3
LL71 8,W07000041,69.93,8.2657535,0.2,4.8,1,2.7,2.3,6,6.5,17.8,1499,1486,99.1,9,0.6,2,0.1,1,0.1
LL70 9,W07000041,69.93,8.2657535,0.6,6.8,0.8,2.5,1.4,4.8,3.1,13,354,352,99.4,1,0.3,0,0,0,0
LL74 8,W07000041,69.93,8.2657535,0.5,4.5,1,2.3,1.3,3.7,2.9,10.9,2236,2226,99.6,8,0.4,1,0,1,0
LL78 8,W07000041,69.93,8.2657535,0.2,5.1,1.4,2.4,1.8,4.7,2.4,15.7,509,507,99.6,1,0.2,0,0,0,0
LL73 8,W07000041,69.93,8.2657535,0,2,0.8,2,0.8,1.2,4.7,9.4,254,253,99.6,0,0,0,0,0,0
LL75 7,W07000041,69.93,8.2657535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LL58 8,W07000041,69.93,8.2657535,0.9,4.4,1.1,1.7,1.6,5.2,4.2,15.2,3858,3804,98.6,27,0.7,12,0.3,9,0.2
LL68 0,W07000041,69.93,8.2657535,0.2,5.5,1.1,1.5,2,5.5,3.4,17.7,1293,1288,99.6,1,0.1,2,0.2,0,0
LL66 0,W07000041,69.93,8.2657535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LL67 0,W07000041,69.93,8.2657535,0.6,5.2,1.4,2,2.6,4.9,4,15.9,1357,1347,99.3,7,0.5,3,0.2,0,0
LL68 9,W07000041,69.93,8.2657535,0.6,5.2,1.2,2.5,2.7,5.3,4.6,15.8,5092,5027,98.7,28,0.5,21,0.4,11,0.2
LL69 9,W07000041,69.93,8.2657535,0.3,4.5,1.3,3,2.5,4,5,17.6,595,591,99.3,3,0.5,1,0.2,0,0
LL66 9,W07000041,69.93,8.2657535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH7  6,W07000042,69.83,8.9751356,0.6,5.6,1.3,2.6,1.8,4.6,3.7,18.8,11509,11407,99.1,39,0.3,42,0.4,10,0.1
CH7  4,W07000042,69.83,8.9751356,0.6,5.7,1.2,2.5,2,5,4,17.5,6061,6001,99,35,0.6,14,0.2,4,0.1
CH6  6,W07000042,69.83,8.9751356,2.8,6.6,1.3,2.9,2.3,6.3,6.5,17.9,3931,3894,99.1,21,0.5,12,0.3,1,0
CH6  5,W07000042,69.83,8.9751356,3.2,6.4,1.3,2.7,2.4,6.3,6.3,19.4,13187,12980,98.4,67,0.5,108,0.8,11,0.1
CH8  7,W07000042,69.83,8.9751356,0.9,6,1.3,2.7,2.2,6.2,6.7,19.2,9138,8984,98.3,53,0.6,82,0.9,11,0.1
CH8  8,W07000042,69.83,8.9751356,0.6,5.5,1,2.4,2.1,5,4.4,16.9,6200,6157,99.3,16,0.3,19,0.3,2,0
CH7  5,W07000042,69.83,8.9751356,0.6,5.3,1.2,2.5,2.4,5,3.7,15.5,6640,6579,99.1,29,0.4,26,0.4,2,0
CH8  9,W07000042,69.83,8.9751356,0.7,5.6,1.2,3.2,2.3,5.5,4.7,16.6,5341,5284,98.9,27,0.5,21,0.4,4,0.1
LL19 9,W07000042,69.83,8.9751356,0.6,6.3,1.6,2.7,2.3,5.2,4.3,15.4,5060,4949,97.8,39,0.8,53,1,6,0.1
CH6  9,W07000042,69.83,8.9751356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH7  1,W07000042,69.83,8.9751356,1.3,6.1,1.3,2.5,2.3,5.4,4.6,18.3,10058,9880,98.2,62,0.6,91,0.9,17,0.2
CH7  9,W07000042,69.83,8.9751356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH7  3,W07000042,69.83,8.9751356,1,5.8,1.2,2.4,1.9,5.3,4.6,21.5,6249,6179,98.9,30,0.5,28,0.4,8,0.1
LL18 6,W07000042,69.83,8.9751356,0.5,6.2,1.3,2.6,2.1,5.1,4.2,16.6,3089,3047,98.6,24,0.8,12,0.4,2,0.1
CH4  0,W07000042,69.83,8.9751356,0.9,5.8,1.4,2.7,2.4,5.9,5.9,20.7,10233,10039,98.1,76,0.7,102,1,12,0.1
CH5  3,W07000042,69.83,8.9751356,1,6.4,1.1,2.8,2.1,4.8,5,20.7,9889,9665,97.7,60,0.6,133,1.3,16,0.2
CH5  1,W07000043,66.61,10.2408792,4.1,5.6,0.9,2.7,2.6,7.7,6.6,18.8,8576,8326,97.1,63,0.7,166,1.9,16,0.2
CH5  3,W07000043,66.61,10.2408792,1,6.4,1.1,2.8,2.1,4.8,5,20.7,9889,9665,97.7,60,0.6,133,1.3,16,0.2
CH5  2,W07000043,66.61,10.2408792,5.1,5.8,1.2,2.4,2.5,7.2,7.9,20.4,7286,7142,98,41,0.6,91,1.2,4,0.1
CH7  2,W07000043,66.61,10.2408792,1.1,5.6,1.3,2.7,2.3,6.5,6.1,21.1,9549,9424,98.7,46,0.5,63,0.7,8,0.1
CH7  3,W07000043,66.61,10.2408792,1,5.8,1.2,2.4,1.9,5.3,4.6,21.5,6249,6179,98.9,30,0.5,28,0.4,8,0.1
CH7  4,W07000043,66.61,10.2408792,0.6,5.7,1.2,2.5,2,5,4,17.5,6061,6001,99,35,0.6,14,0.2,4,0.1
CH7  6,W07000043,66.61,10.2408792,0.6,5.6,1.3,2.6,1.8,4.6,3.7,18.8,11509,11407,99.1,39,0.3,42,0.4,10,0.1
LL12 9,W07000043,66.61,10.2408792,0.6,5.8,1.4,2.3,2.5,5.6,5,18.5,5146,5089,98.9,27,0.5,25,0.5,3,0.1
CH5  4,W07000043,66.61,10.2408792,2.7,6.2,1.4,2.8,2.7,6.5,6.5,21.6,16774,16522,98.5,116,0.7,110,0.7,6,0
CH6  5,W07000043,66.61,10.2408792,3.2,6.4,1.3,2.7,2.4,6.3,6.3,19.4,13187,12980,98.4,67,0.5,108,0.8,11,0.1
LL11 5,W07000043,66.61,10.2408792,1.5,5.3,1.1,2,1.8,6.8,8.5,21.2,6878,6764,98.3,36,0.5,51,0.7,19,0.3
CH5  9,W07000043,66.61,10.2408792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH4  8,W07000043,66.61,10.2408792,2.9,6.2,1.4,2.6,2.2,6.2,7.8,22.1,11474,11098,96.7,124,1.1,200,1.7,37,0.3
CH4  0,W07000043,66.61,10.2408792,0.9,5.8,1.4,2.7,2.4,5.9,5.9,20.7,10233,10039,98.1,76,0.7,102,1,12,0.1
CH1  6,W07000043,66.61,10.2408792,1,5.6,1.1,2.6,2.1,4.6,3.7,17.4,4938,4824,97.7,39,0.8,50,1,12,0.2
CH1  4,W07000043,66.61,10.2408792,4.1,1.8,0.4,1.1,14.7,30.3,9.3,14.9,6733,6361,94.5,138,2,158,2.3,56,0.8
CH4  9,W07000043,66.61,10.2408792,1.1,6.7,1.4,2.7,1.9,3.9,3.5,18.8,3540,3469,98,40,1.1,22,0.6,4,0.1
LL12 7,W07000044,64.16,9.7020735,2.4,5.4,1,2.4,2.4,5.2,5.1,18.1,7428,7235,97.4,58,0.8,96,1.3,30,0.4
LL12 8,W07000044,64.16,9.7020735,0.9,6.1,1.1,2.5,2,3.8,3.7,18,7707,7534,97.8,70,0.9,79,1,13,0.2
LL11 2,W07000044,64.16,9.7020735,3,4.7,0.9,1.8,3.4,8.5,7,18.2,7581,7157,94.4,72,0.9,303,4,37,0.5
LL13 9,W07000044,64.16,9.7020735,2.9,6.8,1.4,2.8,2.5,5.4,5.3,20.3,10888,10516,96.6,95,0.9,185,1.7,75,0.7
LL13 7,W07000044,64.16,9.7020735,12.2,4.3,0.9,1.7,2.7,10.7,11.3,20.9,7956,6981,87.7,99,1.2,768,9.7,72,0.9
LL14 4,W07000044,64.16,9.7020735,2,5.8,1.6,2.6,2.5,5,5.9,20.7,4135,4028,97.4,18,0.4,62,1.5,9,0.2
LL11 3,W07000044,64.16,9.7020735,1.8,6,1.5,2.4,2.2,6,6.1,19.7,7063,6918,97.9,44,0.6,68,1,21,0.3
LL11 1,W07000044,64.16,9.7020735,8.2,3.3,0.3,0.9,4.1,10.7,13.4,23.2,699,616,88.1,10,1.4,57,8.2,9,1.3
LL13 8,W07000044,64.16,9.7020735,11,5.3,1,2.4,3.1,9.6,10,20.6,8042,7647,95.1,93,1.2,179,2.2,103,1.3
LL12 9,W07000044,64.16,9.7020735,0.6,5.8,1.4,2.3,2.5,5.6,5,18.5,5146,5089,98.9,27,0.5,25,0.5,3,0.1
LL11 0,W07000044,64.16,9.7020735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LL13 0,W07000044,64.16,9.7020735,1.8,6.5,1.3,2.4,1.7,5.2,5.1,19.9,7979,7869,98.6,23,0.3,64,0.8,19,0.2
LL14 5,W07000044,64.16,9.7020735,0.5,6.2,1.2,2.6,2.2,4.9,5.6,19.3,5031,4975,98.9,33,0.7,15,0.3,7,0.1
LL11 4,W07000044,64.16,9.7020735,1.3,5.7,1.3,2.2,2.1,5.8,6.9,21.5,9276,9064,97.7,82,0.9,71,0.8,41,0.4
LL11 6,W07000044,64.16,9.7020735,1.8,5.7,1.3,2.6,2.2,6.7,7.3,22.5,6840,6688,97.8,44,0.6,67,1,39,0.6
LL12 0,W07000044,64.16,9.7020735,1.2,6,1.2,2.5,2.1,4.4,4.9,18.7,8045,7940,98.7,44,0.5,45,0.6,3,0
SA15 1,W07000045,65.03,9.366624,4.1,6.2,1.3,2.6,2.8,6.9,6,18.7,9615,9379,97.5,68,0.7,152,1.6,10,0.1
SA15 3,W07000045,65.03,9.366624,2.7,5.6,1.4,2.6,2.1,5.6,5.7,17.7,6993,6838,97.8,46,0.7,86,1.2,4,0.1
SA14 9,W07000045,65.03,9.366624,1.5,6.4,1.3,2.6,2.3,7,6.6,19.1,7999,7816,97.7,42,0.5,105,1.3,14,0.2
SA16 0,W07000045,65.03,9.366624,0.5,6.1,1.3,2.4,2,4.9,4,16.8,8547,8464,99,35,0.4,38,0.4,6,0.1
SA14 8,W07000045,65.03,9.366624,1.5,6.1,1.3,2.7,2.3,5.3,5.4,18.6,12891,12533,97.2,58,0.4,250,1.9,21,0.2
SA15 2,W07000045,65.03,9.366624,5.2,5.3,1.2,2.4,3,7.3,7.6,19.5,8384,8124,96.9,66,0.8,143,1.7,9,0.1
SA15 5,W07000045,65.03,9.366624,0.7,5.8,1.2,2.8,2.2,6,5,16.4,6377,6331,99.3,17,0.3,26,0.4,3,0
SA15 9,W07000045,65.03,9.366624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SA15 4,W07000045,65.03,9.366624,1.4,6.5,1.1,2.4,2.1,5.3,4.7,16.9,5367,5261,98,22,0.4,71,1.3,6,0.1
SA17 4,W07000045,65.03,9.366624,0.6,6,1.3,2.8,2.4,5.8,4.9,17.1,6168,6093,98.8,35,0.6,24,0.4,9,0.1
SA4  0,W07000045,65.03,9.366624,0.9,5.4,1.3,1.7,1.8,6.2,5.2,19.9,3089,3052,98.8,11,0.4,16,0.5,4,0.1
SA17 5,W07000045,65.03,9.366624,0.6,4.6,1.5,2.4,1.9,4.1,4.2,14.5,3239,3218,99.4,9,0.3,4,0.1,1,0
SA14 6,W07000045,65.03,9.366624,1.1,5.8,1.2,2.2,2.1,5.6,5.6,19.2,6834,6701,98.1,40,0.6,63,0.9,26,0.4
SA14 7,W07000045,65.03,9.366624,0.5,5.1,1.5,2.9,2.3,5.3,5,18.2,6239,6159,98.7,34,0.5,27,0.4,7,0.1
SA18 3,W07000045,65.03,9.366624,0.5,6.3,1.3,2.4,2.3,5.1,5.4,17.6,11107,10923,98.3,61,0.5,92,0.8,26,0.2
SA3  1,W07000046,69.16,9.4124276,0.9,6,1.4,2.2,1.5,3.7,2.7,15.5,3159,3136,99.3,13,0.4,5,0.2,4,0.1
SA3  2,W07000046,69.16,9.4124276,1.1,6.1,0.8,1.7,1.8,2.5,2.6,14.9,2800,2762,98.6,24,0.9,9,0.3,5,0.2
SA2  7,W07000046,69.16,9.4124276,0.9,5.6,1.2,2.3,9.5,6.4,3.7,15.7,11699,11195,95.7,111,0.9,272,2.3,43,0.4
SA4  3,W07000046,69.16,9.4124276,0.6,6.5,1.5,2.7,2.3,5,4.8,18.8,10430,10230,98.1,79,0.8,83,0.8,17,0.2
SA4  6,W07000046,69.16,9.4124276,0.5,6.1,1.1,2.7,2.2,5.6,5.6,19.1,7363,7277,98.8,34,0.5,39,0.5,11,0.1
SA6  5,W07000046,69.16,9.4124276,0.7,6.1,1.2,2.4,2.2,5.5,5.9,18.8,8925,8691,97.4,73,0.8,120,1.3,24,0.3
SA18 2,W07000046,69.16,9.4124276,0.7,5.9,1.5,2.4,2.3,5.1,5.2,17.2,9000,8886,98.7,58,0.6,40,0.4,3,0
SA5  7,W07000046,69.16,9.4124276,1.6,7.4,1.3,2.4,2.5,6,6.2,20.5,6142,5858,95.4,58,0.9,112,1.8,71,1.2
SA4  8,W07000046,69.16,9.4124276,0.7,6.3,1.4,2.6,2.5,5.6,5.8,20.1,6701,6601,98.5,36,0.5,38,0.6,14,0.2
SA8  4,W07000046,69.16,9.4124276,0.6,5.7,1.3,3,2.2,5.8,6.4,19.5,7787,7670,98.5,44,0.6,55,0.7,5,0.1
SA6  6,W07000046,69.16,9.4124276,0.8,5.6,1.1,2.5,2.2,5.8,5.9,19.9,13362,12515,93.7,92,0.7,590,4.4,87,0.7
SA4  9,W07000046,69.16,9.4124276,0.7,6.8,1.1,2.3,1.9,4.8,5.7,23.6,5712,5541,97,33,0.6,105,1.8,13,0.2
SA3  4,W07000046,69.16,9.4124276,1.4,4.4,0.8,1.9,1.1,3.7,5,17.2,7451,7275,97.6,57,0.8,69,0.9,9,0.1
SA3  3,W07000046,69.16,9.4124276,0.3,5,1.2,2.1,1.3,2.8,3.6,14.6,3676,3614,98.3,17,0.5,14,0.4,5,0.1
SA3  5,W07000046,69.16,9.4124276,1.2,5.4,1,1.8,1.7,4,3.8,16.5,9149,8743,95.6,97,1.1,193,2.1,21,0.2
SA7  9,W07000046,69.16,9.4124276,1.4,6.3,1.3,2.6,2.3,5.6,6.5,21.1,13072,12733,97.4,80,0.6,178,1.4,59,0.5
SA4  4,W07000046,69.16,9.4124276,0.8,6.1,1.1,2.4,2.3,5.4,6.6,20,11061,10843,98,77,0.7,102,0.9,19,0.2
SA5  4,W07000046,69.16,9.4124276,1.3,5.7,1,2.4,1.7,5.8,6.9,21.1,5523,5309,96.1,40,0.7,117,2.1,13,0.2
SA4  5,W07000046,69.16,9.4124276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SA2  7,W07000047,59.81,8.2909556,0.9,5.6,1.2,2.3,9.5,6.4,3.7,15.7,11699,11195,95.7,111,0.9,272,2.3,43,0.4
SA5  4,W07000047,59.81,8.2909556,1.3,5.7,1,2.4,1.7,5.8,6.9,21.1,5523,5309,96.1,40,0.7,117,2.1,13,0.2
SA2  8,W07000047,59.81,8.2909556,1.9,4.2,0.8,2.1,11.2,8.3,3.5,12.9,6194,5466,88.2,90,1.5,403,6.5,70,1.1
SA3  5,W07000047,59.81,8.2909556,1.2,5.4,1,1.8,1.7,4,3.8,16.5,9149,8743,95.6,97,1.1,193,2.1,21,0.2
SA2  9,W07000047,59.81,8.2909556,1.6,5.3,1.1,2.6,2,6.7,4.8,17,6847,6333,92.5,67,1,306,4.5,18,0.3
SA2  0,W07000047,59.81,8.2909556,2.2,3.5,0.8,1.5,6.2,27.2,6.5,15.6,13646,12114,88.8,211,1.5,808,5.9,189,1.4
SA1  4,W07000047,59.81,8.2909556,3.7,2.1,0.6,0.9,7.3,36.3,9.4,14,4626,3652,78.9,70,1.5,635,13.7,166,3.6
SA1  6,W07000047,59.81,8.2909556,3.5,4.8,1,2.2,4.7,14.7,9.6,19.3,15499,13728,88.6,195,1.3,885,5.7,374,2.4
SA1  5,W07000047,59.81,8.2909556,3.8,0.7,0,3.4,7.2,8.3,5.8,22,446,352,78.9,6,1.3,46,10.3,28,6.3
SA1  3,W07000047,59.81,8.2909556,2.8,3.6,0.7,1.1,3.9,18.4,10.3,18.2,3863,3020,78.2,53,1.4,544,14.1,60,1.6
SA1  9,W07000047,59.81,8.2909556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SA1  2,W07000047,59.81,8.2909556,1.9,5.8,1.4,2.3,2,7,8.5,21.2,5442,4709,86.5,56,1,573,10.5,70,1.3
SA1  1,W07000047,59.81,8.2909556,4.1,0.6,0.1,0.5,3.9,21,14.1,21.9,3290,2476,75.3,52,1.6,354,10.8,104,3.2
SA5  8,W07000047,59.81,8.2909556,1.2,6.4,1.2,2.5,2.5,5.8,6.6,20,8446,8080,95.7,59,0.7,205,2.4,55,0.7
SA1  8,W07000047,59.81,8.2909556,2.2,5.7,1,2.3,2.9,8.1,9.2,20,7490,6946,92.7,74,1,293,3.9,76,1
SA5  5,W07000047,59.81,8.2909556,2.6,6.6,1.5,2.8,2.8,7.4,8,19.4,8074,7576,93.8,84,1,226,2.8,137,1.7
SA6  8,W07000047,59.81,8.2909556,2.4,5.3,0.8,2,2.3,7.4,9.3,22.2,4564,4357,95.5,42,0.9,77,1.7,53,1.2
SA5  9,W07000047,59.81,8.2909556,0.7,6.4,1.3,2.7,2.5,5.6,6.4,19.5,8275,8058,97.4,50,0.6,102,1.2,53,0.6
SA1  8,W07000048,57.95,10.451838,2.2,5.7,1,2.3,2.9,8.1,9.2,20,7490,6946,92.7,74,1,293,3.9,76,1
SA1  1,W07000048,57.95,10.451838,4.1,0.6,0.1,0.5,3.9,21,14.1,21.9,3290,2476,75.3,52,1.6,354,10.8,104,3.2
SA1  9,W07000048,57.95,10.451838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SA1  7,W07000048,57.95,10.451838,1.2,6.2,1.2,2.6,2.8,7.1,8.2,18.6,6425,6210,96.7,57,0.9,92,1.4,46,0.7
SA7  9,W07000048,57.95,10.451838,1.4,6.3,1.3,2.6,2.3,5.6,6.5,21.1,13072,12733,97.4,80,0.6,178,1.4,59,0.5
SA80 8,W07000048,57.95,10.451838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SA3  9,W07000048,57.95,10.451838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SA1  5,W07000048,57.95,10.451838,3.8,0.7,0,3.4,7.2,8.3,5.8,22,446,352,78.9,6,1.3,46,10.3,28,6.3
SA5  4,W07000048,57.95,10.451838,1.3,5.7,1,2.4,1.7,5.8,6.9,21.1,5523,5309,96.1,40,0.7,117,2.1,13,0.2
SA6  8,W07000048,57.95,10.451838,2.4,5.3,0.8,2,2.3,7.4,9.3,22.2,4564,4357,95.5,42,0.9,77,1.7,53,1.2
SA1  3,W07000048,57.95,10.451838,2.8,3.6,0.7,1.1,3.9,18.4,10.3,18.2,3863,3020,78.2,53,1.4,544,14.1,60,1.6
SA3  4,W07000048,57.95,10.451838,1.4,4.4,0.8,1.9,1.1,3.7,5,17.2,7451,7275,97.6,57,0.8,69,0.9,9,0.1
SA1  2,W07000048,57.95,10.451838,1.9,5.8,1.4,2.3,2,7,8.5,21.2,5442,4709,86.5,56,1,573,10.5,70,1.3
SA5  5,W07000048,57.95,10.451838,2.6,6.6,1.5,2.8,2.8,7.4,8,19.4,8074,7576,93.8,84,1,226,2.8,137,1.7
SA5  9,W07000048,57.95,10.451838,0.7,6.4,1.3,2.7,2.5,5.6,6.4,19.5,8275,8058,97.4,50,0.6,102,1.2,53,0.6
SA6  5,W07000048,57.95,10.451838,0.7,6.1,1.2,2.4,2.2,5.5,5.9,18.8,8925,8691,97.4,73,0.8,120,1.3,24,0.3
SA5  8,W07000048,57.95,10.451838,1.2,6.4,1.2,2.5,2.5,5.8,6.6,20,8446,8080,95.7,59,0.7,205,2.4,55,0.7
SA6  6,W07000048,57.95,10.451838,0.8,5.6,1.1,2.5,2.2,5.8,5.9,19.9,13362,12515,93.7,92,0.7,590,4.4,87,0.7
SA1  4,W07000048,57.95,10.451838,3.7,2.1,0.6,0.9,7.3,36.3,9.4,14,4626,3652,78.9,70,1.5,635,13.7,166,3.6
SA2  8,W07000048,57.95,10.451838,1.9,4.2,0.8,2.1,11.2,8.3,3.5,12.9,6194,5466,88.2,90,1.5,403,6.5,70,1.1
SA1  6,W07000048,57.95,10.451838,3.5,4.8,1,2.2,4.7,14.7,9.6,19.3,15499,13728,88.6,195,1.3,885,5.7,374,2.4
SA8  4,W07000048,57.95,10.451838,0.6,5.7,1.3,3,2.2,5.8,6.4,19.5,7787,7670,98.5,44,0.6,55,0.7,5,0.1
SA2  0,W07000048,57.95,10.451838,2.2,3.5,0.8,1.5,6.2,27.2,6.5,15.6,13646,12114,88.8,211,1.5,808,5.9,189,1.4
SA5  7,W07000048,57.95,10.451838,1.6,7.4,1.3,2.4,2.5,6,6.2,20.5,6142,5858,95.4,58,0.9,112,1.8,71,1.2
SA4  9,W07000048,57.95,10.451838,0.7,6.8,1.1,2.3,1.9,4.8,5.7,23.6,5712,5541,97,33,0.6,105,1.8,13,0.2
SA4  8,W07000048,57.95,10.451838,0.7,6.3,1.4,2.6,2.5,5.6,5.8,20.1,6701,6601,98.5,36,0.5,38,0.6,14,0.2
SA7  0,W07000048,57.95,10.451838,0.5,5.9,0.8,1.7,1.4,5.2,11.8,35.4,2046,1895,92.6,24,1.2,103,5,23,1.1
SA6  7,W07000048,57.95,10.451838,1.4,6.2,1.3,2.4,2.4,6,6.7,19.3,7331,7097,96.8,50,0.7,113,1.5,48,0.7
SA99 1,W07000048,57.95,10.451838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SA12 6,W07000049,63.27,10.2062959,0.8,5.3,1.2,2.6,2.5,6.6,7.4,19,10613,10222,96.3,103,1,204,1.9,67,0.6
SA12 7,W07000049,63.27,10.2062959,0.4,6.7,1.4,2.8,2.3,6.1,6.3,17.4,8459,8295,98.1,75,0.9,66,0.8,15,0.2
SA13 1,W07000049,63.27,10.2062959,0.8,4.9,1.1,2.5,2.4,7.7,7.5,19.7,5893,5570,94.5,71,1.2,213,3.6,35,0.6
SA12 8,W07000049,63.27,10.2062959,0.5,4.9,1.1,2.5,1.8,5,5.6,18.5,6819,6712,98.4,44,0.6,43,0.6,17,0.2
SA13 9,W07000049,63.27,10.2062959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SA11 2,W07000049,63.27,10.2062959,0.6,5.9,1.3,2.6,2.4,6.1,7.7,19.3,10046,9818,97.7,72,0.7,99,1,20,0.2
SA10 6,W07000049,63.27,10.2062959,0.5,6,1.1,2.4,2.4,6,6.9,20.3,9267,9091,98.1,45,0.5,89,1,26,0.3
SA1  8,W07000049,63.27,10.2062959,2.2,5.7,1,2.3,2.9,8.1,9.2,20,7490,6946,92.7,74,1,293,3.9,76,1
SA13 3,W07000049,63.27,10.2062959,0.2,6.4,1.2,3.1,2.9,6.6,5.2,18.7,5283,5224,98.9,32,0.6,22,0.4,5,0.1
SA12 9,W07000049,63.27,10.2062959,0.2,6.3,1.1,2.8,2.1,5.3,6.1,19.4,6767,6702,99,27,0.4,31,0.5,3,0
SA11 3,W07000049,63.27,10.2062959,0.5,5.6,1,2.4,2.4,5.1,5.6,17.7,11479,11280,98.3,69,0.6,99,0.9,30,0.3
SA13 2,W07000049,63.27,10.2062959,0.3,5.4,1.4,2.6,2,4.8,5.7,20.5,8487,8305,97.9,61,0.7,106,1.2,10,0.1
CF33 6,W07000049,63.27,10.2062959,0.7,6.4,1,2.4,2.5,6.6,6.6,20.6,7405,7278,98.3,33,0.4,59,0.8,25,0.3
CF24 1,W07000050,67.26,8.4051632,9.7,4.2,0.9,2.6,3,12.2,14.4,26.6,5618,4106,73.1,215,3.8,806,14.3,257,4.6
CF24 0,W07000050,67.26,8.4051632,6.9,3.7,0.7,1.8,13.1,20.3,12.2,19.9,5420,4032,74.4,262,4.8,561,10.4,318,5.9
CF10 4,W07000050,67.26,8.4051632,5.7,1.3,0.3,0.6,1,14.4,27.8,32.4,4064,3240,79.7,146,3.6,341,8.4,193,4.7
CF10 2,W07000050,67.26,8.4051632,6,2.5,0,0.5,2.8,22.1,23.9,24.2,1727,848,49.1,58,3.4,259,15,125,7.2
CF24 2,W07000050,67.26,8.4051632,3.9,6,1.4,2.4,2.6,7,10.7,24.7,12926,10755,83.2,513,4,941,7.3,460,3.6
CF14 3,W07000050,67.26,8.4051632,3.5,2.9,0.7,1.4,18.1,21.6,10.4,14.8,11994,9793,81.6,270,2.3,1539,12.8,203,1.7
CF24 4,W07000050,67.26,8.4051632,4.3,1.6,0.3,0.7,10.4,51.7,10.2,9.9,20071,16236,80.9,518,2.6,2650,13.2,292,1.5
CF10 3,W07000050,67.26,8.4051632,4.9,1.1,0.1,0.4,20.3,49.6,9.8,4.8,1962,1490,75.9,46,2.3,342,17.4,35,1.8
CF10 1,W07000050,67.26,8.4051632,8.7,1,0.1,0.1,2.7,27.6,26.1,24.6,802,523,65.2,33,4.1,128,16,3,0.4
CF95 1,W07000050,67.26,8.4051632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CF23 5,W07000050,67.26,8.4051632,3.1,5.1,1.1,2.3,7.1,9.8,7.6,19.4,10199,8614,84.5,257,2.5,1102,10.8,80,0.8
CF23 9,W07000050,67.26,8.4051632,1.6,6.2,1.5,2.6,2.2,6,7.1,20,10694,9215,86.2,327,3.1,870,8.1,144,1.3
CF24 3,W07000050,67.26,8.4051632,7,2.4,0.4,0.9,4.1,30.2,16.1,19.9,11490,8974,78.1,320,2.8,1677,14.6,275,2.4
